,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
4,19,5, 04/19 06,0,0,0.147841,0,0,0,0,1.0446,0.385628,0.165769,0,0.147841,1.74384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45614,1141.66,1027.6,1.60656,89.9626,100,8.5003e-05,0.0060051,0.006288,0,0,0,1.59652,
4,19,6, 04/19 07,0,0,0.147841,0,0,0.37383,0,1.16434,0.566991,0.22459,0,0.521671,2.47759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45618,1141.66,1027.6,1.60656,89.9626,100,8.5003e-05,0.0060051,0.006288,0,-0.210238,0,1.59655,
4,19,7, 04/19 08,0,0,0.147841,0,0,0.311031,0,1.2551,2.00283,0.219243,0,0.458873,3.93604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98997,1141.66,1027.6,0.906033,89.9626,100,4.79382e-05,0.0060051,0.006288,0,-1.81158,0,1.2304,
4,19,8, 04/19 09,0,0,0.147841,0,0,1.08683,0,1.20087,2.73069,0.181811,0,1.23467,5.34804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85489,1141.66,1027.6,0.183991,89.9626,100,9.73496e-06,0.0060051,0.006288,0,-3.88163,0,0.338921,
4,19,9, 04/19 10,0,0,0.147841,0,0,1.0337,0,1.17241,1.88953,0.155074,0,1.18155,4.39856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79036,1141.66,1027.6,0.126077,89.9626,100,6.67073e-06,0.0060051,0.006288,0,-5.19952,0,0.288241,
4,19,10, 04/19 11,0,0,0.147841,0,0,0.197628,0,1.19121,0.65349,0.144379,0,0.345469,2.33455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77833,1141.66,1027.6,0.123589,89.9626,100,6.53907e-06,0.0060051,0.006288,0,-6.28963,0,0.278794,
4,19,11, 04/19 12,0,0,0.147841,0,0,0.245907,0,1.17125,0.705724,0.133684,0,0.393748,2.40441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74987,1141.66,1027.6,0.0602821,89.9626,100,3.18952e-06,0.0060051,0.006288,0,-9.92347,0,0.256441,
4,19,12, 04/19 13,0,0,0.147841,0,0,0.606065,0,1.16429,0.753737,0.112295,0,0.753906,2.78422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76334,1141.66,1027.6,0.0554802,89.9626,100,2.93546e-06,0.0060051,0.006288,0,-11.4682,0,0.26702,
4,19,13, 04/19 14,0,0,0.147841,0,0,0.536542,0,1.19949,0.740352,0.112295,0,0.684383,2.73652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76702,1141.66,1027.6,0.0554802,89.9626,100,2.93546e-06,0.0060051,0.006288,0,-11.4504,0,0.269906,
4,19,14, 04/19 15,0,0,0.147841,0,0,0,0,1.25523,0.74943,0.112295,0,0.147841,2.2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76505,1141.66,1027.6,0.0554802,89.9626,100,2.93546e-06,0.0060051,0.006288,0,-11.0073,0,0.26836,
4,19,15, 04/19 16,0,0,0.147841,0,0,0,0,1.31846,0.790622,0.139032,0,0.147841,2.39595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80462,1141.66,1027.6,0.0579686,89.9626,100,3.06712e-06,0.0060051,0.006288,0,-9.33545,0,0.299437,
4,19,16, 04/19 17,0,0,0.147841,0,0,0.60617,0,1.46661,0.894254,0.165769,0,0.754011,3.28065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80106,1141.66,1027.6,0.060457,89.9626,100,3.19878e-06,0.0060051,0.006288,0,-6.97135,0,0.296645,
4,19,17, 04/19 18,0,0,0.147841,0,0,1.32175,0,1.6362,1.15699,0.235285,0,1.46959,4.49806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8585,1141.66,1027.6,0.0923133,89.9626,100,4.8843e-06,0.0060051,0.006288,0,-3.90481,0,0.341751,
4,19,18, 04/19 19,0,0,0.147841,0,0,2.58273,0,1.75141,1.34585,0.449181,0,2.73057,6.27701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69279,1141.66,1027.6,1.00274,89.9626,100,5.30549e-05,0.0060051,0.006288,0,-0.938127,0,0.996994,
4,19,19, 04/19 20,0,0,0.147841,0,0,1.66326,0,1.82072,3.60027,0.625643,0,1.8111,7.85772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22707,1141.66,1027.6,1.27777,89.9626,100,6.76068e-05,0.0060051,0.006288,0,0,0,1.41661,
4,19,20, 04/19 21,0,0,0.147841,0,0,1.76905,0,1.88679,4.62354,0.604254,0,1.91689,9.03147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22755,1141.66,1027.6,1.27969,89.9626,100,6.77086e-05,0.0060051,0.006288,0,0,0,1.41698,
4,19,21, 04/19 22,0,0,0.147841,0,0,1.59097,0,1.87458,5.55256,0.513348,0,1.73881,9.6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22771,1141.66,1027.6,1.27969,89.9626,100,6.77086e-05,0.0060051,0.006288,0,0,0,1.41711,
4,19,22, 04/19 23,0,0,0.147841,0,0,1.27931,0,1.68373,0.857937,0.336886,0,1.42715,4.30571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22836,1141.66,1027.6,1.27969,89.9626,100,6.77086e-05,0.0060051,0.006288,0,0,0,1.41762,
4,19,23, 04/19 24,0,0,0.147841,0,0,1.78157,0,1.43535,3.85257,0.208548,0,1.92941,7.42587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23391,1141.66,1027.6,1.29509,89.9626,100,6.85233e-05,0.0060051,0.006288,0,0,0,1.42199,
4,19,24, 04/20 01,0,0,0.147841,0,0,0.818747,0,1.17587,1.51574,0.12299,0,0.966589,3.78119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23081,1141.66,1027.6,1.28814,89.9626,100,6.81555e-05,0.0060051,0.006288,0,0,0,1.41954,
4,20,1, 04/20 02,0,0,0.147841,0,0,0,0,1.06761,0.398493,0.1016,0,0.147841,1.71554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14484,1141.66,1027.6,1.09472,89.9626,100,5.79215e-05,0.0060051,0.006288,0,0,0,1.35203,
4,20,2, 04/20 03,0,0,0.147841,0,0,0,0,1.02562,0.385873,0.0802105,0,0.147841,1.63955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14481,1141.66,1027.6,1.09472,89.9626,100,5.79215e-05,0.0060051,0.006288,0,0,0,1.35201,
4,20,3, 04/20 04,0,0,0.147841,0,0,0,0,1.01883,0.379981,0.0909053,0,0.147841,1.63756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1448,1141.66,1027.6,1.09472,89.9626,100,5.79215e-05,0.0060051,0.006288,0,0,0,1.352,
4,20,4, 04/20 05,0,0,0.147841,0,0,0.514769,0,0.972719,0.369627,0.112295,0,0.66261,2.11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14477,1141.66,1027.6,1.09472,89.9626,100,5.79215e-05,0.0060051,0.006288,0,0,0,1.35197,
4,20,5, 04/20 06,0,0,0.147841,0,0,0.398175,0,1.04744,0.430848,0.165769,0,0.546017,2.19008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14478,1141.66,1027.6,1.09638,89.9626,100,5.80095e-05,0.0060051,0.006288,0,0,0,1.35198,
4,20,6, 04/20 07,0,0,0.147841,0,0,0.543002,0,1.18863,0.499948,0.22459,0,0.690844,2.60401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14486,1141.66,1027.6,1.09638,89.9626,100,5.80095e-05,0.0060051,0.006288,0,-0.170797,0,1.35205,
4,20,7, 04/20 08,0,0,0.147841,0,0,0.938186,0,1.28293,0.566723,0.219243,0,1.08603,3.15493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32194,1141.66,1027.6,0.440734,89.9626,100,2.33192e-05,0.0060051,0.006288,0,-1.53217,0,0.705732,
4,20,8, 04/20 09,0,0,0.147841,0,0,1.03928,0,1.20805,0.792514,0.181811,0,1.18712,3.3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79326,1141.66,1027.6,0.0475237,89.9626,100,2.51448e-06,0.0060051,0.006288,0,-3.49745,0,0.290513,
4,20,9, 04/20 10,0,0,0.147841,0,0,1.87511,0,1.14891,3.24226,0.155074,0,2.02295,6.5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67879,1141.66,1027.6,0.0210148,89.9626,100,1.11189e-06,0.0060051,0.006288,0,-7.32151,0,0.200611,
4,20,10, 04/20 11,0,0,0.147841,0,0,2.6629,0,1.16092,1.06781,0.144379,0,2.81074,5.18386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68271,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-9.64978,0,0.203695,
4,20,11, 04/20 12,0,0,0.147841,0,0,1.66084,0,1.16092,0.877342,0.133684,0,1.80868,3.98063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70608,1141.66,1027.6,0.0135496,89.9626,100,7.1691e-07,0.0060051,0.006288,0,-11.1379,0,0.222044,
4,20,12, 04/20 13,0,0,0.147841,0,0,0.577116,0,1.16752,0.579491,0.112295,0,0.724958,2.58427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67006,1141.66,1027.6,0.0135496,89.9626,100,7.1691e-07,0.0060051,0.006288,0,-11.6128,0,0.193755,
4,20,13, 04/20 14,0,0,0.147841,0,0,0.530837,0,1.192,0.558459,0.112295,0,0.678678,2.54143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69628,1141.66,1027.6,0.0135496,89.9626,100,7.1691e-07,0.0060051,0.006288,0,-11.7005,0,0.214352,
4,20,14, 04/20 15,0,0,0.147841,0,0,0.378661,0,1.23094,0.576208,0.112295,0,0.526503,2.44594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70969,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-10.9802,0,0.224884,
4,20,15, 04/20 16,0,0,0.147841,0,0,0,0,1.26349,0.669231,0.139032,0,0.147841,2.21959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7047,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-9.18593,0,0.220962,
4,20,16, 04/20 17,0,0,0.147841,0,0,0,0,1.41519,0.992622,0.165769,0,0.147841,2.72142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71741,1141.66,1027.6,0.0259916,89.9626,100,1.37521e-06,0.0060051,0.006288,0,-6.88808,0,0.230944,
4,20,17, 04/20 18,0,0,0.147841,0,0,0.140798,0,1.61585,1.4173,0.235285,0,0.288639,3.55707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81151,1141.66,1027.6,0.0863,89.9626,100,4.56613e-06,0.0060051,0.006288,0,-3.84507,0,0.304849,
4,20,18, 04/20 19,0,0,0.147841,0,0,0.583137,0,1.75535,1.47977,0.449181,0,0.730979,4.41528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62956,1141.66,1027.6,0.73457,89.9626,100,3.88661e-05,0.0060051,0.006288,0,-0.904837,0,0.947331,
4,20,19, 04/20 20,0,0,0.147841,0,0,0.548089,0,1.84855,1.9082,0.625643,0,0.69593,5.07832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12419,1141.66,1027.6,1.07609,89.9626,100,5.6936e-05,0.0060051,0.006288,0,0,0,1.33581,
4,20,20, 04/20 21,0,0,0.147841,0,0,0.779884,0,1.92819,2.66166,0.604254,0,0.927725,6.12183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12388,1141.66,1027.6,1.07609,89.9626,100,5.6936e-05,0.0060051,0.006288,0,0,0,1.33556,
4,20,21, 04/20 22,0,0,0.147841,0,0,1.59251,0,1.91953,0.743786,0.513348,0,1.74035,4.91702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12416,1141.66,1027.6,1.07609,89.9626,100,5.6936e-05,0.0060051,0.006288,0,0,0,1.33579,
4,20,22, 04/20 23,0,0,0.147841,0,0,2.61398,0,1.70763,0.48873,0.336886,0,2.76182,5.29507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12427,1141.66,1027.6,1.07609,89.9626,100,5.6936e-05,0.0060051,0.006288,0,0,0,1.33587,
4,20,23, 04/20 24,0,0,0.147841,0,0,1.27076,0,1.4634,0.446021,0.208548,0,1.4186,3.53657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13059,1141.66,1027.6,1.08962,89.9626,100,5.76519e-05,0.0060051,0.006288,0,0,0,1.34084,
4,20,24, 04/21 01,0,0,0.147841,0,0,0.413359,0,1.17587,0.415048,0.12299,0,0.5612,2.27511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12427,1141.66,1027.6,1.08114,89.9626,100,5.72029e-05,0.0060051,0.006288,0,0,0,1.33587,
4,21,1, 04/21 02,0,0,0.147841,0,0,0,0,1.06761,0.401262,0.1016,0,0.147841,1.71831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09053,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,0,0,1.30938,
4,21,2, 04/21 03,0,0,0.147841,0,0,0,0,1.02562,0.388757,0.0802105,0,0.147841,1.64243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0904,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,0,0,1.30927,
4,21,3, 04/21 04,0,0,0.147841,0,0,0,0,1.01883,0.38299,0.0909053,0,0.147841,1.64057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08962,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,0,0,1.30865,
4,21,4, 04/21 05,0,0,0.147841,0,0,0,0,0.972719,0.373134,0.112295,0,0.147841,1.60599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07938,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,0,0,1.30062,
4,21,5, 04/21 06,0,0,0.147841,0,0,0,0,1.04744,0.434759,0.165769,0,0.147841,1.79581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07938,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,0,0,1.30062,
4,21,6, 04/21 07,0,0,0.147841,0,0,0.809606,0,1.18863,0.502758,0.22459,0,0.957447,2.87343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07939,1141.66,1027.6,1.00928,89.9626,100,5.34011e-05,0.0060051,0.006288,0,-0.177585,0,1.30062,
4,21,7, 04/21 08,0,0,0.147841,0,0,0.773434,0,1.28293,0.803851,0.219243,0,0.921276,3.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82311,1141.66,1027.6,0.118912,89.9626,100,6.29164e-06,0.0060051,0.006288,0,-1.84717,0,0.313963,
4,21,8, 04/21 09,0,0,0.147841,0,0,1.36042,0,1.20805,1.04899,0.181811,0,1.50826,3.94711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60751,1141.66,1027.6,0.0210148,89.9626,100,1.11189e-06,0.0060051,0.006288,0,-4.88645,0,0.14463,
4,21,9, 04/21 10,0,0,0.147841,0,0,1.51625,0,1.14891,0.509096,0.155074,0,1.6641,3.47718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61777,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-7.53447,0,0.152689,
4,21,10, 04/21 11,0,0,0.147841,0,0,0.446799,0,1.16092,0.496156,0.144379,0,0.59464,2.3961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61379,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-9.44893,0,0.149565,
4,21,11, 04/21 12,0,0,0.147841,0,0,0.654462,0,1.16092,0.543226,0.133684,0,0.802304,2.64014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61295,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-10.5727,0,0.148905,
4,21,12, 04/21 13,0,0,0.147841,0,0,0.268877,0,1.16752,0.587147,0.112295,0,0.416719,2.28368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62618,1141.66,1027.6,0.0185264,89.9626,100,9.80232e-07,0.0060051,0.006288,0,-11.178,0,0.159296,
4,21,13, 04/21 14,0,0,0.147841,0,0,0,0,1.192,0.566973,0.112295,0,0.147841,2.01911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61912,1141.66,1027.6,0.0210148,89.9626,100,1.11189e-06,0.0060051,0.006288,0,-11.4198,0,0.153751,
4,21,14, 04/21 15,0,0,0.147841,0,0,0,0,1.23094,0.582923,0.112295,0,0.147841,2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62614,1141.66,1027.6,0.0210148,89.9626,100,1.11189e-06,0.0060051,0.006288,0,-10.5172,0,0.159266,
4,21,15, 04/21 16,0,0,0.147841,0,0,0,0,1.26349,0.67778,0.139032,0,0.147841,2.22814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60054,1141.66,1027.6,0.0210148,89.9626,100,1.11189e-06,0.0060051,0.006288,0,-7.28208,0,0.139153,
4,21,16, 04/21 17,0,0,0.147841,0,0,0.0167464,0,1.41519,1.00558,0.165769,0,0.164588,2.75112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6582,1141.66,1027.6,0.0309684,89.9626,100,1.63854e-06,0.0060051,0.006288,0,-4.31067,0,0.184443,
4,21,17, 04/21 18,0,0,0.147841,0,0,0.846196,0,1.61585,1.43238,0.235285,0,0.994037,4.27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72945,1141.66,1027.6,0.0887884,89.9626,100,4.69779e-06,0.0060051,0.006288,0,-3.01339,0,0.240401,
4,21,18, 04/21 19,0,0,0.147841,0,0,0.45899,0,1.75535,1.40361,0.449181,0,0.606832,4.21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47676,1141.66,1027.6,0.903556,89.9626,100,4.78072e-05,0.0060051,0.006288,0,-0.868856,0,0.827323,
4,21,19, 04/21 20,0,0,0.147841,0,0,0.88234,0,1.84855,0.997454,0.625643,0,1.03018,4.50183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56707,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.898254,
4,21,20, 04/21 21,0,0,0.147841,0,0,2.28133,0,1.92819,0.700079,0.604254,0,2.42917,5.66169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5681,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.899062,
4,21,21, 04/21 22,0,0,0.147841,0,0,0.670879,0,1.91953,0.828865,0.513348,0,0.818721,4.08047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56742,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.898532,
4,21,22, 04/21 23,0,0,0.147841,0,0,0.296129,0,1.70763,2.94502,0.336886,0,0.443971,5.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56751,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.898601,
4,21,23, 04/21 24,0,0,0.147841,0,0,0,0,1.4634,2.64721,0.208548,0,0.147841,4.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56673,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.897988,
4,21,24, 04/22 01,0,0,0.147841,0,0,0,0,1.17587,0.429247,0.12299,0,0.147841,1.87595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56955,1141.66,1027.6,1.00825,89.9626,100,5.33466e-05,0.0060051,0.006288,0,0,0,0.900206,
4,22,1, 04/22 02,0,0,0.147841,0,0,0,0,1.06761,0.413146,0.1016,0,0.147841,1.73019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54638,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,0,0,0.882005,
4,22,2, 04/22 03,0,0,0.147841,0,0,0,0,1.02562,1.23856,0.0802105,0,0.147841,2.49223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54621,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,0,0,0.881876,
4,22,3, 04/22 04,0,0,0.147841,0,0,0,0,1.01883,1.49486,0.0909053,0,0.147841,2.75244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.546,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,0,0,0.88171,
4,22,4, 04/22 05,0,0,0.147841,0,0,0.661949,0,0.972719,1.61599,0.112295,0,0.80979,3.51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53593,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,0,0,0.873801,
4,22,5, 04/22 06,0,0,0.147841,0,0,1.23877,0,1.04744,0.4503,0.165769,0,1.38661,3.05012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53591,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,0,0,0.873779,
4,22,6, 04/22 07,0,0,0.147841,0,0,0.746875,0,1.18863,0.652542,0.22459,0,0.894716,2.96048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53592,1141.66,1027.6,0.996239,89.9626,100,5.2711e-05,0.0060051,0.006288,0,-0.1748,0,0.873787,
4,22,7, 04/22 08,0,0,0.147841,0,0,1.81211,0,1.28293,2.27383,0.219243,0,1.95995,5.73596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77081,1141.66,1027.6,0.124219,89.9626,100,6.57245e-06,0.0060051,0.006288,0,-1.83074,0,0.272887,
4,22,8, 04/22 09,0,0,0.147841,0,0,2.97575,0,1.20805,2.63234,0.181811,0,3.12359,7.14579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58602,1141.66,1027.6,0.02848,89.9626,100,1.50688e-06,0.0060051,0.006288,0,-4.80394,0,0.127752,
