"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:38:36 pm","Zone1 HVACSys",26.4962,26.8532,"Zone2 HVACSys",42.3482,43.0288

