"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:38:36 pm","Zone1 HVACSys",30.9056,24.7245,"Zone2 HVACSys",48.3176,38.654

