"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:38:19 pm","Zone1 HVACSys",19.9378,20.161,"Zone2 HVACSys",33.0388,33.5294

