,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
2,15,9, 02/15 09,0,0,0.295684,0,0,0.541892,0,1.27468,1.56964,0.217,0,0.837576,3.8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92067,1270.19,1115.06,0.0713697,89.9626,100,3.77617e-06,0.0060051,0.006288,0,-5.71831,0,0.390582,
2,15,10, 02/15 10,0,0,0.295684,0,0,1.57375,0,1.22523,2.24591,0.185088,0,1.86943,5.52566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92468,1270.19,1115.06,0.0640104,89.9626,100,3.38679e-06,0.0060051,0.006288,0,-8.3413,0,0.393735,
2,15,11, 02/15 11,0,0,0.295684,0,0,2.44538,0,1.24574,1.21073,0.172324,0,2.74106,5.36985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92448,1270.19,1115.06,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-10.1093,0,0.393576,
2,15,12, 02/15 12,0,0,0.295684,0,0,2.66895,0,1.22542,3.59001,0.159559,0,2.96463,7.93962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93399,1270.19,1115.06,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-11.0499,0,0.401044,
2,15,13, 02/15 13,0,0,0.295684,0,0,0.915695,0,1.21418,2.30793,0.134029,0,1.21138,4.86752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92215,1270.19,1115.06,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-11.1482,0,0.391742,
2,15,14, 02/15 14,0,0,0.295684,0,0,0.124989,0,1.25197,1.84829,0.134029,0,0.420673,3.65495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94082,1270.19,1115.06,0.0591396,89.9626,100,3.12908e-06,0.0060051,0.006288,0,-10.2841,0,0.406406,
2,15,15, 02/15 15,0,0,0.295684,0,0,1.04101,0,1.31458,2.93488,0.134029,0,1.3367,5.72018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93018,1270.19,1115.06,0.061628,89.9626,100,3.26074e-06,0.0060051,0.006288,0,-8.48991,0,0.398049,
2,15,16, 02/15 16,0,0,0.295684,0,0,0.914034,0,1.38331,0.941722,0.165941,0,1.20972,3.7007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95409,1270.19,1115.06,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-5.96437,0,0.41683,
2,15,17, 02/15 17,0,0,0.295684,0,0,1.0239,0,1.55462,0.993774,0.197853,0,1.31958,4.06583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33769,1270.19,1115.06,0.42571,89.9626,100,2.25243e-05,0.0060051,0.006288,0,-2.84052,0,0.718101,
2,15,18, 02/15 18,0,0,0.295684,0,0,0.417657,0,1.75453,1.30237,0.280824,0,0.713341,4.05106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11128,1270.19,1115.06,3.28917,89.9626,100,0.00017403,0.0060051,0.006288,0,-0.160163,0,2.11105,
2,15,19, 02/15 19,0,0,0.295684,0,0,0.453532,0,1.88723,1.27603,0.536117,0,0.749216,4.4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11145,1270.19,1115.06,3.28917,89.9626,100,0.00017403,0.0060051,0.006288,0,0,0,2.11119,
2,15,20, 02/15 20,0,0,0.295684,0,0,0.497268,0,1.96342,0.929856,0.746734,0,0.792952,4.43296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11136,1270.19,1115.06,3.28917,89.9626,100,0.00017403,0.0060051,0.006288,0,0,0,2.11112,
2,15,21, 02/15 21,0,0,0.295684,0,0,0.633287,0,2.03586,0.680258,0.721205,0,0.928971,4.36629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11076,1270.19,1115.06,3.28752,89.9626,100,0.000173942,0.0060051,0.006288,0,0,0,2.11065,
2,15,22, 02/15 22,0,0,0.295684,0,0,0.52338,0,2.01769,0.810957,0.612707,0,0.819064,4.26042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11154,1270.19,1115.06,3.28752,89.9626,100,0.000173942,0.0060051,0.006288,0,0,0,2.11126,
2,15,23, 02/15 23,0,0,0.295684,0,0,0.691574,0,1.80247,0.952351,0.402087,0,0.987258,4.14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11168,1270.19,1115.06,3.28752,89.9626,100,0.000173942,0.0060051,0.006288,0,0,0,2.11137,
2,15,24, 02/15 24,0,0,0.295684,0,0,0.740259,0,1.53511,0.464561,0.248912,0,1.03594,3.28452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11465,1270.19,1115.06,3.29504,89.9626,100,0.00017434,0.0060051,0.006288,0,0,0,2.1137,
2,16,1, 02/16 01,0,0,0.295684,0,0,0,0,1.25492,0.432498,0.146794,0,0.295684,2.1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01775,1270.19,1115.06,3.05706,89.9626,100,0.000161749,0.0060051,0.006288,0,0,0,2.0376,
2,16,2, 02/16 02,0,0,0.295684,0,0,0,0,1.15218,0.408892,0.121265,0,0.295684,1.97802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0176,1270.19,1115.06,3.05575,89.9626,100,0.00016168,0.0060051,0.006288,0,0,0,2.03748,
2,16,3, 02/16 03,0,0,0.295684,0,0.0710671,0.885338,0,1.09099,0.395626,0.0957354,0,1.25209,2.83444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01617,1270.19,1115.06,3.05438,89.9626,100,0.000161607,0.0060051,0.006288,0,0,0,2.03636,
2,16,4, 02/16 04,0,0,0.295684,0,0.0710671,0.805513,0,1.08723,0.385951,0.1085,0,1.17226,2.75395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01477,1270.19,1115.06,3.04857,89.9626,100,0.0001613,0.0060051,0.006288,0,0,0,2.03525,
2,16,5, 02/16 05,0,0,0.295684,0,0.0710671,0.326625,0,1.03207,0.373065,0.134029,0,0.693376,2.23254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01053,1270.19,1115.06,3.04581,89.9626,100,0.000161154,0.0060051,0.006288,0,0,0,2.03193,
2,16,6, 02/16 06,0,0,0.295684,0,0.0710671,0,0,1.11964,0.38204,0.197853,0,0.366751,2.06629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01171,1270.19,1115.06,3.05319,89.9626,100,0.000161544,0.0060051,0.006288,0,0,0,2.03286,
2,16,7, 02/16 07,0,0,0.295684,0,0.0710671,0.282945,0,1.25994,0.419152,0.268059,0,0.649696,2.59685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01416,1270.19,1115.06,3.05438,89.9626,100,0.000161607,0.0060051,0.006288,0,-0.0901672,0,2.03478,
2,16,8, 02/16 08,0,0,0.295684,0,0.0710671,1.56977,0,1.3559,0.549858,0.261677,0,1.93652,4.10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37174,1270.19,1115.06,2.19989,89.9626,100,0.000116396,0.0060051,0.006288,0,-2.29845,0,1.53023,
2,16,9, 02/16 09,0,0,0.295684,0,0,2.13438,0,1.27468,1.76145,0.217,0,2.43007,5.6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0056,1270.19,1115.06,0.0495039,89.9626,100,2.61925e-06,0.0060051,0.006288,0,-5.7045,0,0.457282,
2,16,10, 02/16 10,0,0,0.295684,0,0,2.47946,0,1.22523,9.71676,0.185088,0,2.77514,13.9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97783,1270.19,1115.06,0.0397622,89.9626,100,2.10382e-06,0.0060051,0.006288,0,-8.40834,0,0.435471,
2,16,11, 02/16 11,0,0,0.295684,0,0,2.79737,0,1.24574,3.09078,0.172324,0,3.09306,7.6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99806,1270.19,1115.06,0.0372738,89.9626,100,1.97216e-06,0.0060051,0.006288,0,-10.1005,0,0.451364,
2,16,12, 02/16 12,0,0,0.295684,0,0,2.35675,0,1.22542,2.7455,0.159559,0,2.65243,6.78291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9846,1270.19,1115.06,0.0348914,89.9626,100,1.8461e-06,0.0060051,0.006288,0,-10.8925,0,0.440794,
2,16,13, 02/16 13,0,0,0.295684,0,0,0.832387,0,1.21418,3.28637,0.134029,0,1.12807,5.76264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97892,1270.19,1115.06,0.0348914,89.9626,100,1.8461e-06,0.0060051,0.006288,0,-10.7708,0,0.436327,
2,16,14, 02/16 14,0,0,0.295684,0,0,0.359426,0,1.25197,4.49306,0.134029,0,0.65511,6.53416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98475,1270.19,1115.06,0.0348914,89.9626,100,1.8461e-06,0.0060051,0.006288,0,-9.97829,0,0.440906,
2,16,15, 02/16 15,0,0,0.295684,0,0,0.579824,0,1.31458,6.15077,0.134029,0,0.875508,8.47488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99451,1270.19,1115.06,0.0348914,89.9626,100,1.8461e-06,0.0060051,0.006288,0,-8.5713,0,0.448571,
2,16,16, 02/16 16,0,0,0.295684,0,0,0.806258,0,1.38331,4.29199,0.165941,0,1.10194,6.94319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00569,1270.19,1115.06,0.0421447,89.9626,100,2.22987e-06,0.0060051,0.006288,0,-6.14374,0,0.457352,
2,16,17, 02/16 17,0,0,0.295684,0,0,0.492694,0,1.55462,0.993909,0.197853,0,0.788378,3.53476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2816,1270.19,1115.06,0.293892,89.9626,100,1.55498e-05,0.0060051,0.006288,0,-2.8857,0,0.674055,
2,16,18, 02/16 18,0,0,0.295684,0,0,1.17528,0,1.75453,3.61318,0.280824,0,1.47096,7.11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01932,1270.19,1115.06,3.05851,89.9626,100,0.000161826,0.0060051,0.006288,0,-0.158155,0,2.03883,
2,16,19, 02/16 19,0,0,0.295684,0,0,1.71702,0,1.88723,7.47757,0.536117,0,2.01271,11.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01947,1270.19,1115.06,3.06172,89.9626,100,0.000161996,0.0060051,0.006288,0,0,0,2.03895,
2,16,20, 02/16 20,0,0,0.295684,0,0,1.79207,0,1.96342,0.932514,0.746734,0,2.08775,5.73042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01943,1270.19,1115.06,3.05851,89.9626,100,0.000161826,0.0060051,0.006288,0,0,0,2.03891,
2,16,21, 02/16 21,0,0,0.295684,0,0,0.729526,0,2.03586,0.684061,0.721205,0,1.02521,4.46634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01828,1270.19,1115.06,3.05851,89.9626,100,0.000161826,0.0060051,0.006288,0,0,0,2.03801,
2,16,22, 02/16 22,0,0,0.295684,0,0,1.85201,0,2.01769,0.557271,0.612707,0,2.14769,5.33536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01928,1270.19,1115.06,3.0612,89.9626,100,0.000161968,0.0060051,0.006288,0,0,0,2.0388,
2,16,23, 02/16 23,0,0,0.295684,0,0,1.96663,0,1.80247,0.492212,0.402087,0,2.26231,4.95909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0193,1270.19,1115.06,3.05955,89.9626,100,0.000161881,0.0060051,0.006288,0,0,0,2.03882,
2,16,24, 02/16 24,0,0,0.295684,0,0,1.94092,0,1.53511,0.469073,0.248912,0,2.23661,4.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01937,1270.19,1115.06,3.05955,89.9626,100,0.000161881,0.0060051,0.006288,0,0,0,2.03887,
2,17,1, 02/17 01,0,0,0.295684,0,0,0,0,1.25189,0.425398,0.146794,0,0.295684,2.11976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88994,1270.19,1115.06,2.82722,89.9626,100,0.000149588,0.0060051,0.006288,0,0,0,1.93722,
2,17,2, 02/17 02,0,0,0.295684,0,0.0710671,0.0972356,0,1.13927,0.407878,0.121265,0,0.463987,2.1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89055,1270.19,1115.06,2.82775,89.9626,100,0.000149616,0.0060051,0.006288,0,0,0,1.9377,
2,17,3, 02/17 03,0,0,0.295684,0,0.0710671,0.502858,0,1.09468,0.394371,0.0957354,0,0.869609,2.4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89055,1270.19,1115.06,2.82775,89.9626,100,0.000149616,0.0060051,0.006288,0,0,0,1.9377,
2,17,4, 02/17 04,0,0,0.295684,0,0.0710671,0,0,1.08789,0.387655,0.1085,0,0.366751,1.9508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8896,1270.19,1115.06,2.82433,89.9626,100,0.000149435,0.0060051,0.006288,0,0,0,1.93695,
2,17,5, 02/17 05,0,0,0.295684,0,0,0,0,1.03578,0.37735,0.134029,0,0.295684,1.84284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88908,1270.19,1115.06,2.82939,89.9626,100,0.000149703,0.0060051,0.006288,0,0,0,1.93654,
2,17,6, 02/17 06,0,0,0.295684,0,0,0.00785448,0,1.12334,0.66754,0.197853,0,0.303538,2.29228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88908,1270.19,1115.06,2.82597,89.9626,100,0.000149522,0.0060051,0.006288,0,0,0,1.93654,
2,17,7, 02/17 07,0,0,0.295684,0,0,0.811765,0,1.2834,2.40831,0.268059,0,1.10745,5.06722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88928,1270.19,1115.06,2.82939,89.9626,100,0.000149703,0.0060051,0.006288,0,0,0,1.9367,
2,17,8, 02/17 08,0,0,0.295684,0,0,0.860438,0,1.38239,0.93471,0.261677,0,1.15612,3.7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16985,1270.19,1115.06,1.68183,89.9626,100,8.89856e-05,0.0060051,0.006288,0,-0.00842349,0,1.37167,
2,17,9, 02/17 09,0,0,0.295684,0,0,0.767722,0,1.28153,0.721914,0.217,0,1.06341,3.28385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73814,1270.19,1115.06,0.0423566,89.9626,100,2.24109e-06,0.0060051,0.006288,0,-0.832762,0,0.247226,
2,17,10, 02/17 10,0,0,0.295684,0,0,2.31526,0,1.20187,1.78359,0.185088,0,2.61095,5.7815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76031,1270.19,1115.06,0.0277441,89.9626,100,1.46794e-06,0.0060051,0.006288,0,-3.1208,0,0.26464,
2,17,11, 02/17 11,0,0,0.295684,0,0,1.75879,0,1.21559,1.57531,0.172324,0,2.05447,5.0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76835,1270.19,1115.06,0.0252557,89.9626,100,1.33628e-06,0.0060051,0.006288,0,-9.45936,0,0.270952,
2,17,12, 02/17 12,0,0,0.295684,0,0,2.4192,0,1.21559,0.569194,0.159559,0,2.71489,4.65923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79301,1270.19,1115.06,0.0252557,89.9626,100,1.33628e-06,0.0060051,0.006288,0,-10.7529,0,0.290317,
2,17,13, 02/17 13,0,0,0.295684,0,0,0.415955,0,1.21793,0.617972,0.134029,0,0.711638,2.68157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74225,1270.19,1115.06,0.0252557,89.9626,100,1.33628e-06,0.0060051,0.006288,0,-10.5474,0,0.250453,
2,17,14, 02/17 14,0,0,0.295684,0,0,0,0,1.24584,0.59389,0.134029,0,0.295684,2.26944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81659,1270.19,1115.06,0.0252557,89.9626,100,1.33628e-06,0.0060051,0.006288,0,-10.0622,0,0.30884,
2,17,15, 02/17 15,0,0,0.295684,0,0,0,0,1.29112,0.612333,0.134029,0,0.295684,2.33316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75953,1270.19,1115.06,0.0252557,89.9626,100,1.33628e-06,0.0060051,0.006288,0,-8.55994,0,0.264029,
2,17,16, 02/17 16,0,0,0.295684,0,0,0,0,1.32966,0.982397,0.165941,0,0.295684,2.77368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86887,1270.19,1115.06,0.032509,89.9626,100,1.72005e-06,0.0060051,0.006288,0,-6.00796,0,0.349901,
2,17,17, 02/17 17,0,0,0.295684,0,0,0,0,1.504,3.29507,0.197853,0,0.295684,5.2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14591,1270.19,1115.06,0.340361,89.9626,100,1.80085e-05,0.0060051,0.006288,0,-2.75875,0,0.567483,
2,17,18, 02/17 18,0,0,0.295684,0,0,0,0,1.73415,1.61178,0.280824,0,0.295684,3.92244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88517,1270.19,1115.06,2.81511,89.9626,100,0.000148947,0.0060051,0.006288,0,-0.156966,0,1.93347,
2,17,19, 02/17 19,0,0,0.295684,0,0,0.24707,0,1.89032,1.57143,0.536117,0,0.542753,4.54062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88459,1270.19,1115.06,2.81709,89.9626,100,0.000149052,0.0060051,0.006288,0,0,0,1.93301,
2,17,20, 02/17 20,0,0,0.295684,0,0,0.66119,0,1.98992,1.34431,0.746734,0,0.956874,5.03783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88452,1270.19,1115.06,2.81294,89.9626,100,0.000148832,0.0060051,0.006288,0,0,0,1.93296,
2,17,21, 02/17 21,0,0,0.295684,0,0,0.495226,0,2.07594,3.64272,0.721205,0,0.79091,7.23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88913,1270.19,1115.06,2.82887,89.9626,100,0.000149676,0.0060051,0.006288,0,0,0,1.93658,
2,17,22, 02/17 22,0,0,0.295684,0,0,0.871107,0,2.06081,0.582588,0.612707,0,1.16679,4.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88954,1270.19,1115.06,2.82953,89.9626,100,0.000149711,0.0060051,0.006288,0,0,0,1.9369,
2,17,23, 02/17 23,0,0,0.295684,0,0,2.17124,0,1.82588,1.2313,0.402087,0,2.46693,5.92619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8896,1270.19,1115.06,2.82953,89.9626,100,0.000149711,0.0060051,0.006288,0,0,0,1.93695,
2,17,24, 02/17 24,0,0,0.295684,0,0,1.49768,0,1.56013,0.462865,0.248912,0,1.79337,4.06527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88965,1270.19,1115.06,2.82558,89.9626,100,0.000149501,0.0060051,0.006288,0,0,0,1.93699,
2,18,1, 02/18 01,0,0,0.295684,0,0,0.0937278,0,1.25189,0.423769,0.146794,0,0.389412,2.21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18794,1270.19,1115.06,3.4718,89.9626,100,0.000183693,0.0060051,0.006288,0,0,0,2.17126,
2,18,2, 02/18 02,0,0,0.295684,0,0,0,0,1.13927,0.406466,0.121265,0,0.295684,1.96268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18793,1270.19,1115.06,3.46565,89.9626,100,0.000183367,0.0060051,0.006288,0,0,0,2.17126,
2,18,3, 02/18 03,0,0,0.295684,0,0,0,0,1.09468,0.393035,0.0957354,0,0.295684,1.87914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18724,1270.19,1115.06,3.46565,89.9626,100,0.000183367,0.0060051,0.006288,0,0,0,2.17071,
2,18,4, 02/18 04,0,0,0.295684,0,0,0,0,1.08789,0.386427,0.1085,0,0.295684,1.87851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18271,1270.19,1115.06,3.45582,89.9626,100,0.000182848,0.0060051,0.006288,0,0,0,2.16716,
2,18,5, 02/18 05,0,0,0.295684,0,0,0,0,1.03578,0.375874,0.134029,0,0.295684,1.84136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18218,1270.19,1115.06,3.45582,89.9626,100,0.000182848,0.0060051,0.006288,0,0,0,2.16674,
2,18,6, 02/18 06,0,0,0.295684,0,0.0710671,0,0,1.12334,0.446854,0.197853,0,0.366751,2.1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18186,1270.19,1115.06,3.45582,89.9626,100,0.000182848,0.0060051,0.006288,0,0,0,2.16649,
2,18,7, 02/18 07,0,0,0.295684,0,0,0.180795,0,1.2834,0.519925,0.268059,0,0.476479,2.54787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1806,1270.19,1115.06,3.45582,89.9626,100,0.000182848,0.0060051,0.006288,0,0,0,2.1655,
2,18,8, 02/18 08,0,0,0.295684,0,0,0.327017,0,1.38239,0.593898,0.261677,0,0.622701,2.86067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14956,1270.19,1115.06,3.41048,89.9626,100,0.000180448,0.0060051,0.006288,0,-1.44701,0,2.14112,
2,18,9, 02/18 09,0,0,0.295684,0,0,0.515835,0,1.28153,0.75298,0.217,0,0.811519,3.06303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74671,1270.19,1115.06,0.351046,89.9626,100,1.85739e-05,0.0060051,0.006288,0,-4.9389,0,1.03934,
2,18,10, 02/18 10,0,0,0.295684,0,0,0.793312,0,1.20187,1.52579,0.185088,0,1.089,4.00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49554,1270.19,1115.06,0.0981532,89.9626,100,5.19329e-06,0.0060051,0.006288,0,-3.70572,0,0.842078,
2,18,11, 02/18 11,0,0,0.295684,0,0,2.44397,0,1.21559,4.39771,0.172324,0,2.73965,8.52527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50098,1270.19,1115.06,0.0746365,89.9626,100,3.94902e-06,0.0060051,0.006288,0,-9.22853,0,0.846349,
2,18,12, 02/18 12,0,0,0.295684,0,0,2.12503,0,1.21559,2.94683,0.159559,0,2.42071,6.74269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49695,1270.19,1115.06,0.0746365,89.9626,100,3.94902e-06,0.0060051,0.006288,0,-10.5119,0,0.843182,
2,18,13, 02/18 13,0,0,0.295684,0,0,0.647053,0,1.21793,6.86522,0.134029,0,0.942737,9.15991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49086,1270.19,1115.06,0.0746365,89.9626,100,3.94902e-06,0.0060051,0.006288,0,-10.4413,0,0.838398,
