"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:33:22 pm","Zone1 HVACSys",26.7077,27.069,"Zone2 HVACSys",40.8957,41.5467

