"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:29:24 pm","Zone1 HVACSys",26.9808,27.3477,"Zone2 HVACSys",42.7595,43.4484

