,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
1,1,10, 01/01 10,0,0,0.292356,0,0,1.68434,0,1.32977,3.17397,0.198428,0,1.97669,6.67886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75832,1269.81,1106.78,2.3791,89.9626,100,0.000125878,0.0060051,0.006288,0,-7.50763,0,1.83385,
1,1,11, 01/01 11,0,0,0.292356,0,0,2.71355,0,1.35231,14.9971,0.184743,0,3.0059,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76108,1269.81,1106.78,2.83208,89.9626,100,0.000149846,0.0060051,0.006288,0,-9.14248,0,1.83601,
1,1,12, 01/01 12,0,0,0.292356,0,0,1.77145,0,1.33088,7.31211,0.171058,0,2.0638,10.8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76842,1269.81,1106.78,2.70532,89.9626,100,0.000143139,0.0060051,0.006288,0,-9.75359,0,1.84178,
1,1,13, 01/01 13,0,0,0.292356,0,0,1.4393,0,1.31879,0.817637,0.143689,0,1.73166,4.01178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76476,1269.81,1106.78,2.82681,89.9626,100,0.000149566,0.0060051,0.006288,0,-9.48491,0,1.8389,
1,1,14, 01/01 14,0,0,0.292356,0,0,0.317644,0,1.35906,0.799283,0.143689,0,0.610001,2.91203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7652,1269.81,1106.78,2.88089,89.9626,100,0.000152428,0.0060051,0.006288,0,-5.81684,0,1.83925,
1,1,15, 01/01 15,0,0,0.292356,0,0,0,0,1.42556,0.810623,0.143689,0,0.292356,2.67222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76532,1269.81,1106.78,2.92757,89.9626,100,0.000154898,0.0060051,0.006288,0,-4.76937,0,1.83935,
1,1,16, 01/01 16,0,0,0.292356,0,0,0,0,1.49922,0.860649,0.177901,0,0.292356,2.83013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06237,1269.81,1106.78,3.29537,89.9626,100,0.000174358,0.0060051,0.006288,0,-2.91758,0,2.07264,
1,1,17, 01/01 17,0,0,0.292356,0,0,0.0519905,0,1.68241,0.987463,0.212113,0,0.344347,3.22633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35764,1269.81,1106.78,3.86875,89.9626,100,0.000204695,0.0060051,0.006288,0,-0.354451,0,2.30455,
1,1,18, 01/01 18,0,0,0.292356,0,0,0.454566,0,1.89695,1.30526,0.301063,0,0.746922,4.25019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40918,1269.81,1106.78,3.94448,89.9626,100,0.000208702,0.0060051,0.006288,0,0,0,2.34502,
1,1,19, 01/01 19,0,0,0.292356,0,0,0.817898,0,2.03865,1.28379,0.574758,0,1.11025,5.00746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51492,1269.81,1106.78,4.16914,89.9626,100,0.000220589,0.0060051,0.006288,0,0,0,2.42807,
1,1,20, 01/01 20,0,0,0.292356,0,0,0.968576,0,2.11929,1.65305,0.800555,0,1.26093,5.83383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60367,1269.81,1106.78,4.37739,89.9626,100,0.000231608,0.0060051,0.006288,0,0,0,2.49777,
1,1,21, 01/01 21,0,0,0.292356,0,0,1.55965,0,2.19655,0.929808,0.773183,0,1.85201,5.75155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59307,1269.81,1106.78,4.33943,89.9626,100,0.000229599,0.0060051,0.006288,0,0,0,2.48944,
1,1,22, 01/01 22,0,0,0.292356,0,0,1.37416,0,2.17607,2.72802,0.656865,0,1.66652,7.22747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69524,1269.81,1106.78,4.51762,89.9626,100,0.000239027,0.0060051,0.006288,0,0,0,2.56969,
1,1,23, 01/01 23,0,0,0.292356,0,0,1.75071,0,1.94545,0.471886,0.431067,0,2.04307,4.89147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37868,1269.81,1106.78,4.52964,89.9626,100,0.000239663,0.0060051,0.006288,0.000277533,0,0,3.10645,
1,1,24, 01/01 24,0,0,0.292356,0,0,1.28735,0,1.65907,0.45652,0.266851,0,1.57971,3.96214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45012,1269.81,1106.78,4.53692,89.9626,100,0.000240048,0.0060051,0.006288,0.000718441,0,0,3.94794,
1,2,1, 01/02 01,0,0,0.292356,0,0.0728099,0.133549,0,1.35815,0.406101,0.157374,0,0.498715,2.42034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4923,1269.81,1106.78,8.44344,89.9626,100,0.000446742,0.0060051,0.006288,0.000518385,0,0,5.55184,
1,2,2, 01/02 02,0,0,0.292356,0,0.0728099,0,0,1.23878,0.39157,0.130004,0,0.365166,2.12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5695,1269.81,1106.78,8.43068,89.9626,100,0.000446067,0.0060051,0.006288,0.000175212,0,0,4.8271,
1,2,3, 01/02 03,0,0,0.292356,0,0.0728099,0,0,1.19145,0.378267,0.102635,0,0.365166,2.03752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1615,1269.81,1106.78,8.07648,89.9626,100,0.000427327,0.0060051,0.006288,0.000173941,0,0,4.50669,
1,2,4, 01/02 04,0,0,0.292356,0,0.0728099,0,0,1.18438,0.372516,0.11632,0,0.365166,2.03838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86281,1269.81,1106.78,5.75461,89.9626,100,0.000304476,0.0060051,0.006288,0.000305397,0,0,3.48668,
1,2,5, 01/02 05,0,0,0.292356,0,0.0728099,0,0,1.12854,0.36055,0.143689,0,0.365166,1.99795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47133,1269.81,1106.78,4.70149,89.9626,100,0.000248756,0.0060051,0.006288,0.000305397,0,0,3.17922,
1,2,6, 01/02 06,0,0,0.292356,0,0.0728099,0,0,1.22259,0.430002,0.212113,0,0.365166,2.22987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85023,1269.81,1106.78,5.73985,89.9626,100,0.000303695,0.0060051,0.006288,0.000305397,0,0,3.4768,
1,2,7, 01/02 07,0,0,0.292356,0,0.0728099,0,0,1.39369,0.50774,0.287378,0,0.365166,2.55397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6686,1269.81,1106.78,7.50866,89.9626,100,0.000397283,0.0060051,0.006288,0.000705071,0,0,4.90494,
1,2,8, 01/02 08,0,0,0.292356,0,0.0728099,0.301676,0,1.49912,0.586514,0.280536,0,0.666842,3.03301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60515,1269.81,1106.78,6.16084,89.9626,100,0.00032597,0.0060051,0.006288,0.000176325,-0.0339399,0,3.28432,
1,2,9, 01/02 09,0,0,0.292356,0,0.0728099,1.13157,0,1.3898,0.578003,0.23264,0,1.49674,3.69719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49882,1269.81,1106.78,5.20798,89.9626,100,0.000275554,0.0060051,0.006288,0,-0.803526,0,2.41543,
1,2,10, 01/02 10,0.0836632,0,0.304266,0,0,2.19737,0,1.30466,0.517952,0.198428,0,2.5853,4.60634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4775,1269.81,1106.78,5.20583,89.9626,100,0.00027544,0.0060051,0.006288,0,-0.852627,0,2.39868,
1,2,11, 01/02 11,0.114544,0,0.308577,0,0,2.2891,0,1.32012,1.26746,0.184743,0,2.71222,5.48455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47671,1269.81,1106.78,5.22056,89.9626,100,0.00027622,0.0060051,0.006288,0,-1.13928,0,2.39806,
1,2,12, 01/02 12,0.00761779,0,0.293435,0,0,1.5242,0,1.32012,1.75607,0.171058,0,1.82525,5.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47253,1269.81,1106.78,4.12507,89.9626,100,0.000218257,0.0060051,0.006288,0,-1.392,0,2.39477,
1,2,13, 01/02 13,0.0975271,0,0.306203,0,0,0.822835,0,1.32217,0.812513,0.143689,0,1.22657,3.50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46866,1269.81,1106.78,4.06489,89.9626,100,0.000215074,0.0060051,0.006288,0,-1.48072,0,2.39174,
1,2,14, 01/02 14,0.208435,0,0.322137,0,0,0.955748,0,1.35189,0.576864,0.143689,0,1.48632,3.55876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47764,1269.81,1106.78,4.09321,89.9626,100,0.000216572,0.0060051,0.006288,0,-0.735843,0,2.39879,
1,2,15, 01/02 15,0.24248,0,0.327262,0,0.0706523,1.01193,0,1.40086,0.597775,0.143689,0,1.65232,3.79465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48356,1269.81,1106.78,4.08768,89.9626,100,0.000216279,0.0060051,0.006288,0,-0.824209,0,2.40344,
1,2,16, 01/02 16,0.189571,0,0.319767,0,0.070281,0.597646,0,1.44256,0.967287,0.177901,0,1.17726,3.76501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7661,1269.81,1106.78,4.78592,89.9626,100,0.000253223,0.0060051,0.006288,0,-0.331427,0,2.62534,
1,2,17, 01/02 17,0.153155,0,0.314629,0,0.070824,0.455896,0,1.62943,3.28109,0.212113,0,0.994504,6.11714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33289,1269.81,1106.78,6.19968,89.9626,100,0.000328025,0.0060051,0.006288,0,-0.0215759,0,3.07049,
1,2,18, 01/02 18,0.214288,0,0.323731,0,0.0711964,0.479762,0,1.87574,1.60685,0.301063,0,1.08898,4.87263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82542,1269.81,1106.78,7.16031,89.9626,100,0.000378852,0.0060051,0.006288,0,0,0,3.45732,
1,2,19, 01/02 19,0.104085,0,0.307499,0,0.0705368,0.505753,0,2.04213,1.56872,0.574758,0,0.987874,5.17348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7605,1269.81,1106.78,8.51113,89.9626,100,0.000450324,0.0060051,0.006288,0.000284725,0,0,4.97713,
1,2,20, 01/02 20,0.019474,0,0.295168,0,0.0717129,0.341676,0,2.14768,1.33583,0.800555,0,0.728031,5.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2007,1269.81,1106.78,8.50474,89.9626,100,0.000449986,0.0060051,0.006288,0.00038495,0,0,5.32284,
1,2,21, 01/02 21,0.0580952,0,0.300823,0,0.0726063,0.70816,0,2.23908,3.62211,0.773183,0,1.13968,7.77406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3245,1269.81,1106.78,8.48575,89.9626,100,0.000448981,0.0060051,0.006288,0.000461274,0,0,5.42002,
1,2,22, 01/02 22,0.143724,0,0.313422,0,0.0721967,2.20961,0,2.22228,0.555957,0.656865,0,2.73895,6.17406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5875,1269.81,1106.78,8.50291,89.9626,100,0.000449889,0.0060051,0.006288,0.00092845,0,0,6.412,
1,2,23, 01/02 23,0.294421,0,0.335837,0,0.0712837,2.94346,0,1.97035,0.478148,0.431067,0,3.645,6.52457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.42,1269.81,1106.78,8.49235,89.9626,100,0.00044933,0.0060051,0.006288,0.00129511,0,0,7.0658,
1,2,24, 01/02 24,0.461241,0,0.361028,0,0.0696596,1.02612,0,1.68828,0.428298,0.266851,0,1.91805,4.30148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3355,1269.81,1106.78,8.49617,89.9626,100,0.000449532,0.0060051,0.006288,0.00200438,0,0,8.57027,
1,3,1, 01/03 01,0.678767,0,0.393127,0,0.0678345,0.292848,0,1.36184,0.410296,0.157374,0,1.43258,3.36209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2566,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.00315686,0,0,12.4352,
1,3,2, 01/03 02,0.778568,0,0.40767,0,0.0650167,0,0,1.25303,0.388385,0.130004,0,1.25126,3.02267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7558,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.00289045,0,0,11.2565,
1,3,3, 01/03 03,0.832905,0,0.415421,0,0.0637178,0,0,1.18786,0.376145,0.102635,0,1.31204,2.97868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0147,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.00147004,0,0,8.3183,
1,3,4, 01/03 04,0.882381,0,0.422864,0,0.063029,0,0,1.18448,0.367865,0.11632,0,1.36827,3.03693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3326,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.000826297,0,0,6.99717,
1,3,5, 01/03 05,1.04333,0,0.44854,0,0.0623747,0,0,1.12495,0.354003,0.143689,0,1.55425,3.17689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.834,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.000617401,0,0,6.60562,
1,3,6, 01/03 06,0.94167,0,0.433514,0,0.0602027,0.781519,0,1.219,0.364292,0.212113,0,2.21691,4.01231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6111,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.000899268,0,0,7.21596,
1,3,7, 01/03 07,0.729643,0,0.401085,0,0.0614304,0.616829,0,1.369,0.400363,0.287378,0,1.80899,3.86573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0811,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.00214869,0,0,9.94118,
1,3,8, 01/03 08,0.832557,0,0.416607,0,0.064109,2.4679,0,1.47074,0.535804,0.280536,0,3.78117,6.06825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5958,1269.81,1106.78,8.66731,89.9626,100,0.000458588,0.0060051,0.006288,0.000723813,0,0,7.20392,
1,3,9, 01/03 09,0.663882,0,0.390865,0,0.0627969,0.703555,0,1.38294,1.59697,0.23264,0,1.8211,5.03365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97556,1269.81,1106.78,4.46339,89.9626,100,0.000236158,0.0060051,0.006288,9.27e-05,-0.336039,0,2.78985,
1,3,10, 01/03 10,0.520292,0,0.368831,0,0.0647181,1.94795,0,1.32977,2.80526,0.198428,0,2.90179,7.23525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74068,1269.81,1106.78,4.39805,89.9626,100,0.000232701,0.0060051,0.006288,0,-0.886712,0,2.60538,
1,3,11, 01/03 11,0.292171,0,0.33459,0,0.0671893,2.75428,0,1.35231,8.16003,0.184743,0,3.44823,13.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75674,1269.81,1106.78,4.44371,89.9626,100,0.000235117,0.0060051,0.006288,0,-2.65727,0,2.61799,
1,3,12, 01/03 12,0.202035,0,0.321216,0,0,3.34468,0,1.33088,4.29286,0.171058,0,3.86793,9.66273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.707,1269.81,1106.78,4.34041,89.9626,100,0.000229651,0.0060051,0.006288,0,-3.63965,0,2.57892,
1,3,13, 01/03 13,0.113393,0,0.308356,0,0,2.84598,0,1.31879,6.24878,0.143689,0,3.26773,10.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73107,1269.81,1106.78,4.37915,89.9626,100,0.000231701,0.0060051,0.006288,0,-4.19178,0,2.59783,
1,3,14, 01/03 14,0,0,0.292356,0,0,2.8402,0,1.35906,5.47993,0.143689,0,3.13256,10.1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69318,1269.81,1106.78,4.31964,89.9626,100,0.000228552,0.0060051,0.006288,0,-5.92918,0,2.56807,
1,3,15, 01/03 15,0,0,0.292356,0,0,1.55974,0,1.42556,6.87667,0.143689,0,1.8521,10.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68832,1269.81,1106.78,4.32262,89.9626,100,0.00022871,0.0060051,0.006288,0,-5.11698,0,2.56425,
1,3,16, 01/03 16,0,0,0.292356,0,0,1.86505,0,1.49922,4.67975,0.177901,0,2.15741,8.51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70945,1269.81,1106.78,4.33844,89.9626,100,0.000229547,0.0060051,0.006288,0,-1.60323,0,2.58085,
1,3,17, 01/03 17,0,0,0.292356,0,0,1.57475,0,1.68241,5.10023,0.212113,0,1.86711,8.86186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37663,1269.81,1106.78,7.14458,89.9626,100,0.00037802,0.0060051,0.006288,0,-0.178576,0,3.89023,
1,3,18, 01/03 18,0,0,0.292356,0,0,0.777063,0,1.89695,4.20935,0.301063,0,1.06942,7.47678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7498,1269.81,1106.78,8.67195,89.9626,100,0.000458833,0.0060051,0.006288,0,0,0,6.53951,
1,3,19, 01/03 19,0,0,0.292356,0,0,1.26477,0,2.03865,5.90524,0.574758,0,1.55712,10.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8204,1269.81,1106.78,8.67195,89.9626,100,0.000458833,0.0060051,0.006288,0,0,0,7.38032,
1,3,20, 01/03 20,0,0,0.292356,0,0,1.70944,0,2.11929,3.34095,0.800555,0,2.00179,8.26259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6441,1269.81,1106.78,8.67195,89.9626,100,0.000458833,0.0060051,0.006288,0,0,0,6.45646,
