,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
3,5,13, 03/05 13,0,0,0.292356,0,0,0.906275,0,1.17657,0.60585,0.123162,0,1.19863,3.10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71367,1265.86,1088.44,1.98059,89.9626,100,0.000104793,0.0060051,0.006288,0,-5.95479,0,1.79878,
3,5,14, 03/05 14,0,0,0.292356,0,0,0.474349,0,1.20273,0.57825,0.123162,0,0.766706,2.67085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7744,1265.86,1088.44,2.04728,89.9626,100,0.000108321,0.0060051,0.006288,0,-2.93141,0,1.84648,
3,5,15, 03/05 15,0,0,0.292356,0,0,0.515097,0,1.24487,0.598584,0.123162,0,0.807453,2.77407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81572,1265.86,1088.44,2.18795,89.9626,100,0.000115765,0.0060051,0.006288,0,-2.76466,0,1.87893,
3,5,16, 03/05 16,0,0,0.292356,0,0,0.111993,0,1.2801,2.15824,0.152487,0,0.40435,3.99517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70268,1265.86,1088.44,2.00615,89.9626,100,0.000106146,0.0060051,0.006288,0,-3.26478,0,1.79014,
3,5,17, 03/05 17,0,0,0.292356,0,0,0.531417,0,1.44271,1.09225,0.181811,0,0.823773,3.54053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80732,1265.86,1088.44,2.34338,89.9626,100,0.000123988,0.0060051,0.006288,0,-3.07594,0,1.87233,
3,5,18, 03/05 18,0,0,0.292356,0,0,0.955537,0,1.65764,1.59573,0.258054,0,1.24789,4.75932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00231,1265.86,1088.44,2.69719,89.9626,100,0.000142708,0.0060051,0.006288,0,-0.434554,0,2.02547,
3,5,19, 03/05 19,0,0,0.292356,0,0,1.25187,0,1.8053,1.55773,0.492647,0,1.54423,5.39991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01085,1265.86,1088.44,2.7185,89.9626,100,0.000143836,0.0060051,0.006288,0,0,0,2.03218,
3,5,20, 03/05 20,0,0,0.292356,0,0,1.64569,0,1.90149,1.3316,0.686188,0,1.93805,5.85733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0135,1265.86,1088.44,2.7657,89.9626,100,0.000146333,0.0060051,0.006288,0,0,0,2.03426,
3,5,21, 03/05 21,0,0,0.292356,0,0,1.20791,0,1.98417,2.89921,0.662731,0,1.50027,7.04638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03932,1265.86,1088.44,2.82714,89.9626,100,0.000149584,0.0060051,0.006288,0,0,0,2.05454,
3,5,22, 03/05 22,0,0,0.292356,0,0.0728099,0.848308,0,1.97254,0.686446,0.563026,0,1.21347,4.43549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03952,1265.86,1088.44,2.8333,89.9626,100,0.00014991,0.0060051,0.006288,0,0,0,2.05469,
3,5,23, 03/05 23,0,0,0.292356,0,0.0728099,1.33679,0,1.75069,2.19504,0.369488,0,1.70196,6.01718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03952,1265.86,1088.44,2.8333,89.9626,100,0.00014991,0.0060051,0.006288,0,0,0,2.05469,
3,5,24, 03/05 24,0,0,0.292356,0,0.0728099,4.30419,0,1.49726,5.92706,0.22873,0,4.66936,12.3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04196,1265.86,1088.44,2.83706,89.9626,100,0.000150109,0.0060051,0.006288,0,0,0,2.05662,
3,6,1, 03/06 01,0,0,0.292356,0,0.0728099,1.05464,0,1.20146,0.400558,0.134892,0,1.4198,3.15672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10591,1265.86,1088.44,3.05394,89.9626,100,0.000161584,0.0060051,0.006288,0,0,0,2.10684,
3,6,2, 03/06 02,0,0,0.292356,0,0.0728099,0.138784,0,1.09236,0.386187,0.111432,0,0.50395,2.09393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10093,1265.86,1088.44,3.03508,89.9626,100,0.000160586,0.0060051,0.006288,0,0,0,2.10293,
3,6,3, 03/06 03,0.198457,0,0.321682,0,0.0728099,0,0,1.04952,0.372182,0.087973,0,0.592949,2.10263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0992,1265.86,1088.44,3.02512,89.9626,100,0.000160059,0.0060051,0.006288,0,0,0,2.10157,
3,6,4, 03/06 04,0.395491,0,0.351327,0,0.0706854,0,0,1.04277,0.366497,0.0997026,0,0.817504,2.32647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09838,1265.86,1088.44,3.0239,89.9626,100,0.000159994,0.0060051,0.006288,0,0,0,2.10093,
3,6,5, 03/06 05,0.671339,0,0.392934,0,0.0684923,0,0,0.994035,0.354429,0.123162,0,1.13277,2.60439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09796,1265.86,1088.44,3.02076,89.9626,100,0.000159828,0.0060051,0.006288,0,0,0,2.10059,
3,6,6, 03/06 06,0.692687,0,0.39615,0,0.0649086,0.209949,0,1.07483,0.422883,0.181811,0,1.36369,3.04321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10001,1265.86,1088.44,3.02639,89.9626,100,0.000160126,0.0060051,0.006288,0,0,0,2.10221,
3,6,7, 03/06 07,0.505536,0,0.367427,0,0.0646042,5.07146,0,1.22462,0.501615,0.246324,0,6.00903,7.98159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09956,1265.86,1088.44,3.02639,89.9626,100,0.000160126,0.0060051,0.006288,0,-0.319045,0,2.10185,
3,6,8, 03/06 08,0.304849,0,0.337087,0,0.0669719,1.38593,0,1.32037,0.708036,0.240459,0,2.09483,4.3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.801,1265.86,1088.44,2.51076,89.9626,100,0.000132844,0.0060051,0.006288,0,-2.52351,0,1.86737,
3,6,9, 03/06 09,0.146476,0,0.313501,0,0.0694029,2.06608,0,1.23121,1.85641,0.199405,0,2.59545,5.88248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55429,1265.86,1088.44,1.78773,89.9626,100,9.4589e-05,0.0060051,0.006288,0,-4.3974,0,1.6736,
3,6,10, 03/06 10,0.0756778,0,0.303049,0,0,2.67116,0,1.16033,2.44773,0.170081,0,3.04989,6.82803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56212,1265.86,1088.44,1.78332,89.9626,100,9.43555e-05,0.0060051,0.006288,0,-5.55569,0,1.67975,
3,6,11, 03/06 11,0.0112973,0,0.293937,0,0,2.3259,0,1.17255,2.03402,0.158351,0,2.63113,5.99605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5546,1265.86,1088.44,1.75567,89.9626,100,9.28927e-05,0.0060051,0.006288,0,-7.18369,0,1.67385,
3,6,12, 03/06 12,0,0,0.292356,0,0,1.89706,0,1.17255,1.3264,0.146622,0,2.18941,4.83498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53011,1265.86,1088.44,1.63716,89.9626,100,8.66222e-05,0.0060051,0.006288,0,-7.67771,0,1.65461,
3,6,13, 03/06 13,0,0,0.292356,0,0,0.716121,0,1.17657,7.16397,0.123162,0,1.00848,9.47218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52019,1265.86,1088.44,1.65113,89.9626,100,8.73611e-05,0.0060051,0.006288,0,-1.42716,0,1.64682,
3,6,14, 03/06 14,0,0,0.292356,0,0,0.506234,0,1.20273,0.574795,0.123162,0,0.79859,2.69928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54104,1265.86,1088.44,1.66264,89.9626,100,8.79703e-05,0.0060051,0.006288,0,-1.143,0,1.6632,
3,6,15, 03/06 15,0,0,0.292356,0,0,0.280538,0,1.24487,0.59496,0.123162,0,0.572894,2.53589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5548,1265.86,1088.44,1.76004,89.9626,100,9.31239e-05,0.0060051,0.006288,0,-3.95527,0,1.674,
3,6,16, 03/06 16,0,0,0.292356,0,0,0.479864,0,1.2801,0.703909,0.152487,0,0.77222,2.90871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51683,1265.86,1088.44,1.62977,89.9626,100,8.6231e-05,0.0060051,0.006288,0,-4.18029,0,1.64418,
3,6,17, 03/06 17,0,0,0.292356,0,0,0.512747,0,1.44271,1.24097,0.181811,0,0.805103,3.67059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55727,1265.86,1088.44,1.68825,89.9626,100,8.93251e-05,0.0060051,0.006288,0,-3.34354,0,1.67595,
3,6,18, 03/06 18,0,0,0.292356,0,0,0.513143,0,1.65764,2.41737,0.258054,0,0.805499,5.13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09829,1265.86,1088.44,3.03713,89.9626,100,0.000160694,0.0060051,0.006288,0,-0.475999,0,2.10085,
3,6,19, 03/06 19,0,0,0.292356,0,0,0.137325,0,1.8053,3.7385,0.492647,0,0.429681,6.46612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10078,1265.86,1088.44,3.04451,89.9626,100,0.000161085,0.0060051,0.006288,0,0,0,2.10281,
3,6,20, 03/06 20,0,0,0.292356,0,0,0.741322,0,1.90149,1.6438,0.686188,0,1.03368,5.26516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10071,1265.86,1088.44,3.04451,89.9626,100,0.000161085,0.0060051,0.006288,0,0,0,2.10275,
3,6,21, 03/06 21,0,0,0.292356,0,0.0728099,1.30607,0,1.98417,3.30712,0.662731,0,1.67124,7.62526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10066,1265.86,1088.44,3.03604,89.9626,100,0.000160637,0.0060051,0.006288,0,0,0,2.10272,
3,6,22, 03/06 22,0,0,0.292356,0,0.0728099,1.71409,0,1.97254,0.815727,0.563026,0,2.07925,5.43054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10144,1265.86,1088.44,3.04451,89.9626,100,0.000161085,0.0060051,0.006288,0,0,0,2.10333,
3,6,23, 03/06 23,0,0,0.292356,0,0.0728099,1.17897,0,1.75069,3.24717,0.369488,0,1.54413,6.91148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10079,1265.86,1088.44,3.04267,89.9626,100,0.000160988,0.0060051,0.006288,0,0,0,2.10281,
3,6,24, 03/06 24,0,0,0.292356,0,0.0728099,1.32271,0,1.49726,5.54958,0.22873,0,1.68788,8.96345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10257,1265.86,1088.44,3.04584,89.9626,100,0.000161155,0.0060051,0.006288,0,0,0,2.10422,
3,7,1, 03/07 01,0.00045519,0,0.292422,0,0.0728099,1.83898,0,1.20479,2.03883,0.134892,0,2.20467,5.58318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12712,1265.86,1088.44,3.10594,89.9626,100,0.000164335,0.0060051,0.006288,0,0,0,2.1235,
3,7,2, 03/07 02,0.528481,0,0.370503,0,0.0728052,0.645309,0,1.10561,0.388736,0.111432,0,1.6171,3.22287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12285,1265.86,1088.44,3.07949,89.9626,100,0.000162936,0.0060051,0.006288,0,0,0,2.12014,
3,7,3, 03/07 03,0.862217,0,0.421543,0,0.0665046,0,0,1.04593,0.375813,0.087973,0,1.35027,2.85998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12281,1265.86,1088.44,3.0783,89.9626,100,0.000162873,0.0060051,0.006288,0,0,0,2.12011,
3,7,4, 03/07 04,1.055,0,0.451295,0,0.062252,0,0,1.0425,0.367533,0.0997026,0,1.56854,3.07828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12276,1265.86,1088.44,3.0783,89.9626,100,0.000162873,0.0060051,0.006288,0,0,0,2.12007,
3,7,5, 03/07 05,1.2285,0,0.478631,0,0.0597855,0,0,0.99044,0.353671,0.123162,0,1.76692,3.23419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12183,1265.86,1088.44,3.07699,89.9626,100,0.000162804,0.0060051,0.006288,0,0,0,2.11934,
3,7,6, 03/07 06,1.20652,0,0.475829,0,0.0575244,1.98505,0,1.07123,0.363739,0.181811,0,3.72493,5.34171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12207,1265.86,1088.44,3.07699,89.9626,100,0.000162804,0.0060051,0.006288,0,0,0,2.11953,
3,7,7, 03/07 07,0.888054,0,0.425052,0,0.0577781,0,0,1.20119,0.399257,0.246324,0,1.37088,3.21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12278,1265.86,1088.44,3.0783,89.9626,100,0.000162873,0.0060051,0.006288,0,-0.161717,0,2.12009,
3,7,8, 03/07 08,0.601066,0,0.380102,0,0.0620483,0,0,1.29362,0.532817,0.240459,0,1.04322,3.11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70872,1265.86,1088.44,2.46434,89.9626,100,0.000130388,0.0060051,0.006288,0,-1.90926,0,1.79489,
3,7,9, 03/07 09,0.220088,0,0.323806,0,0,0.64891,0,1.22462,0.717907,0.199405,0,1.1928,3.33474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61562,1265.86,1088.44,2.08245,89.9626,100,0.000110182,0.0060051,0.006288,0,-6.38661,0,1.72177,
3,7,10, 03/07 10,0.0638385,0,0.30127,0,0,1.46027,0,1.18409,0.702604,0.170081,0,1.82537,3.88215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62635,1265.86,1088.44,2.07171,89.9626,100,0.000109614,0.0060051,0.006288,0,-6.88415,0,1.7302,
3,7,11, 03/07 11,0,0,0.292356,0,0,5.12671,0,1.20307,1.45993,0.158351,0,5.41907,8.24041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62191,1265.86,1088.44,2.0996,89.9626,100,0.00011109,0.0060051,0.006288,0,-6.58986,0,1.72671,
3,7,12, 03/07 12,0,0,0.292356,0,0,3.23468,0,1.18263,7.30052,0.146622,0,3.52704,12.1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62423,1265.86,1088.44,2.09356,89.9626,100,0.00011077,0.0060051,0.006288,0,-3.92151,0,1.72854,
3,7,13, 03/07 13,0,0,0.292356,0,0,1.30773,0,1.17314,1.13757,0.123162,0,1.60009,4.03396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59404,1265.86,1088.44,1.91378,89.9626,100,0.000101258,0.0060051,0.006288,0,-3.55907,0,1.70482,
3,7,14, 03/07 14,0,0,0.292356,0,0,2.59461,0,1.20922,2.16043,0.123162,0,2.88697,6.37978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61531,1265.86,1088.44,1.93834,89.9626,100,0.000102558,0.0060051,0.006288,0,-2.51721,0,1.72153,
3,7,15, 03/07 15,0,0,0.292356,0,0,2.26179,0,1.26831,2.25072,0.123162,0,2.55415,6.19634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62903,1265.86,1088.44,1.99276,89.9626,100,0.000105437,0.0060051,0.006288,0,-0.993531,0,1.7323,
3,7,16, 03/07 16,0,0,0.292356,0,0,0.0545288,0,1.33388,0.845337,0.152487,0,0.346885,2.67859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76238,1265.86,1088.44,2.25946,89.9626,100,0.000119548,0.0060051,0.006288,0,-1.06812,0,1.83703,
3,7,17, 03/07 17,0,0,0.292356,0,0,1.03975,0,1.49316,0.965247,0.181811,0,1.33211,3.97232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83448,1265.86,1088.44,2.38811,89.9626,100,0.000126355,0.0060051,0.006288,0,-1.1472,0,1.89366,
3,7,18, 03/07 18,0,0,0.292356,0,0,0.997548,0,1.67791,1.27917,0.258054,0,1.2899,4.50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12351,1265.86,1088.44,3.08069,89.9626,100,0.000162999,0.0060051,0.006288,0,-0.0809333,0,2.12066,
3,7,19, 03/07 19,0,0,0.292356,0,0,1.2197,0,1.80214,1.72335,0.492647,0,1.51206,5.53019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12441,1265.86,1088.44,3.08803,89.9626,100,0.000163388,0.0060051,0.006288,0,0,0,2.12137,
3,7,20, 03/07 20,0,0,0.292356,0,0,1.6497,0,1.87473,4.86117,0.686188,0,1.94205,9.36414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12435,1265.86,1088.44,3.08187,89.9626,100,0.000163062,0.0060051,0.006288,0,0,0,2.12132,
3,7,21, 03/07 21,0,0,0.292356,0,0,1.20054,0,1.9439,1.13829,0.662731,0,1.4929,5.23781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12447,1265.86,1088.44,3.08803,89.9626,100,0.000163388,0.0060051,0.006288,0,0,0,2.12142,
3,7,22, 03/07 22,0,0,0.292356,0,0,1.00703,0,1.92894,0.597058,0.563026,0,1.29939,4.38841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12456,1265.86,1088.44,3.08803,89.9626,100,0.000163388,0.0060051,0.006288,0,0,0,2.12149,
3,7,23, 03/07 23,0,0,0.292356,0,0,1.12748,0,1.72709,1.70893,0.369488,0,1.41983,5.22535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12456,1265.86,1088.44,3.08803,89.9626,100,0.000163388,0.0060051,0.006288,0,0,0,2.12148,
3,7,24, 03/07 24,0,0,0.292356,0,0,1.13573,0,1.47053,3.90846,0.22873,0,1.42809,7.03581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12873,1265.86,1088.44,3.10832,89.9626,100,0.000164461,0.0060051,0.006288,0,0,0,2.12476,
3,8,1, 03/08 01,0,0,0.292356,0,0,1.48983,0,1.20479,3.70322,0.134892,0,1.78219,6.82509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22347,1265.86,1088.44,3.3007,89.9626,100,0.00017464,0.0060051,0.006288,0,0,0,2.19916,
3,8,2, 03/08 02,0,0,0.292356,0,0,0.77134,0,1.10561,0.392065,0.111432,0,1.0637,2.6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22158,1265.86,1088.44,3.29474,89.9626,100,0.000174325,0.0060051,0.006288,0,0,0,2.19769,
3,8,3, 03/08 04,0.00113138,0,0.292517,0,0,0.125685,0,1.0425,0.665994,0.0997026,0,0.419333,2.22753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22074,1265.86,1088.44,3.29225,89.9626,100,0.000174193,0.0060051,0.006288,0,0,0,2.19703,
3,8,4, 03/08 05,0.158112,0,0.314929,0,0,0.560896,0,0.99044,0.355605,0.123162,0,1.03394,2.50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21807,1265.86,1088.44,3.28057,89.9626,100,0.000173575,0.0060051,0.006288,0,0,0,2.19493,
3,8,5, 03/08 06,0.169654,0,0.316649,0,0,0.46258,0,1.07123,0.364885,0.181811,0,0.948883,2.56681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21936,1265.86,1088.44,3.28491,89.9626,100,0.000173805,0.0060051,0.006288,0,0,0,2.19594,
3,8,6, 03/08 07,0.137164,0,0.311982,0,0,0,0,1.20119,0.400057,0.246324,0,0.449146,2.29672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21938,1265.86,1088.44,3.28491,89.9626,100,0.000173805,0.0060051,0.006288,0,0,0,2.19596,
3,8,7, 03/08 08,0.212743,0,0.322964,0,0.071388,0.25125,0,1.29362,0.533441,0.240459,0,0.858344,2.92586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22086,1265.86,1088.44,3.29474,89.9626,100,0.000174325,0.0060051,0.006288,0,-0.0212084,0,2.19712,
3,8,8, 03/08 09,0.292239,0,0.334454,0,0.0705925,0.852527,0,1.22462,1.44347,0.199405,0,1.54981,4.41731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04603,1265.86,1088.44,3.02446,89.9626,100,0.000160024,0.0060051,0.006288,0,-0.31838,0,2.05981,
3,8,9, 03/08 10,0.381521,0,0.347213,0,0,1.74823,0,1.18409,0.961365,0.170081,0,2.47696,4.7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84703,1265.86,1088.44,2.48944,89.9626,100,0.000131716,0.0060051,0.006288,0,-0.219026,0,1.90352,
3,8,10, 03/08 11,0.392353,0,0.34855,0,0,1.94457,0,1.20307,2.86897,0.158351,0,2.68547,6.91586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85548,1265.86,1088.44,2.43796,89.9626,100,0.000128992,0.0060051,0.006288,0,-0.749315,0,1.91015,
3,8,11, 03/08 12,0.427496,0,0.353354,0,0,1.58038,0,1.18263,0.744563,0.146622,0,2.36123,4.43504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85929,1265.86,1088.44,2.52928,89.9626,100,0.000133824,0.0060051,0.006288,0,-1.24248,0,1.91315,
3,8,12, 03/08 13,0.314682,0,0.337069,0,0,0.654421,0,1.17314,0.79902,0.123162,0,1.30617,3.4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86974,1265.86,1088.44,2.48594,89.9626,100,0.000131531,0.0060051,0.006288,0,-2.1772,0,1.92135,
3,8,13, 03/08 14,0.123493,0,0.309719,0,0,0.766151,0,1.20922,0.780233,0.123162,0,1.19936,3.31198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87844,1265.86,1088.44,2.48267,89.9626,100,0.000131358,0.0060051,0.006288,0,-3.74269,0,1.92819,
3,8,14, 03/08 15,0.000175298,0,0.292381,0,0,0.497927,0,1.26831,0.790297,0.123162,0,0.790483,2.97225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91076,1265.86,1088.44,2.52536,89.9626,100,0.000133617,0.0060051,0.006288,0,-5.87319,0,1.95357,
3,8,15, 03/08 16,0,0,0.292356,0,0,0.533172,0,1.33388,0.842826,0.152487,0,0.825528,3.15472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89987,1265.86,1088.44,2.59035,89.9626,100,0.000137055,0.0060051,0.006288,0,-3.21242,0,1.94502,
3,8,16, 03/08 17,0,0,0.292356,0,0,0.00989341,0,1.49316,1.48027,0.181811,0,0.30225,3.45749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92044,1265.86,1088.44,2.62089,89.9626,100,0.000138671,0.0060051,0.006288,0,-5.52548,0,1.96117,
