"E+ Electric Use (kWh) - BEMCmpMgr 2025.3.0-RC (1083)",1
"Wed 23-Sep-26  01:48:05 pm"
"EplusElecUse",Hour
"EplusTotalKWH"
68.3499
48.5354
47.1139
47.6978
48.6152
66.4361
62.4384
83.6532
116.028
118.202
125.272
146.078
123.633
95.1388
98.8764
91.9775
109.559
121.135
132.818
103.884
97.9512
85.4597
67.9879
74.9867
49.1763
48.4133
47.1534
47.9995
48.034
61.5717
77.1562
104.561
114.097
122.686
141.366
107.561
108.932
103.6
96.8588
105.193
117.977
115.777
126.541
125.165
132.133
105.71
92.1186
63.4689
68.4325
49.4403
48.6497
49.1654
58.7455
65.3047
56.3321
84.351
95.8695
127.662
144.799
129.848
130.954
122.133
124.773
112.041
102.412
125.864
149.656
108.501
99.5773
105.133
85.3239
66.3029
51.0699
49.1769
49.867
64.6909
57.1269
50.879
69.0173
73.8959
92.0798
121.276
124.564
115.773
131.038
119.561
120.797
109.359
115.292
106.885
121.543
102.327
93.6134
84.3119
64.3076
57.61
65.3305
48.1926
48.569
49.3294
49.5528
57.0301
90.8591
100.741
110.547
125.641
140.827
132.172
141.56
97.1298
113.054
118.365
127.976
124.541
113.724
122.395
116.435
87.6051
81.4228
60.517
68.8771
45.7162
44.554
44.8573
43.5742
50.4457
73.6658
96.7979
118.618
124.19
136.307
134.549
132.637
99.5098
116.707
122.945
122.717
123.705
119.655
129.13
127.608
93.9762
88.5611
65.398
61.0256
45.3677
56.9553
46.5259
44.2318
47.0295
77.0103
90.2917
101.679
107.62
117.363
115.357
107.227
91.248
112.531
117.935
104.745
121.662
119.036
123.051
117.258
82.4554
77.2005
52.632
48.5751
45.6198
58.7022
46.4047
46.0523
45.6705
75.1697
97.2098
121.175
121.282
120.739
127.465
111.424
88.2347
105.001
95.7828
119.008
105.967
117.041
125.908
124.87
88.3937
62.739
70.6497
55.8748
46.464
44.6206
44.5917
44.2342
59.5951
72.9234
108.395
122.204
137.634
126.063
121.248
129.273
87.7685
106.001
109.856
110.002
122.275
125.262
125.461
129.307
94.1739
90.6941
82.0515
51.8063
47.8154
46.7984
48.2313
66.7886
48.4106
56.2234
85.7544
95.5724
133.75
133.905
144.465
154.764
125.265
131.491
123.455
132.255
134.489
138.061
117.487
106.081
94.7775
80.8676
65.9369
49.2294
45.7374
44.3433
59.3365
53.0731
46.665
48.0383
69.3293
73.6205
97.6012
107.549
113.703
124.995
105.574
116.9
101.978
94.1311
108.969
114.812
104.296
83.0045
90.0275
76.2771
60.8393
49.2957
45.8102
44.609
46.3348
58.5135
47.7029
77.6066
107.3
108.462
123.641
133.821
127.973
131.973
110.648
125.663
110.367
131.961
136.427
138.761
131.514
128.58
101.654
88.5906
72.6322
58.0184
63.1433
44.8215
45.1204
44.4987
54.7314
77.8143
100.344
108.616
130.775
138.867
124.425
120.761
133.577
129.034
116.463
139.456
123.474
132.133
138.958
123.989
94.9265
95.2755
66.8731
70.6707
51.5232
50.3408
50.4452
48.7926
62.994
81.0447
98.0039
100.096
137.465
137.296
138.914
131.635
135.29
137.365
132.587
152.595
149.328
141.949
136.322
125.639
106.408
96.344
62.9867
70.5791
50.3504
49.8862
50.6671
49.7346
63.1125
72.7814
85.2081
112.173
130.571
140.011
129.768
140.36
138.181
144.585
139.354
154.722
135.625
146.125
138.396
135.367
87.303
86.177
63.822
67.7519
50.9067
50.0436
53.9422
49.0865
62.1006
70.5472
103.846
107.512
129.796
138.82
133.427
146.93
132.607
129.105
140.753
151.426
136.755
147.686
147.113
132.896
101.735
86.9641
70.5516
54.6326
56.28
58.8487
51.0026
54.8123
50.8223
70.9757
71.6793
102.356
145.96
159.752
166.345
174.727
157.661
163.492
158.191
159.046
158.691
157.737
143.959
132.742
109.096
81.4372
65.0981
68.9763
51.8491
51.9862
52.6576
55.5414
51.1849
72.3756
88.2651
104.197
125.553
141.585
127.602
131.404
149.013
135.841
139.918
136.904
129.544
123.758
100.988
95.0337
95.4087
81.8572
66.2708
58.5209
51.6128
49.7609
49.5004
62.7192
49.4228
70.3997
80.4568
116.595
124.406
122.183
145.079
146.635
131.717
103.368
125.813
132.949
133.3
126.945
105.68
102.959
87.3768
68.5239
75.8283
51.637
50.1134
48.7223
49.7923
48.8595
67.7547
78.2469
102.535
110.494
130.522
137.039
136.045
151.929
119.386
133.923
137.222
139.122
145.154
133.21
136.056
129.813
102.149
80.4222
81.6446
53.0074
50.0997
47.7102
48.4053
47.0783
62.9846
77.5346
85.4009
101.918
118.202
134.182
127.304
138.506
128.677
127.758
128.12
139.473
120.736
134.223
133.261
107.062
99.1197
94.1324
72.8844
49.738
52.4432
48.9366
48.394
57.2359
52.3465
85.0949
105.564
110.002
128.057
137.215
124.987
116.625
127.819
109.828
124.072
119.263
128.599
123.847
132.758
114.766
88.2411
95.5868
64.4947
57.2723
49.6121
57.312
44.36
44.8775
46.6359
93.6416
106.156
123.837
126.926
127.36
132.39
160.109
111.954
130.809
128.936
128.868
140.1
153.107
132.785
139.334
87.2867
89.3064
62.0309
64.5889
49.3538
48.37
46.0959
49.5869
47.324
67.8771
61.2549
96.64
127.045
145.283
159.564
137.253
138.97
145.752
137.502
137.529
136.977
130.253
125.667
96.1597
100.322
85.4518
71.3114
64.9411
51.634
44.4963
49.0725
53.7129
58.4079
54.883
67.6031
74.7158
101.237
147.468
117.955
113.873
118.18
124.19
113.397
107.997
113.035
123.137
111.987
86.8519
100.179
82.927
69.2075
53.0867
49.9443
48.3271
50.3633
58.3273
47.0078
92.1364
95.6434
124.989
126.548
128.976
131.15
140.624
125.291
131.03
119.9
142.912
139.433
130.972
143.253
133.592
92.3245
84.0884
65.4837
51.5929
50.5994
48.1891
46.1041
53.1052
53.2719
77.6579
95.2615
103.254
144.346
143.031
117.499
140.47
130.054
121.161
135.981
149.002
124.107
132.415
136.314
130.231
104.435
94.5518
65.7391
68.4358
50.4838
48.7837
44.4227
43.5769
52.3708
76.6582
86.4797
118.16
136.687
140.814
120.357
142.113
126.811
118.911
133.408
142.821
123.01
133.567
130.634
