"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:25:17 pm","Zone1 HVACSys",26.8823,27.2473,"Zone2 HVACSys",42.6746,43.3618

