,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
4,3,7, 04/03 08,0,0,0.240981,0,0,0.659039,0,1.28293,0.587631,0.219243,0,0.90002,2.98983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17315,1141.66,1027.6,1.26511,89.9626,100,6.69369e-05,0.0060051,0.006288,0,-1.18824,0,1.37426,
4,3,8, 04/03 09,0,0,0.240981,0,0,1.84912,0,1.20805,1.65198,0.181811,0,2.0901,5.13194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91172,1141.66,1027.6,0.0981224,89.9626,100,5.19166e-06,0.0060051,0.006288,0,-3.43358,0,0.38355,
4,3,9, 04/03 10,0,0,0.240981,0,0,2.09087,0,1.14891,6.22533,0.155074,0,2.33186,9.86117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85077,1141.66,1027.6,0.061819,89.9626,100,3.27084e-06,0.0060051,0.006288,0,-6.02783,0,0.335684,
4,3,10, 04/03 11,0,0,0.240981,0,0,1.37103,0,1.16092,2.52949,0.144379,0,1.61202,5.44681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80178,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-8.00974,0,0.297205,
4,3,11, 04/03 12,0,0,0.240981,0,0,1.04228,0,1.16092,1.07908,0.133684,0,1.28327,3.65696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80777,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.3692,0,0.30191,
4,3,12, 04/03 13,0,0,0.240981,0,0,1.35679,0,1.16752,5.09146,0.112295,0,1.59777,7.96905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80999,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-11.2844,0,0.303656,
4,3,13, 04/03 14,0,0,0.240981,0,0,0.95099,0,1.192,1.74093,0.112295,0,1.19197,4.2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80762,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.8883,0,0.301793,
4,3,14, 04/03 15,0,0,0.240981,0,0,0.546577,0,1.23094,1.75653,0.112295,0,0.787558,3.88732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80604,1141.66,1027.6,0.0474393,89.9626,100,2.51001e-06,0.0060051,0.006288,0,-10.0497,0,0.300555,
4,3,15, 04/03 16,0,0,0.240981,0,0,0.0255456,0,1.26349,0.688197,0.139032,0,0.266527,2.35724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8112,1141.66,1027.6,0.0499277,89.9626,100,2.64168e-06,0.0060051,0.006288,0,-8.9314,0,0.304605,
4,3,16, 04/03 17,0,0,0.240981,0,0,0.285082,0,1.41519,1.01752,0.165769,0,0.526064,3.12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85008,1141.66,1027.6,0.057192,89.9626,100,3.02603e-06,0.0060051,0.006288,0,-6.58362,0,0.335144,
4,3,17, 04/03 18,0,0,0.240981,0,0,1.10689,0,1.61585,1.57834,0.235285,0,1.34787,4.77735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91859,1141.66,1027.6,0.0885556,89.9626,100,4.68548e-06,0.0060051,0.006288,0,-3.59277,0,0.38895,
4,3,18, 04/03 19,0,0,0.240981,0,0,1.15936,0,1.75535,2.77184,0.449181,0,1.40034,6.37672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25741,1141.66,1027.6,1.18713,89.9626,100,6.28111e-05,0.0060051,0.006288,0,-0.773318,0,1.44044,
4,3,19, 04/03 20,0,0,0.240981,0,0,0.991981,0,1.84855,3.38713,0.625643,0,1.23296,7.09428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50278,1141.66,1027.6,1.67998,89.9626,100,8.88877e-05,0.0060051,0.006288,0,0,0,1.63315,
4,3,20, 04/03 21,0,0,0.240981,0,0,0.494036,0,1.92819,3.70666,0.604254,0,0.735017,6.97412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50287,1141.66,1027.6,1.67942,89.9626,100,8.8858e-05,0.0060051,0.006288,0,0,0,1.63322,
4,3,21, 04/03 22,0,0,0.240981,0,0,1.00245,0,1.91953,2.48127,0.513348,0,1.24343,6.15759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50354,1141.66,1027.6,1.68732,89.9626,100,8.9276e-05,0.0060051,0.006288,0,0,0,1.63374,
4,3,22, 04/03 23,0,0,0.240981,0,0,1.0759,0,1.70763,0.509123,0.336886,0,1.31689,3.87053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50396,1141.66,1027.6,1.68732,89.9626,100,8.9276e-05,0.0060051,0.006288,0,0,0,1.63407,
4,3,23, 04/03 24,0,0,0.240981,0,0,1.35951,0,1.4634,0.468898,0.208548,0,1.60049,3.74134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50972,1141.66,1027.6,1.70847,89.9626,100,9.0395e-05,0.0060051,0.006288,0,0,0,1.6386,
4,3,24, 04/04 01,0,0,0.240981,0,0,1.81704,0,1.17942,0.44385,0.12299,0,2.05802,3.80428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50657,1141.66,1027.6,1.69543,89.9626,100,8.97055e-05,0.0060051,0.006288,0,0,0,1.63613,
4,4,1, 04/04 02,0,0,0.240981,0,0,0.745908,0,1.08188,0.419873,0.1016,0,0.986889,2.59024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69308,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78261,
4,4,2, 04/04 03,0,0,0.240981,0,0,0,0,1.02278,0.837321,0.0802105,0,0.240981,2.18129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69296,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78251,
4,4,3, 04/04 04,0,0,0.240981,0,0,0,0,1.01954,0.694243,0.0909053,0,0.240981,2.04567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69347,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78291,
4,4,4, 04/04 05,0,0,0.240981,0,0,0,0,0.96988,0.388509,0.112295,0,0.240981,1.71167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69277,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78236,
4,4,5, 04/04 06,0,0,0.240981,0,0,0.182044,0,1.0446,0.396809,0.165769,0,0.423025,2.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69276,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78236,
4,4,6, 04/04 07,0,0,0.240981,0,0,0.473075,0,1.16434,0.432871,0.22459,0,0.714056,2.53585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69284,1141.66,1027.6,2.07963,89.9626,100,0.000110033,0.0060051,0.006288,0,0,0,1.78242,
4,4,7, 04/04 08,0,0,0.240981,0,0,0.398527,0,1.2551,0.543107,0.219243,0,0.639508,2.65696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6045,1141.66,1027.6,1.9687,89.9626,100,0.000104164,0.0060051,0.006288,0,-0.571447,0,1.71304,
4,4,8, 04/04 09,0,0,0.240981,0,0,0.541543,0,1.20087,0.691137,0.181811,0,0.782524,2.85634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11933,1141.66,1027.6,1.1074,89.9626,100,5.85928e-05,0.0060051,0.006288,0,-2.08194,0,1.33199,
4,4,9, 04/04 10,0,0,0.240981,0,0,0.625942,0,1.17241,0.940657,0.155074,0,0.866923,3.13506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62181,1141.66,1027.6,0.294357,89.9626,100,1.55744e-05,0.0060051,0.006288,0,-5.09773,0,0.941246,
4,4,10, 04/04 11,0,0,0.240981,0,0,0.978538,0,1.19121,2.84846,0.144379,0,1.21952,5.40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27283,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-7.00897,0,0.667161,
4,4,11, 04/04 12,0,0,0.240981,0,0,1.41198,0,1.17125,0.975538,0.133684,0,1.65297,3.93344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26064,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-9.18728,0,0.657591,
4,4,12, 04/04 13,0,0,0.240981,0,0,1.68918,0,1.16429,3.11693,0.112295,0,1.93016,6.32367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23699,1141.66,1027.6,0.0911183,89.9626,100,4.82107e-06,0.0060051,0.006288,0,-10.5785,0,0.639012,
4,4,13, 04/04 14,0,0,0.240981,0,0,0.679575,0,1.19949,2.58045,0.112295,0,0.920557,4.81279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24072,1141.66,1027.6,0.0911183,89.9626,100,4.82107e-06,0.0060051,0.006288,0,-11.3293,0,0.641941,
4,4,14, 04/04 15,0,0,0.240981,0,0,0.547731,0,1.25523,4.52854,0.112295,0,0.788713,6.68478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22426,1141.66,1027.6,0.0901065,89.9626,100,4.76754e-06,0.0060051,0.006288,0,-10.6445,0,0.62902,
4,4,15, 04/04 16,0,0,0.240981,0,0,0.825897,0,1.31846,2.37194,0.139032,0,1.06688,4.8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22549,1141.66,1027.6,0.0935007,89.9626,100,4.94712e-06,0.0060051,0.006288,0,-9.04963,0,0.629984,
4,4,16, 04/04 17,0,0,0.240981,0,0,1.0242,0,1.46661,0.910175,0.165769,0,1.26518,3.80774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23384,1141.66,1027.6,0.0924889,89.9626,100,4.89359e-06,0.0060051,0.006288,0,-6.56736,0,0.636544,
4,4,17, 04/04 18,0,0,0.240981,0,0,0.606759,0,1.6362,1.30015,0.235285,0,0.84774,4.01937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32399,1141.66,1027.6,0.142638,89.9626,100,7.54699e-06,0.0060051,0.006288,0,-3.63015,0,0.707344,
4,4,18, 04/04 19,0,0,0.240981,0,0,0.580806,0,1.75141,2.84161,0.449181,0,0.821787,5.86399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72252,1141.66,1027.6,2.13749,89.9626,100,0.000113095,0.0060051,0.006288,0,-0.719089,0,1.80573,
4,4,19, 04/04 20,0,0,0.240981,0,0,0.8196,0,1.82072,3.19859,0.625643,0,1.06058,6.70553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75001,1141.66,1027.6,2.20775,89.9626,100,0.000116812,0.0060051,0.006288,0,0,0,1.82732,
4,4,20, 04/04 21,0,0,0.240981,0,0,1.74971,0,1.88679,3.71896,0.604254,0,1.99069,8.2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74991,1141.66,1027.6,2.20775,89.9626,100,0.000116812,0.0060051,0.006288,0,0,0,1.82724,
4,4,21, 04/04 22,0,0,0.240981,0,0,0.724929,0,1.87458,5.70631,0.513348,0,0.96591,9.06015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75012,1141.66,1027.6,2.21797,89.9626,100,0.000117353,0.0060051,0.006288,0,0,0,1.8274,
4,4,22, 04/04 23,0,0,0.240981,0,0,1.1414,0,1.68373,0.780556,0.336886,0,1.38238,4.18356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74957,1141.66,1027.6,2.21797,89.9626,100,0.000117353,0.0060051,0.006288,0,0,0,1.82697,
4,4,23, 04/04 24,0,0,0.240981,0,0,1.46702,0,1.43535,0.464929,0.208548,0,1.70801,3.81683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75623,1141.66,1027.6,2.24983,89.9626,100,0.000119039,0.0060051,0.006288,0,0,0,1.83221,
4,4,24, 04/05 01,0,0,0.240981,0,0,0.773957,0,1.17942,0.434779,0.12299,0,1.01494,2.75213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75239,1141.66,1027.6,2.23409,89.9626,100,0.000118206,0.0060051,0.006288,0,0,0,1.82919,
4,5,1, 04/05 02,0,0,0.240981,0,0,0.442858,0,1.08188,0.412199,0.1016,0,0.683839,2.27951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65467,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,2, 04/05 03,0,0,0.240981,0,0,0.525413,0,1.02278,0.400824,0.0802105,0,0.766395,2.27021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65462,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.7524,
4,5,3, 04/05 04,0,0,0.240981,0,0,0.468835,0,1.01954,0.392028,0.0909053,0,0.709817,2.21229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65459,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75238,
4,5,4, 04/05 05,0,0,0.240981,0,0,0.144853,0,0.96988,0.381463,0.112295,0,0.385835,1.84947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6519,1141.66,1027.6,2.04578,89.9626,100,0.000108242,0.0060051,0.006288,0,0,0,1.75026,
4,5,5, 04/05 06,0,0,0.240981,0,0,0,0,1.0446,0.390023,0.165769,0,0.240981,1.84137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65193,1141.66,1027.6,2.04578,89.9626,100,0.000108242,0.0060051,0.006288,0,0,0,1.75029,
4,5,6, 04/05 07,0,0,0.240981,0,0,0,0,1.16434,0.425502,0.22459,0,0.240981,2.05541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65467,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,7, 04/05 08,0,0,0.240981,0,0,0,0,1.2551,0.537452,0.219243,0,0.240981,2.25277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63529,1141.66,1027.6,2.0214,89.9626,100,0.000106952,0.0060051,0.006288,0,-0.552923,0,1.73722,
4,5,8, 04/05 09,0,0,0.240981,0,0,0.868112,0,1.20087,1.67188,0.181811,0,1.10909,4.16366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21171,1141.66,1027.6,1.37416,89.9626,100,7.27067e-05,0.0060051,0.006288,0,-1.60774,0,1.40454,
4,5,9, 04/05 10,0,0,0.240981,0,0,1.77013,0,1.17241,3.30213,0.155074,0,2.01111,6.64073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97582,1141.66,1027.6,0.744395,89.9626,100,3.93859e-05,0.0060051,0.006288,0,-2.38297,0,1.21928,
4,5,10, 04/05 11,0,0,0.240981,0,0,2.59862,0,1.19121,4.5409,0.144379,0,2.8396,8.71609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84815,1141.66,1027.6,0.41483,89.9626,100,2.19486e-05,0.0060051,0.006288,0,-5.71201,0,1.11901,
4,5,11, 04/05 12,0,0,0.240981,0,0,1.625,0,1.17125,2.67507,0.133684,0,1.86599,5.84599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85621,1141.66,1027.6,0.433678,89.9626,100,2.29459e-05,0.0060051,0.006288,0,-9.25824,0,1.12534,
4,5,12, 04/05 13,0,0,0.240981,0,0,0.526099,0,1.16429,2.75777,0.112295,0,0.76708,4.80143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83879,1141.66,1027.6,0.374731,89.9626,100,1.9827e-05,0.0060051,0.006288,0,-10.0527,0,1.11166,
4,5,13, 04/05 14,0,0,0.240981,0,0,1.10549,0,1.19949,1.25512,0.112295,0,1.34648,3.91338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84617,1141.66,1027.6,0.374907,89.9626,100,1.98363e-05,0.0060051,0.006288,0,-10.4561,0,1.11745,
4,5,14, 04/05 15,0,0,0.240981,0,0,1.0051,0,1.25523,0.760646,0.112295,0,1.24609,3.37426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85249,1141.66,1027.6,0.446934,89.9626,100,2.36473e-05,0.0060051,0.006288,0,-10.153,0,1.12242,
4,5,15, 04/05 16,0,0,0.240981,0,0,1.04656,0,1.31846,0.799409,0.139032,0,1.28754,3.54444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83551,1141.66,1027.6,0.498957,89.9626,100,2.63998e-05,0.0060051,0.006288,0,-8.24068,0,1.10908,
4,5,16, 04/05 17,0,0,0.240981,0,0,0.535437,0,1.46661,0.906844,0.165769,0,0.776418,3.31565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85243,1141.66,1027.6,0.455242,89.9626,100,2.40869e-05,0.0060051,0.006288,0,-5.98256,0,1.12237,
4,5,17, 04/05 18,0,0,0.240981,0,0,0.355445,0,1.6362,1.16901,0.235285,0,0.596426,3.63691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90209,1141.66,1027.6,0.578703,89.9626,100,3.06192e-05,0.0060051,0.006288,0,-3.33856,0,1.16137,
4,5,18, 04/05 19,0,0,0.240981,0,0,0.482211,0,1.75141,1.15261,0.449181,0,0.723192,4.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65458,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,-0.729485,0,1.75237,
4,5,19, 04/05 20,0,0,0.240981,0,0,0.534033,0,1.82072,0.863319,0.625643,0,0.775014,4.08469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65458,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75237,
4,5,20, 04/05 21,0,0,0.240981,0,0,0.729895,0,1.88679,0.65417,0.604254,0,0.970877,4.11609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65451,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75232,
4,5,21, 04/05 22,0,0,0.240981,0,0,1.30124,0,1.87458,0.54476,0.513348,0,1.54222,4.47491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65468,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75244,
4,5,22, 04/05 23,0,0,0.240981,0,0,0.696613,0,1.68373,0.4845,0.336886,0,0.937595,3.44271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65482,1141.66,1027.6,2.05193,89.9626,100,0.000108568,0.0060051,0.006288,0,0,0,1.75256,
4,5,23, 04/05 24,0,0,0.240981,0,0,0.2518,0,1.43535,0.464841,0.208548,0,0.492781,2.60152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66022,1141.66,1027.6,2.0839,89.9626,100,0.000110259,0.0060051,0.006288,0,0,0,1.7568,
4,5,24, 04/06 01,0,0,0.240981,0,0,0.0867385,0,1.17587,0.423472,0.12299,0,0.32772,2.05006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65755,1141.66,1027.6,2.06789,89.9626,100,0.000109412,0.0060051,0.006288,0,0,0,1.75471,
4,6,1, 04/06 02,0,0,0.240981,0,0,0.304946,0,1.06761,0.40847,0.1016,0,0.545927,2.1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54597,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66707,
4,6,2, 04/06 03,0,0,0.240981,0,0,0.622338,0,1.02562,0.396234,0.0802105,0,0.863319,2.36538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54594,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66705,
4,6,3, 04/06 04,0,0,0.240981,0,0,0.572373,0,1.01883,0.390441,0.0909053,0,0.813354,2.31353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54594,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66705,
4,6,4, 04/06 05,0,0,0.240981,0,0,0,0,0.972719,0.381396,0.112295,0,0.240981,1.70739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54543,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66664,
4,6,5, 04/06 06,0,0,0.240981,0,0,0.0469867,0,1.04744,0.444836,0.165769,0,0.287968,1.94601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54586,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,0,0,1.66698,
4,6,6, 04/06 07,0,0,0.240981,0,0,0.986089,0,1.18863,0.511226,0.22459,0,1.22707,3.15152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54603,1141.66,1027.6,1.80758,89.9626,100,9.56389e-05,0.0060051,0.006288,0,-0.0147807,0,1.66712,
4,6,7, 04/06 08,0,0,0.240981,0,0,0.678436,0,1.28293,0.833581,0.219243,0,0.919417,3.25517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51443,1141.66,1027.6,1.76459,89.9626,100,9.33645e-05,0.0060051,0.006288,0,-1.29523,0,1.6423,
4,6,8, 04/06 09,0,0,0.240981,0,0,1.024,0,1.20805,3.21949,0.181811,0,1.26498,5.87434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98527,1141.66,1027.6,1.0122,89.9626,100,5.35554e-05,0.0060051,0.006288,0,-3.83754,0,1.2267,
4,6,9, 04/06 10,0,0,0.240981,0,0,1.17183,0,1.14891,5.02346,0.155074,0,1.41282,7.74026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90078,1141.66,1027.6,0.86559,89.9626,100,4.57984e-05,0.0060051,0.006288,0,-5.6157,0,1.16035,
4,6,10, 04/06 11,0,0,0.240981,0,0,0.525989,0,1.16092,5.38732,0.144379,0,0.76697,7.45959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90156,1141.66,1027.6,0.763962,89.9626,100,4.04212e-05,0.0060051,0.006288,0,-7.91595,0,1.16096,
4,6,11, 04/06 12,0,0,0.240981,0,0,1.05599,0,1.16092,2.90222,0.133684,0,1.29697,5.4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90383,1141.66,1027.6,0.751219,89.9626,100,3.9747e-05,0.0060051,0.006288,0,-9.05616,0,1.16274,
