,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
2,20,3, 02/20 03,3.78825,0.492204,6.27646,0,0.05715,0,1.94125,5.87711,2.05188,0.0476204,0,12.5553,20.5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81224,627.347,900.663,4.89346,89.9626,100,0.000258913,0.0054633,0.006288,0,0,0,2.69746,
2,20,4, 02/20 04,3.87415,0.490271,6.2783,0,0.0577296,0,1.94125,5.87711,2.05188,0.0476204,0,12.6417,20.6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76633,627.347,900.663,4.84034,89.9626,100,0.000256102,0.0054633,0.006288,0,0,0,2.66231,
2,20,5, 02/20 05,4.01397,0.485345,6.27734,0,0.0573805,0,1.94651,5.87711,2.05188,0.0476204,0,12.7805,20.7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76468,627.347,900.663,4.84271,89.9626,100,0.000256228,0.0054633,0.006288,0,0,0,2.66106,
2,20,6, 02/20 06,4.15138,0.48389,6.27726,0,0.0573306,0,1.95701,5.87711,2.05188,0.0476204,0,12.9269,20.9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80406,627.347,900.663,4.89929,89.9626,100,0.000259221,0.0054633,0.006288,0,0,0,2.6912,
2,20,7, 02/20 07,18.2456,0.493149,8.84268,0,0.204451,0,2.68507,7.50559,2.05188,0.045998,0.150073,30.4709,40.2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80493,627.347,900.663,4.9183,89.9626,100,0.000260227,0.0054633,0.006288,0,0,0,2.69186,
2,20,8, 02/20 08,11.0997,0.548462,7.77954,0,0.0890878,0,5.92621,24.0762,2.05188,0.214391,0.150073,25.443,51.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60418,627.347,900.663,4.62203,89.9626,100,0.000244551,0.0054633,0.006288,0,-1.40657,0,2.53821,
2,20,9, 02/20 09,2.07415,0.570714,7.795,0,0.0744564,0,10.255,43.763,2.05188,0.335051,0.150073,20.7693,67.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97385,627.347,900.663,3.76529,89.9626,100,0.000199221,0.0054633,0.006288,0,-7.56731,0,2.05574,
2,20,10, 02/20 10,0.0271872,0.57906,7.84217,0,0.126073,0,10.4547,134.476,2.05188,0.362971,0.150073,19.0292,156.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94722,627.347,900.663,2.94614,89.9626,100,0.00015588,0.0054633,0.006288,0,-6.1034,0,2.03536,
2,20,11, 02/20 11,0.00838377,0.753317,8.26667,0,0.210339,0,10.1668,136.105,2.05188,0.362971,0.150073,19.4056,158.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94252,627.347,900.663,2.99151,89.9626,100,0.000158281,0.0054633,0.006288,0,-9.97469,0,2.03176,
2,20,12, 02/20 12,0.0122691,0.690172,7.48524,0,0.208544,0,10.2058,75.6651,2.05188,0.362971,0.150073,18.602,96.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94855,627.347,900.663,2.95981,89.9626,100,0.000156603,0.0054633,0.006288,0,-7.35527,0,2.03638,
2,20,13, 02/20 13,0.0215853,1.50709,7.49554,0,0.207386,0,8.42032,75.7355,2.05188,0.30713,0.150073,17.6519,95.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93968,627.347,900.663,2.93047,89.9626,100,0.000155051,0.0054633,0.006288,0,-13.8486,0,2.02958,
2,20,14, 02/20 14,0.00105367,1.51454,7.98946,0,0.213793,0,8.61964,132.918,2.05188,0.30713,0.150073,18.3385,153.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96427,627.347,900.663,2.94566,89.9626,100,0.000155855,0.0054633,0.006288,0,-20.7424,0,2.04841,
2,20,15, 02/20 15,0.000301036,1.42684,8.3829,0,0.225114,0,8.72302,136.175,2.05188,0.30713,0.150073,18.7582,157.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96871,627.347,900.663,2.882,89.9626,100,0.000152487,0.0054633,0.006288,0,-17.2455,0,2.05181,
2,20,16, 02/20 16,0.00466676,1.40241,8.23493,0,0.223341,0,8.47108,133.508,2.05188,0.283405,0.150073,18.3364,154.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96644,627.347,900.663,2.87976,89.9626,100,0.000152368,0.0054633,0.006288,0,-19.3708,0,2.05007,
2,20,17, 02/20 17,0.100637,0.810967,7.65547,0,0.191326,0,7.56194,126.545,2.05188,0.240715,0.150073,16.3203,145.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04708,627.347,900.663,3.12884,89.9626,100,0.000165547,0.0054633,0.006288,0,-12.5294,0,2.11179,
2,20,18, 02/20 18,0.114811,0.594254,7.04356,0,0.164682,0,9.49571,124.916,2.05188,0.318045,0.150073,17.413,144.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83635,627.347,900.663,4.96842,89.9626,100,0.000262879,0.0054633,0.006288,0,-1.31872,0,2.71591,
2,20,19, 02/20 19,0.422019,0.551207,6.87068,0,0.0575824,0,6.99344,22.9671,2.05188,0.333343,0.150073,14.8949,40.3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84518,627.347,900.663,4.9747,89.9626,100,0.000263211,0.0054633,0.006288,0,0,0,2.72267,
2,20,20, 02/20 20,2.97043,0.534571,7.22025,0,0.0536829,0,6.96718,21.3386,2.05188,0.333343,0.150073,17.7461,41.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83557,627.347,900.663,4.95268,89.9626,100,0.000262046,0.0054633,0.006288,0,0,0,2.71531,
2,20,21, 02/20 21,5.02187,0.523876,7.39702,0,0.0580316,0,5.50155,8.99327,2.05188,0.333343,0.150073,18.5023,30.0309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82503,627.347,900.663,4.91681,89.9626,100,0.000260149,0.0054633,0.006288,0,0,0,2.70725,
2,20,22, 02/20 22,7.17807,0.513393,7.45736,0,0.0632425,0,5.03118,8.47391,2.05188,0.285722,0.150073,20.2432,31.2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82079,627.347,900.663,4.94136,89.9626,100,0.000261447,0.0054633,0.006288,0,0,0,2.704,
2,20,23, 02/20 23,4.04153,0.528496,6.26559,0,0.0545141,0,1.94651,5.87711,2.05188,0.0476204,0,12.8366,20.8133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80741,627.347,900.663,4.9405,89.9626,100,0.000261402,0.0054633,0.006288,0,0,0,2.69376,
2,20,24, 02/20 24,4.17707,0.492009,6.26934,0,0.0553326,0,1.94651,5.87711,2.05188,0.0476204,0,12.9403,20.9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81241,627.347,900.663,4.94047,89.9626,100,0.0002614,0.0054633,0.006288,0,0,0,2.69759,
2,21,1, 02/21 01,5.28214,0.483924,6.28601,0,0.0611236,0,1.20844,2.62015,2.05188,0.0476204,0,13.3216,18.0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49774,627.347,900.663,4.15416,89.9626,100,0.000219797,0.0054633,0.006288,0,0,0,2.45673,
2,21,2, 02/21 02,7.05113,0.501984,6.29033,0,0.0627999,0,1.20844,2.62015,2.05188,0.0476204,0,15.1147,19.8343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48943,627.347,900.663,4.14989,89.9626,100,0.00021957,0.0054633,0.006288,0,0,0,2.45038,
2,21,3, 02/21 03,7.20334,0.469931,6.31881,0,0.0639491,0,1.20844,2.62015,2.05188,0.0476204,0,15.2645,19.9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4823,627.347,900.663,4.12865,89.9626,100,0.000218447,0.0054633,0.006288,0,0,0,2.44492,
2,21,4, 02/21 04,7.67757,0.493051,6.49179,0,0.0651345,0,1.20844,2.62015,2.05188,0.0476204,0,15.936,20.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47299,627.347,900.663,4.12069,89.9626,100,0.000218026,0.0054633,0.006288,0,0,0,2.43779,
2,21,5, 02/21 05,10.0667,0.570111,6.5822,0,0.0667246,0,1.20844,2.62015,2.05188,0.0476204,0,18.4942,23.2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47277,627.347,900.663,4.12258,89.9626,100,0.000218126,0.0054633,0.006288,0,0,0,2.43762,
2,21,6, 02/21 06,8.73966,0.488907,6.64838,0,0.0689815,0,1.21369,2.62015,2.05188,0.0476204,0,17.1596,21.8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47249,627.347,900.663,4.11642,89.9626,100,0.0002178,0.0054633,0.006288,0,0,0,2.43741,
2,21,7, 02/21 07,7.0677,0.465523,6.66157,0,0.0702766,0,1.21023,2.62015,2.05188,0.0468951,0,15.4753,20.1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48006,627.347,900.663,4.13577,89.9626,100,0.000218823,0.0054633,0.006288,0,0,0,2.4432,
2,21,8, 02/21 08,20.5661,0.473632,9.14134,0,0.285501,0,1.13811,14.9655,2.05188,0.0380537,0.150073,31.6047,48.8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44582,627.347,900.663,4.08625,89.9626,100,0.000216203,0.0054633,0.006288,0,-0.399608,0,2.41699,
2,21,9, 02/21 09,13.5645,0.494479,7.82065,0,0.0974166,0,3.69759,16.0042,2.05188,0.0837627,0.150073,25.6746,43.9645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98385,627.347,900.663,3.31829,89.9626,100,0.000175571,0.0054633,0.006288,0,-14.48,0,2.06339,
2,21,10, 02/21 10,6.21733,0.810169,7.56512,0,0.104999,0,3.56304,40.6949,2.05188,0.0837627,0.150073,18.2607,61.2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01219,627.347,900.663,3.45377,89.9626,100,0.000182739,0.0054633,0.006288,0,-27.992,0,2.08508,
2,21,11, 02/21 11,4.07066,1.05553,7.25502,0,0.119098,0,3.37913,40.6949,2.05188,0.0837627,0.150073,15.8794,58.8601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97799,627.347,900.663,3.27526,89.9626,100,0.000173294,0.0054633,0.006288,0,-23.2112,0,2.05891,
2,21,12, 02/21 12,3.31201,1.28766,7.2524,0,0.138896,0,3.24929,40.6949,2.05188,0.0837627,0.150073,15.2403,58.2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96902,627.347,900.663,3.28969,89.9626,100,0.000174058,0.0054633,0.006288,0,-26.9728,0,2.05204,
2,21,13, 02/21 13,3.16417,2.41965,7.30736,0,0.148958,0,2.09717,40.6949,2.05188,0.0837627,0.150073,15.1373,58.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96164,627.347,900.663,3.09958,89.9626,100,0.000163999,0.0054633,0.006288,0,-24.7161,0,2.0464,
2,21,14, 02/21 14,2.94704,2.81275,6.28831,0,0.150625,0,1.46009,14.9655,2.05188,0.0279209,0,13.6588,30.7041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96807,627.347,900.663,3.28623,89.9626,100,0.000173874,0.0054633,0.006288,0,-17.761,0,2.05131,
2,21,15, 02/21 15,3.36203,2.33501,6.29306,0,0.143527,0,1.52233,14.9655,2.05188,0.0279209,0,13.656,30.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95599,627.347,900.663,2.93879,89.9626,100,0.000155491,0.0054633,0.006288,0,-11.3648,0,2.04207,
2,21,16, 02/21 16,3.68758,1.35854,6.29669,0,0.13637,0,1.56464,14.9655,2.05188,0.0312334,0,13.0438,30.0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99698,627.347,900.663,3.15767,89.9626,100,0.000167072,0.0054633,0.006288,0,-9.84553,0,2.07344,
2,21,17, 02/21 17,4.10918,0.672652,6.29942,0,0.0978927,0,1.85494,14.9655,2.05188,0.0418943,0,13.0341,30.0933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11083,627.347,900.663,3.38153,89.9626,100,0.000178917,0.0054633,0.006288,0,-0.645813,0,2.16058,
2,21,18, 02/21 18,4.63473,0.516418,6.30474,0,0.0636664,0,1.2157,14.9655,2.05188,0.0473511,0,12.7353,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30535,627.347,900.663,3.77696,89.9626,100,0.000199839,0.0054633,0.006288,0,0,0,2.30947,
2,21,19, 02/21 19,5.63823,0.504252,6.3153,0,0.0676497,0,1.21369,2.62015,2.05188,0.0476204,0,13.7391,18.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32415,627.347,900.663,3.81678,89.9626,100,0.000201946,0.0054633,0.006288,0,0,0,2.32387,
2,21,20, 02/21 20,6.11863,0.496412,6.32236,0,0.0698164,0,1.21369,2.62015,2.05188,0.0476204,0,14.2209,18.9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32376,627.347,900.663,3.81678,89.9626,100,0.000201946,0.0054633,0.006288,0,0,0,2.32356,
2,21,21, 02/21 21,6.32369,0.488036,6.32306,0,0.0701762,0,1.21369,2.62015,2.05188,0.0476204,0,14.4187,19.1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3264,627.347,900.663,3.82271,89.9626,100,0.000202259,0.0054633,0.006288,0,0,0,2.32559,
2,21,22, 02/21 22,8.09018,0.503472,6.5013,0,0.0721261,0,1.21369,2.62015,2.05188,0.0476204,0,16.3808,21.1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50352,627.347,900.663,4.16433,89.9626,100,0.000220334,0.0054633,0.006288,0,0,0,2.46116,
2,21,23, 02/21 23,10.8945,0.578418,6.68112,0,0.0752681,0,1.21369,2.62015,2.05188,0.0476204,0,19.443,24.1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49585,627.347,900.663,4.16007,89.9626,100,0.000220109,0.0054633,0.006288,0,0,0,2.45529,
2,21,24, 02/21 24,11.3931,0.573746,6.68865,0,0.0770253,0,1.21369,2.62015,2.05188,0.0476204,0,19.9462,24.6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49994,627.347,900.663,4.15951,89.9626,100,0.00022008,0.0054633,0.006288,0,0,0,2.45841,
2,22,1, 02/22 01,13.3278,0.566876,6.72219,0,0.0797188,0,1.20844,2.62015,2.05188,0.0476204,0,21.905,26.6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73632,627.347,900.663,4.73286,89.9626,100,0.000250416,0.0054633,0.006288,0,0,0,2.63935,
2,22,2, 02/22 02,14.834,0.55996,6.76629,0,0.0834914,0,1.20844,2.62015,2.05188,0.0476204,0,23.4522,28.1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72626,627.347,900.663,4.71518,89.9626,100,0.00024948,0.0054633,0.006288,0,0,0,2.63165,
2,22,3, 02/22 03,15.4129,0.555525,6.79071,0,0.0871111,0,1.20844,2.62015,2.05188,0.0476204,0,24.0547,28.7743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71074,627.347,900.663,4.67814,89.9626,100,0.00024752,0.0054633,0.006288,0,0,0,2.61977,
2,22,4, 02/22 04,14.6014,0.55415,6.74423,0,0.081998,0,1.20844,2.62015,2.05188,0.0476204,0,23.1902,27.9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70504,627.347,900.663,4.66958,89.9626,100,0.000247067,0.0054633,0.006288,0,0,0,2.61541,
2,22,5, 02/22 05,12.9027,0.556009,6.68694,0,0.0787944,0,1.20844,2.62015,2.05188,0.0476204,0,21.4329,26.1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70074,627.347,900.663,4.66994,89.9626,100,0.000247087,0.0054633,0.006288,0,0,0,2.61212,
2,22,6, 02/22 06,12.844,0.557565,6.76807,0,0.0829847,0,1.21369,2.62015,2.05188,0.0476204,0,21.4663,26.1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70108,627.347,900.663,4.67258,89.9626,100,0.000247226,0.0054633,0.006288,0,0,0,2.61237,
2,22,7, 02/22 07,11.5085,0.446457,6.81028,0,0.0831492,0,1.17339,2.62015,2.05188,0.0434103,0,20.0217,24.7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70823,627.347,900.663,4.68714,89.9626,100,0.000247997,0.0054633,0.006288,0,-0.0156903,0,2.61785,
2,22,8, 02/22 08,7.50154,0.450815,6.64561,0,0.0722489,0,1.06588,14.9655,2.05188,0.0299566,0,15.7361,32.7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71789,627.347,900.663,4.71301,89.9626,100,0.000249365,0.0054633,0.006288,0,-4.99741,0,2.62524,
2,22,9, 02/22 09,6.14469,0.456811,6.4494,0,0.0677668,0,3.04495,14.9655,2.05188,0.0279209,0,16.1636,33.2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35901,627.347,900.663,4.20003,89.9626,100,0.000222223,0.0054633,0.006288,0,-6.73537,0,2.35054,
2,22,10, 02/22 10,3.78825,0.466379,6.43568,0,0.0580554,0,2.95076,39.6562,2.05188,0.0279209,0,13.6991,55.4351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21288,627.347,900.663,3.71599,89.9626,100,0.000196613,0.0054633,0.006288,0,-8.67438,0,2.23869,
2,22,11, 02/22 11,3.08255,0.473805,6.42115,0,0.0557263,0,2.95444,39.6562,2.05188,0.0279209,0,12.9877,54.7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15204,627.347,900.663,3.5563,89.9626,100,0.000188164,0.0054633,0.006288,0,-7.5124,0,2.19213,
2,22,12, 02/22 12,2.79515,0.511145,6.41545,0,0.0692277,0,2.94226,39.6562,2.05188,0.0279209,0,12.7332,54.4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14346,627.347,900.663,3.43858,89.9626,100,0.000181935,0.0054633,0.006288,0,-5.16181,0,2.18556,
2,22,13, 02/22 13,2.77916,0.908113,6.42417,0,0.102951,0,1.45593,39.6562,2.05188,0.0279209,0,11.6703,53.4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14077,627.347,900.663,3.44233,89.9626,100,0.000182134,0.0054633,0.006288,0,-22.2052,0,2.1835,
2,22,14, 02/22 14,4.03635,1.74023,6.31314,0,0.128403,0,1.43195,14.9655,2.05188,0.0279209,0,13.6501,30.6954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13709,627.347,900.663,3.43423,89.9626,100,0.000181705,0.0054633,0.006288,0,-29.124,0,2.18069,
2,22,15, 02/22 15,4.28004,1.04799,6.31228,0,0.112598,0,1.52822,14.9655,2.05188,0.0284886,0,13.2811,30.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16601,627.347,900.663,3.60828,89.9626,100,0.000190914,0.0054633,0.006288,0,-11.3257,0,2.20282,
2,22,16, 02/22 16,4.06599,0.504915,6.31474,0,0.0622687,0,1.49097,14.9655,2.05188,0.0292248,0,12.4389,29.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14373,627.347,900.663,3.45844,89.9626,100,0.000182986,0.0054633,0.006288,0,-17.6737,0,2.18577,
2,22,17, 02/22 17,3.84742,0.503754,6.31259,0,0.0610686,0,1.48663,14.9655,2.05188,0.0342222,0,12.2115,29.2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17447,627.347,900.663,3.55802,89.9626,100,0.000188255,0.0054633,0.006288,0,-11.023,0,2.2093,
2,22,18, 02/22 18,4.60027,0.495482,6.31259,0,0.0636204,0,1.15226,14.9655,2.05188,0.0452905,0,12.6242,29.6869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76888,627.347,900.663,4.75514,89.9626,100,0.000251595,0.0054633,0.006288,0,-1.41481,0,2.66427,
2,22,19, 02/22 19,6.01737,0.485018,6.32109,0,0.0699603,0,1.21369,2.62015,2.05188,0.0476204,0,14.1071,18.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74443,627.347,900.663,4.73313,89.9626,100,0.00025043,0.0054633,0.006288,0,0,0,2.64556,
2,22,20, 02/22 20,6.33502,0.477546,6.31724,0,0.0712262,0,1.21369,2.62015,2.05188,0.0476204,0,14.4147,19.1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76487,627.347,900.663,4.76124,89.9626,100,0.000251917,0.0054633,0.006288,0,0,0,2.6612,
2,22,21, 02/22 21,6.62902,0.466198,6.32608,0,0.0707245,0,1.20844,2.62015,2.05188,0.0476204,0,14.7005,19.4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75133,627.347,900.663,4.74836,89.9626,100,0.000251236,0.0054633,0.006288,0,0,0,2.65083,
2,22,22, 02/22 22,7.298,0.456146,6.38608,0,0.0715038,0,1.20844,2.62015,2.05188,0.0476204,0,15.4202,20.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75097,627.347,900.663,4.75768,89.9626,100,0.000251729,0.0054633,0.006288,0,0,0,2.65056,
2,22,23, 02/22 23,9.46493,0.475838,6.5266,0,0.0734765,0,1.20844,2.62015,2.05188,0.0476204,0,17.7493,22.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73172,627.347,900.663,4.73929,89.9626,100,0.000250756,0.0054633,0.006288,0,0,0,2.63583,
2,22,24, 02/22 24,12.3001,0.552314,6.6522,0,0.0757857,0,1.20844,2.62015,2.05188,0.0476204,0,20.7889,25.5085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74489,627.347,900.663,4.74925,89.9626,100,0.000251283,0.0054633,0.006288,0,0,0,2.6459,
2,23,1, 02/23 01,12.594,0.545672,6.63295,0,0.0677247,0,1.94125,5.87711,2.05188,0.0476204,0,21.7816,29.7582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10334,627.347,900.663,3.35079,89.9626,100,0.00017729,0.0054633,0.006288,0,0,0,2.15485,
2,23,2, 02/23 02,12.4747,0.543548,6.6675,0,0.0675748,0,1.94125,5.87711,2.05188,0.0476204,0,21.6946,29.6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10329,627.347,900.663,3.34961,89.9626,100,0.000177228,0.0054633,0.006288,0,0,0,2.15481,
2,23,3, 02/23 03,11.6193,0.542539,6.67011,0,0.067556,0,1.94125,5.87711,2.05188,0.0476204,0,20.8408,28.8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10113,627.347,900.663,3.34425,89.9626,100,0.000176944,0.0054633,0.006288,0,0,0,2.15316,
