"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 23-Sep-26   1:37:32 pm","Zone1 HVACSys",22.4934,22.7688,"Zone2 HVACSys",37.7937,38.3813

