"E+ Electric Use (kWh) - BEMCmpMgr 2025.3.0-RC (1083)",1
"Wed 23-Sep-26  01:29:13 pm"
"EplusElecUse",Hour
"EplusTotalKWH"
68.8587
49.094
47.9624
48.5299
48.1435
67.2002
62.1742
83.9459
115.629
118.501
125.158
146.964
124.958
95.5703
98.9568
92.3529
109.579
121.079
132.29
103.215
96.8481
85.511
67.3619
75.2796
49.7046
48.907
48.1809
49.7637
49.8015
63.2079
76.0731
104.892
114.048
122.553
141.567
108.245
109.51
104.281
97.3987
105.512
120.047
117.262
127.02
125.421
132.392
106.618
92.5328
65.0681
69.6661
50.7563
50.2732
50.7112
60.7994
67.1914
57.2324
85.4845
97.6696
129.532
147.387
130.143
129.292
122.929
126.935
113.977
104.335
127.411
149.774
108.34
100.251
105.337
83.2313
66.9805
52.3369
50.6759
50.9824
67.2415
60.6124
54.5656
71.9568
77.2081
92.643
121.729
125.697
115.803
130.551
113.574
112.75
101.411
108.557
106.157
121.597
102.594
93.9295
84.4716
64.2976
57.7132
65.7516
49.4747
49.4671
50.7127
50.4898
58.3845
92.4862
100.384
110.687
125.665
142.071
133.067
138.006
94.9202
115.406
117.315
126.633
125.248
114.37
122.347
116.08
87.5131
80.6549
59.6686
68.9124
45.9945
44.8951
45.1803
43.9172
50.7601
73.993
97.9516
118.577
124.245
132.664
130.604
129.481
95.7428
113.024
117.792
118.414
119.86
119.997
128.762
127.445
93.7971
89.1789
65.3375
56.7479
45.2075
56.8145
46.266
43.934
45.2217
77.3583
90.638
101.5
107.672
117.315
116.336
108.56
94.4405
114.611
115.018
105.855
122.283
118.824
123.111
116.13
82.1258
76.9728
52.5942
48.4263
46.1303
59.0259
46.5981
47.7494
45.8939
75.5403
97.4852
121.393
121.196
120.788
126.42
112.84
89.1625
106.217
96.751
119.622
106.918
117.147
126.542
124.855
88.0662
63.0072
70.3326
56.0613
46.0016
44.8279
44.9507
44.5594
59.8513
72.9936
108.574
122.688
137.97
125.569
122.095
131.193
89.2601
107.879
111.215
110.323
123.197
125.15
125.654
129.342
94.217
91.0398
83.0997
52.6752
48.2531
47.9789
48.8737
67.822
49.1043
55.7094
86.1074
96.2232
133.496
134.039
141.006
149.035
118.227
124.323
116.288
126.288
130.69
137.93
117.281
106.211
93.7103
80.706
65.933
49.8972
45.8804
45.0693
59.5077
53.7805
47.7462
49.1913
70.7791
73.8065
97.616
107.348
113.165
124.104
105.408
116.731
101.899
93.8402
108.828
114.592
104.029
79.4948
89.9999
76.5134
60.9856
49.1531
45.9523
44.905
45.8158
58.8864
47.3596
76.503
107.606
108.462
123.581
129.884
123.912
125.516
102.677
116.639
100.6
124.269
130.496
132.211
126.238
122.82
97.2284
83.9497
68.3224
53.3895
58.9979
45.6692
44.8995
44.6464
54.4145
73.9433
100.07
108.589
125.669
129.126
116.331
111.44
123.108
118.725
105.834
127.63
115.236
123.871
130.497
115.765
88.4583
90.9141
61.0231
65.9027
46.1243
45.6497
45.9467
44.9299
58.3199
76.3081
97.7079
101.244
132.071
127.682
129.588
121.362
125.176
125.688
117.748
138.097
134.965
127.185
124.086
115.029
98.2243
91.3535
56.8199
65.1189
45.9964
46.164
46.0867
45.5529
58.5285
67.3127
85.5311
108.053
121.857
128.191
118.339
130.25
126.147
131.058
121.182
137.002
119.814
130.942
124.52
122.953
78.3538
81.0441
57.5889
62.1542
45.5356
44.2769
49.5148
44.5108
57.6249
64.8975
99.6662
103.638
122.726
129.141
123.12
137.087
121.025
117.01
124.507
134.229
121.212
128.597
127.902
117.548
90.8086
79.5368
63.1273
48.5385
50.4238
54.0854
46.2122
50.0388
45.9731
64.2481
67.1677
96.6509
132.679
145.259
152.707
163.24
145.378
148.798
140.277
141.9
142.93
139.235
124.254
118.394
96.131
72.2031
56.4075
61.9066
45.3879
46.2832
45.8333
50.593
45.6279
65.5574
83.8478
97.865
