20,5,"Row/Col hourly results data begin"
"Hourly Results of CEC Compliance Manager"
,Software:,,"CBECC-CLI 2025.3.0 RC (1415)"
,CompMgr:,,"BEMCmpMgr 2025.3.0-RC (1083)"
,OpenStudio:,,"3.10.0+e80a80c812"
,EnergyPlus:,,"25.1.0-1c11a3d85f"
,CSE:,,"CSE 1.0.0-rc1 EXE"
,Ruleset:,,"Constructed At Runtime"
Run Title:,,,"MF88 Individual Supply + Central Exhaust (SZHP)"
Run Date/Time:,,,"2026-09-23 13:29:15"
NonRes Cond. Area:,,,17613
Residential Cond. Area:,,,95028
Gross-Up adjustment to NEM3:,,,6.6,%
Model:,,,"Proposed"
Model File:,,,"C:\Users\MichaelSawford\Documents\Claude\Projects\Complex HVAC\v1.1_build\output\EX01_MF_Ventilation\1a\EX01a_MF88_ISUP_CEXH_SZHP_CZ09\EX01a_MF88_ISUP_CEXH_SZHP_CZ09.cibd25x"

,,,,Nonres Site Electric Use,,,,,,,,,,,,,Nonres Site Natural Gas Use,,,,,,,,,,,,,Nonres Site Propane Use,,,,,,,,,,,,,Nonres LSC Multipliers,,,Nonres Source Energy Multipliers,,,Nonres CO2 Emissions Multipliers,,,Nonres Elec Demand,Building Wide,,,PV/Batt Mults (Res/NRes area weighted avg),,,,Residential Site Electric Use,,,,,,,,,,,,,Residential Site Natural Gas Use,,,,,,,,,,,,,Residential Site Propane Use,,,,,,,,,,,,,Res LSC Multipliers,,,Res Source Energy Multipliers,,,Res CO2 Emissions Multipliers,,,Res Elec Demand,
1,1,9, 01/01 09,0.00532945,0,1.54645,0,0.36533,1.2189,1.50171,1.7613,0,0,0,4.63772,6.39902,178.159,0,0,0,0,0,0,0,0,0,0,178.159,178.159,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68693,626.966,894.518,2.68137,89.9626,100,0.000141871,0.0054633,0.006288,0,-87.3732,0,1.83612,6.59324,2.68137,0.000141871,0,1.97496,0,5.86356,0,1.77726,41.0138,7.8023,15.747,25.1988,2.52836,7.32383,58.4319,109.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76122,1269.81,1106.78,2.68137,89.9626,100,0.000141871,0.0060051,0.006288,0,
1,1,10, 01/01 10,0.0035821,0,1.22537,0,0.36533,1.56476,1.53498,1.7613,0,0,0,4.69402,6.45532,128.53,0,0,0,0,0,0,0,0,0,0,128.53,128.53,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68395,626.966,894.518,2.3791,89.9626,100,0.000125878,0.0054633,0.006288,0,-134.107,0,1.83385,6.59033,2.3791,0.000125878,0,1.33605,0,5.85521,0,0.0346109,33.7805,7.8023,15.1699,38.5869,2.15654,7.32383,48.8087,112.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75832,1269.81,1106.78,2.3791,89.9626,100,0.000125878,0.0060051,0.006288,0,
1,1,11, 01/01 11,0.00149446,0,1.22537,0,0.36533,2.75273,6.15297,7.0452,0,0,0,10.4979,17.5431,54.2507,0,0,0,0,0,0,0,0,0,0,54.2507,54.2507,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68678,626.966,894.518,2.83208,89.9626,100,0.000149846,0.0054633,0.006288,0,-163.31,38.1826,1.83601,6.5931,2.83208,0.000149846,0,0.771894,0,5.84545,0,0,7.37404,7.93725,15.4705,60.8842,2.00781,7.32383,21.9286,107.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76108,1269.81,1106.78,2.83208,89.9626,100,0.000149846,0.0060051,0.006288,0,
1,1,12, 01/01 12,0.000708001,0,1.22537,0,0.36533,3.25843,6.16232,7.0452,0,0,0,11.0122,18.0574,25.7013,0,0,0,0,0,0,0,0,0,0,25.7013,25.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69432,626.966,894.518,2.70532,89.9626,100,0.000143139,0.0054633,0.006288,0,-174.226,27.2977,1.84178,6.60047,2.70532,0.000143139,0,0.493192,0,5.84871,0,0,39.0595,7.93725,15.2361,51.1489,1.85908,7.32383,53.3386,128.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76842,1269.81,1106.78,2.70532,89.9626,100,0.000143139,0.0060051,0.006288,0,
1,1,13, 01/01 13,0.000408819,0,1.22537,0,0.36533,3.57472,8.35248,10.5678,0,0,0,13.5183,24.0861,14.8406,0,0,0,0,0,0,0,0,0,0,14.8406,14.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69056,626.966,894.518,2.82681,89.9626,100,0.000149566,0.0054633,0.006288,0,-169.427,44.4988,1.8389,6.59679,2.82681,0.000149566,0,0.234807,0,5.8467,0,0,21.5983,8.17118,15.5726,40.5628,1.56163,7.32383,35.8509,100.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76476,1269.81,1106.78,2.82681,89.9626,100,0.000149566,0.0060051,0.006288,0,
1,1,14, 01/01 14,0.000144388,0,1.2329,0,0.273998,3.57514,8.20336,10.5678,0,0,0,13.2855,23.8533,5.24145,0,0,0,0,0,0,0,0,0,0,5.24145,5.24145,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69101,626.966,894.518,2.88089,89.9626,100,0.000152428,0.0054633,0.006288,0,-103.905,8.35777,1.83925,6.59724,2.88089,0.000152428,0,0.147956,0,5.84546,0,0,1.39079,8.17118,16.0116,31.2645,1.56163,7.32383,15.5554,71.7169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7652,1269.81,1106.78,2.88089,89.9626,100,0.000152428,0.0060051,0.006288,0,
1,1,15, 01/01 15,0,0,1.26905,0,0,3.44145,8.32097,10.5678,0,0,0,13.0315,23.5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69114,626.966,894.518,2.92757,89.9626,100,0.000154898,0.0054633,0.006288,0,-85.1941,0,1.83935,6.59736,2.92757,0.000154898,0,0.102419,0,5.84543,0,0,16.0512,8.17118,16.7368,19.5649,1.56163,7.32383,30.1703,75.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76532,1269.81,1106.78,2.92757,89.9626,100,0.000154898,0.0060051,0.006288,0,
1,1,16, 01/01 16,3.30491e-06,0,1.3039,0,0.0913325,3.50705,8.23629,10.5678,0,0,0,13.1386,23.7064,0.119972,0,0,0,0,0,0,0,0,0,0,0.119972,0.119972,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99593,626.966,894.518,3.29537,89.9626,100,0.000174358,0.0054633,0.006288,0,-52.1162,0,2.07264,6.89562,3.29537,0.000174358,0,0.141951,0,5.84546,0,0,11.2992,8.17118,17.5396,16.3919,1.93345,7.32383,25.4577,68.6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06237,1269.81,1106.78,3.29537,89.9626,100,0.000174358,0.0060051,0.006288,0,
1,1,17, 01/01 17,0.000396817,0,1.28644,0,0.36533,3.65836,9.10096,10.5678,0,0,0,14.4115,24.9793,14.4049,0,0,0,0,0,0,0,0,0,0,14.4049,14.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29891,626.966,894.518,3.86875,89.9626,100,0.000204695,0.0054633,0.006288,0,-6.33147,0,2.30455,7.1921,3.86875,0.000204695,0,0.278209,0,5.84528,0,0,11.6055,8.17118,19.5349,29.5355,2.30527,7.32383,25.9002,84.5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35764,1269.81,1106.78,3.86875,89.9626,100,0.000204695,0.0060051,0.006288,0,
1,1,18, 01/01 18,0.00119766,0,1.22537,0,0.36533,3.43089,6.69294,7.0452,0,0,0,11.7157,18.7609,43.4765,0,0,0,0,0,0,0,0,0,0,43.4765,43.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35179,626.966,894.518,3.94448,89.9626,100,0.000208702,0.0054633,0.006288,0,0,0,2.34502,7.24384,3.94448,0.000208702,0,0.450619,0,5.84525,0,0,17.6536,8.10371,21.7804,37.8891,3.27199,7.32383,32.0532,102.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40918,1269.81,1106.78,3.94448,89.9626,100,0.000208702,0.0060051,0.006288,0,
1,1,19, 01/01 19,0.00171527,0,1.22537,0,0.36533,2.57673,3.34647,3.5226,0,0,0,7.51562,11.0382,62.2665,0,0,0,0,0,0,0,0,0,0,62.2665,62.2665,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46029,626.966,894.518,4.16914,89.9626,100,0.000220589,0.0054633,0.006288,0,0,-65.0243,2.42807,7.35001,4.16914,0.000220589,0,0.700841,0,5.84525,0,0.0177635,28.9497,8.01373,23.3922,40.7621,6.24653,7.32383,43.5272,121.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51492,1269.81,1106.78,4.16914,89.9626,100,0.000220589,0.0060051,0.006288,0,
1,1,20, 01/01 20,0,0,0,0,0,2.66171,0.836618,0.88065,0,0,0,3.49833,4.37898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55135,626.966,894.518,4.37739,89.9626,100,0.000231608,0.0054633,0.006288,0,0,-41.7751,2.49777,7.43912,4.37739,0.000231608,0,0.809867,0,5.84525,0,0.106581,19.9538,7.94625,24.3097,23.8398,8.70052,7.32383,34.6617,98.8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60367,1269.81,1106.78,4.37739,89.9626,100,0.000231608,0.0060051,0.006288,0,
1,1,21, 01/01 21,0,0,0,0,0,2.15806,0.836618,0.88065,0,0,0,2.99468,3.87533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54047,626.966,894.518,4.33943,89.9626,100,0.000229599,0.0054633,0.006288,0,0,0,2.48944,7.42848,4.33943,0.000229599,0,0.815527,0,5.84525,0,0.106581,24.1551,7.94625,25.2048,13.1723,8.40306,7.32383,38.8687,92.9727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59307,1269.81,1106.78,4.33943,89.9626,100,0.000229599,0.0060051,0.006288,0,
1,1,22, 01/01 22,0,0,0,0,0,1.63449,0.836618,0.88065,0,0,0,2.4711,3.35175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64531,626.966,894.518,4.51762,89.9626,100,0.000239027,0.0054633,0.006288,0,0,0,2.56969,7.53107,4.51762,0.000239027,0,0.801929,0,5.84525,0,0,15.5002,7.94625,24.9313,12.6716,7.13889,7.32383,30.0936,82.1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69524,1269.81,1106.78,4.51762,89.9626,100,0.000239027,0.0060051,0.006288,0,
1,1,23, 01/01 23,0,0,0,0,0,1.09269,0.836618,0.88065,0,0,0,1.92931,2.80996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34658,626.966,894.518,4.52964,89.9626,100,0.000239663,0.0054633,0.006288,0.000277533,0,0,3.10645,8.2173,4.52964,0.000239663,0.000277533,0.962218,0,5.84801,0,0.0161143,0.0479884,7.61334,21.6667,16.3889,4.68489,7.32383,14.4877,64.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37868,1269.81,1106.78,4.52964,89.9626,100,0.000239663,0.0060051,0.006288,0.000277533,
1,1,24, 01/01 24,0,0,0,0,0,0.564484,0.836618,0.88065,0,0,0,1.4011,2.28175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44597,626.966,894.518,4.53692,89.9626,100,0.000240048,0.0054633,0.006288,0.000718441,0,0,3.94794,9.2931,4.53692,0.000240048,0.000718441,1.33198,0,5.85966,0,0.0844452,16.3276,7.61334,18.3873,13.1695,2.90017,7.32383,31.217,72.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45012,1269.81,1106.78,4.53692,89.9626,100,0.000240048,0.0060051,0.006288,0.000718441,
1,2,1, 01/02 01,0,0,0,0,0,0.526521,0.836618,0.88065,0,0,0,1.36314,2.24379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5414,626.966,894.518,8.44344,89.9626,100,0.000446742,0.0054633,0.006288,0.000518385,0,0,5.55184,11.3436,8.44344,0.000446742,0.000518385,1.73439,0,5.86619,0,1.78208,1.00465,7.61334,15.0007,5.42528,1.71036,7.32383,18.0006,47.4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4923,1269.81,1106.78,8.44344,89.9626,100,0.000446742,0.0060051,0.006288,0.000518385,
1,2,2, 01/02 02,0,0,0,0,0,0.303624,0.836618,0.88065,0,0,0,1.14024,2.02089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59457,626.966,894.518,8.43068,89.9626,100,0.000446067,0.0054633,0.006288,0.000175212,0,0,4.8271,10.4171,8.43068,0.000446067,0.000175212,1.91974,0,5.87286,0,1.77815,2.26276,7.61334,13.6979,5.00459,1.4129,7.32383,19.4469,46.8861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5695,1269.81,1106.78,8.43068,89.9626,100,0.000446067,0.0060051,0.006288,0.000175212,
1,2,3, 01/02 03,0,0,0,0,0,0.55768,0.836618,0.88065,0,0,0,1.3943,2.27495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17595,626.966,894.518,8.07648,89.9626,100,0.000427327,0.0054633,0.006288,0.000173941,0,0,4.50669,10.0074,8.07648,0.000427327,0.000173941,2.05726,0,5.87822,0,1.77717,1.52732,7.61334,13.1815,5.43183,1.11545,7.32383,18.8533,45.9059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1615,1269.81,1106.78,8.07648,89.9626,100,0.000427327,0.0060051,0.006288,0.000173941,
1,2,4, 01/02 04,0,0,0,0,0,0.55096,0.836618,0.88065,0,0,0,1.38758,2.26823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84334,626.966,894.518,5.75461,89.9626,100,0.000304476,0.0054633,0.006288,0.000305397,0,0,3.48668,8.7034,5.75461,0.000304476,0.000305397,2.31958,0,5.88609,0,1.77619,2.80889,7.61334,13.1041,5.3993,1.26418,7.32383,20.4041,47.4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86281,1269.81,1106.78,5.75461,89.9626,100,0.000304476,0.0060051,0.006288,0.000305397,
1,2,5, 01/02 05,0,0,0,0,0,0.275519,0.836618,0.88065,0,0,0,1.11214,1.99279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44165,626.966,894.518,4.70149,89.9626,100,0.000248756,0.0054633,0.006288,0.000305397,0,0,3.17922,8.31033,4.70149,0.000248756,0.000305397,2.39001,0,5.89281,0,1.77464,3.33346,7.61334,12.496,5.42301,1.56163,7.32383,21.0043,47.8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47133,1269.81,1106.78,4.70149,89.9626,100,0.000248756,0.0060051,0.006288,0.000305397,
1,2,6, 01/02 06,0,0,0,0,0,0.550919,0.836618,0.88065,0,0,0,1.38754,2.26819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83044,626.966,894.518,5.73985,89.9626,100,0.000303695,0.0054633,0.006288,0.000305397,0,0,3.4768,8.69077,5.73985,0.000303695,0.000305397,2.11771,0,5.88014,0,1.77323,15.2554,7.62576,13.6556,5.00277,2.30527,7.32383,32.6523,60.9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85023,1269.81,1106.78,5.73985,89.9626,100,0.000303695,0.0060051,0.006288,0.000305397,
1,2,7, 01/02 07,0.00471535,0,1.39407,0,0.36533,0.27551,0.836618,0.88065,0,0,0,2.87624,3.75689,161.184,0,0,0,0,0,0,0,0,0,0,161.184,161.184,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69625,626.966,894.518,7.50866,89.9626,100,0.000397283,0.0054633,0.006288,0.000705071,0,0,4.90494,10.5166,7.50866,0.000397283,0.000705071,1.88022,0,5.87041,0,1.77588,21.2057,9.22009,15.9761,5.94072,3.12326,7.32383,39.9523,72.3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6686,1269.81,1106.78,7.50866,89.9626,100,0.000397283,0.0060051,0.006288,0.000705071,
