,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
5,22,8, 05/22 09,0,0,0.274615,0,0,1.80009,0,1.13377,4.19617,0.164216,0,2.07471,7.56886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85701,1141.87,985.132,0.110617,89.9626,100,5.85276e-06,0.0060051,0.006288,0,-4.05603,0,0.340581,
5,22,9, 05/22 10,0,0,0.274615,0,0,1.77523,0,1.08336,2.3679,0.140067,0,2.04984,5.64117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8225,1141.87,985.132,0.0931985,89.9626,100,4.93113e-06,0.0060051,0.006288,0,-7.73362,0,0.313479,
5,22,10, 05/22 11,0,0,0.274615,0,0,1.31275,0,1.09414,3.6298,0.130407,0,1.58737,6.44171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81698,1141.87,985.132,0.0980693,89.9626,100,5.18885e-06,0.0060051,0.006288,0,-9.4276,0,0.309143,
5,22,11, 05/22 12,0,0,0.274615,0,0,1.23183,0,1.09414,4.17322,0.120747,0,1.50645,6.89455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86776,1141.87,985.132,0.100452,89.9626,100,5.3149e-06,0.0060051,0.006288,0,-10.4852,0,0.349028,
5,22,12, 05/22 13,0,0,0.274615,0,0,1.49763,0,1.10216,9.37326,0.101428,0,1.77225,12.3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83694,1141.87,985.132,0.102624,89.9626,100,5.42985e-06,0.0060051,0.006288,0,-10.9169,0,0.324825,
5,22,13, 05/22 14,0,0.00757979,0.276259,0,0,0.486011,0,1.12479,0.609965,0.101428,0,0.769849,2.60604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82622,1141.87,985.132,0.105113,89.9626,100,5.56151e-06,0.0060051,0.006288,0,-11.0536,0,0.316402,
5,22,14, 05/22 15,0,0.352804,0.353527,0,0,0.989786,0,1.16005,1.37696,0.101428,0,1.69612,4.33456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8748,1141.87,985.132,0.115382,89.9626,100,6.10487e-06,0.0060051,0.006288,0,-10.4569,0,0.354558,
5,22,15, 05/22 16,0,0.351008,0.355532,0,0,0.222315,0,1.18941,1.36436,0.125577,0,0.928855,3.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8385,1141.87,985.132,0.127294,89.9626,100,6.73514e-06,0.0060051,0.006288,0,-8.94251,0,0.326047,
5,22,16, 05/22 17,0,0.504924,0.394156,0,0,0.536706,0,1.32859,4.1811,0.149727,0,1.43579,7.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90559,1141.87,985.132,0.136824,89.9626,100,7.23936e-06,0.0060051,0.006288,0,-6.6877,0,0.37874,
5,22,17, 05/22 18,0,0.518156,0.404514,0,0,0.418747,0,1.51304,2.54788,0.212515,0,1.34142,5.61485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0395,1141.87,985.132,0.325168,89.9626,100,1.72047e-05,0.0060051,0.006288,0,-3.91597,0,0.483909,
5,22,18, 05/22 19,0,0.495859,0.405904,0,0,0,0,1.64282,1.44563,0.405711,0,0.901762,4.39592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93593,1141.87,985.132,0.993586,89.9626,100,5.25706e-05,0.0060051,0.006288,0,-1.18515,0,1.18796,
5,22,19, 05/22 20,0,0.45277,0.401956,0,0,0.387097,0,1.7313,1.61535,0.565097,0,1.24182,5.15357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50075,1141.87,985.132,1.73234,89.9626,100,9.16583e-05,0.0060051,0.006288,0,-0.144684,0,1.63155,
5,22,20, 05/22 21,0,0.087859,0.300879,0,0,1.04379,0,1.80648,1.59917,0.545777,0,1.43253,5.38395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69872,1141.87,985.132,1.73602,89.9626,100,9.18527e-05,0.0060051,0.006288,0,0,0,1.78704,
5,22,21, 05/22 22,0,0,0.274615,0,0,1.67906,0,1.80037,0.609093,0.46367,0,1.95367,4.8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76781,1141.87,985.132,1.74693,89.9626,100,9.24299e-05,0.0060051,0.006288,0,0,0,1.8413,
5,22,22, 05/22 23,0,0,0.274615,0,0,2.05093,0,1.60315,0.539743,0.304283,0,2.32555,4.77273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50023,1141.87,985.132,1.73483,89.9626,100,9.17901e-05,0.0060051,0.006288,0,0,0,1.63115,
5,22,23, 05/22 24,0,0,0.274615,0,0,1.14399,0,1.37268,0.506545,0.188366,0,1.4186,3.48619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72305,1141.87,985.132,4.63384,89.9626,100,0.000245176,0.0060051,0.006288,0,0,0,4.1623,
5,22,24, 05/23 01,0,0,0.274615,0,0,1.36246,0,1.10496,0.472127,0.111087,0,1.63707,3.32524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09043,1141.87,985.132,4.6172,89.9626,100,0.000244296,0.0060051,0.006288,0,0,0,3.66546,
5,23,1, 05/23 02,0,0,0.274615,0,0,0.0062736,0,1.01167,0.445868,0.0917679,0,0.280889,1.83019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52628,1141.87,985.132,1.78984,89.9626,100,9.47006e-05,0.0060051,0.006288,0,0,0,1.6516,
5,23,2, 05/23 03,0,0,0.274615,0,0,0.146386,0,0.955077,0.433785,0.0724484,0,0.421001,1.88231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52415,1141.87,985.132,1.78416,89.9626,100,9.44001e-05,0.0060051,0.006288,0,0,0,1.64993,
5,23,3, 05/23 04,0,0,0.274615,0,0,0.364114,0,0.951717,0.424376,0.082108,0,0.638729,2.09693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52415,1141.87,985.132,1.78242,89.9626,100,9.43077e-05,0.0060051,0.006288,0,0,0,1.64993,
5,23,4, 05/23 05,0,0,0.274615,0,0,0,0,0.90576,0.417664,0.101428,0,0.274615,1.69947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52415,1141.87,985.132,1.78242,89.9626,100,9.43077e-05,0.0060051,0.006288,0,0,0,1.64993,
5,23,5, 05/23 06,0,0,0.274615,0,0,0,0,0.973739,0.426967,0.149727,0,0.274615,1.82505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52415,1141.87,985.132,1.78242,89.9626,100,9.43077e-05,0.0060051,0.006288,0,0,0,1.64993,
5,23,6, 05/23 07,0,0,0.274615,0,0,0,0,1.08294,0.465302,0.202855,0,0.274615,2.02571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34894,1141.87,985.132,1.53751,89.9626,100,8.13498e-05,0.0060051,0.006288,0,-0.384073,0,1.51233,
5,23,7, 05/23 08,0,0,0.274615,0,0,0,0,1.16957,0.575533,0.198026,0,0.274615,2.21775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97944,1141.87,985.132,0.25348,89.9626,100,1.34116e-05,0.0060051,0.006288,0,-2.29158,0,0.436735,
5,23,8, 05/23 09,0,0,0.274615,0,0,0.0757947,0,1.12636,1.43993,0.164216,0,0.35041,3.08092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91456,1141.87,985.132,0.154441,89.9626,100,8.17146e-06,0.0060051,0.006288,0,-5.05788,0,0.385781,
5,23,9, 05/23 10,0,0,0.274615,0,0,0.780564,0,1.10585,0.716567,0.140067,0,1.05518,3.01767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87886,1141.87,985.132,0.156754,89.9626,100,8.29386e-06,0.0060051,0.006288,0,-6.90358,0,0.357745,
5,23,10, 05/23 11,0,0,0.274615,0,0,1.64838,0,1.12328,0.698201,0.130407,0,1.923,3.87489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90128,1141.87,985.132,0.154372,89.9626,100,8.16781e-06,0.0060051,0.006288,0,-9.54131,0,0.375354,
5,23,11, 05/23 12,0,0,0.274615,0,0,2.56643,0,1.10408,1.01283,0.120747,0,2.84105,5.0787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87832,1141.87,985.132,0.144418,89.9626,100,7.64117e-06,0.0060051,0.006288,0,-11.1842,0,0.357323,
5,23,12, 05/23 13,0,0,0.274615,0,0,1.05651,0,1.0988,3.1551,0.101428,0,1.33112,5.68646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8686,1141.87,985.132,0.149395,89.9626,100,7.90449e-06,0.0060051,0.006288,0,-11.8135,0,0.349683,
5,23,13, 05/23 14,0,0,0.274615,0,0,1.2797,0,1.13214,2.50753,0.101428,0,1.55431,5.2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88415,1141.87,985.132,0.154372,89.9626,100,8.16781e-06,0.0060051,0.006288,0,-11.4057,0,0.361903,
5,23,14, 05/23 15,0,0,0.274615,0,0,0.474528,0,1.18406,3.7638,0.101428,0,0.749143,5.79843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87351,1141.87,985.132,0.159068,89.9626,100,8.41627e-06,0.0060051,0.006288,0,-10.283,0,0.35354,
5,23,15, 05/23 16,0,0,0.274615,0,0,0.381709,0,1.24333,3.30566,0.125577,0,0.656324,5.33089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91375,1141.87,985.132,0.16145,89.9626,100,8.54233e-06,0.0060051,0.006288,0,-8.68464,0,0.385144,
5,23,16, 05/23 17,0,0.086469,0.294249,0,0,0,0,1.37921,0.949311,0.149727,0,0.380718,2.85897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93364,1141.87,985.132,0.189488,89.9626,100,1.00258e-05,0.0060051,0.006288,0,-6.57706,0,0.40077,
5,23,17, 05/23 18,0,0.408073,0.374314,0,0,0,0,1.533,1.66974,0.212515,0,0.782387,4.19765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02676,1141.87,985.132,0.292629,89.9626,100,1.5483e-05,0.0060051,0.006288,0,-3.97384,0,0.473903,
5,23,18, 05/23 19,0,0.456764,0.398667,0,0,0.10907,0,1.63877,5.12545,0.405711,0,0.9645,8.13443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78357,1141.87,985.132,1.30739,89.9626,100,6.91741e-05,0.0060051,0.006288,0,-1.17863,0,1.06829,
5,23,19, 05/23 20,0,0.0911066,0.30044,0,0,1.0014,0,1.704,2.09923,0.565097,0,1.39295,5.76128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50685,1141.87,985.132,1.78426,89.9626,100,9.44053e-05,0.0060051,0.006288,0,-0.117531,0,1.63635,
5,23,20, 05/23 21,0,0,0.274615,0,0,1.48299,0,1.76587,0.687906,0.545777,0,1.75761,4.75716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50673,1141.87,985.132,1.7861,89.9626,100,9.45025e-05,0.0060051,0.006288,0,0,0,1.63625,
5,23,21, 05/23 22,0,0,0.274615,0,0,1.80492,0,1.75647,0.669448,0.46367,0,2.07953,4.96912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50674,1141.87,985.132,1.79272,89.9626,100,9.48531e-05,0.0060051,0.006288,0,0,0,1.63626,
5,23,22, 05/23 23,0,0,0.274615,0,0,1.51969,0,1.5799,1.47593,0.304283,0,1.79431,5.15443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5056,1141.87,985.132,1.77649,89.9626,100,9.39941e-05,0.0060051,0.006288,0,0,0,1.63536,
5,23,23, 05/23 24,0,0,0.274615,0,0,0.884875,0,1.34627,1.89126,0.188366,0,1.15949,4.58539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50773,1141.87,985.132,1.79726,89.9626,100,9.50929e-05,0.0060051,0.006288,0,0,0,1.63704,
5,23,24, 05/24 01,0,0,0.274615,0,0,0,0,1.10496,0.469247,0.111087,0,0.274615,1.95991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50304,1141.87,985.132,1.76825,89.9626,100,9.35584e-05,0.0060051,0.006288,0,0,0,1.63336,
5,24,1, 05/24 02,0,0,0.274615,0,0,0,0,1.01167,0.443261,0.0917679,0,0.274615,1.82131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26883,1141.87,985.132,1.31614,89.9626,100,6.96367e-05,0.0060051,0.006288,0,0,0,1.44941,
5,24,2, 05/24 03,0,0,0.274615,0,0,0.503151,0,0.955077,0.430966,0.0724484,0,0.777766,2.23626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26873,1141.87,985.132,1.31439,89.9626,100,6.95444e-05,0.0060051,0.006288,0,0,0,1.44933,
5,24,3, 05/24 04,0,0,0.274615,0,0,0.264603,0,0.951717,0.421473,0.082108,0,0.539218,1.99452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26873,1141.87,985.132,1.31439,89.9626,100,6.95444e-05,0.0060051,0.006288,0,0,0,1.44933,
5,24,4, 05/24 05,0,0,0.274615,0,0,0.118428,0,0.90576,0.414526,0.101428,0,0.393043,1.81476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26585,1141.87,985.132,1.31439,89.9626,100,6.95444e-05,0.0060051,0.006288,0,0,0,1.44707,
5,24,5, 05/24 06,0,0,0.274615,0,0,0,0,0.973739,0.423906,0.149727,0,0.274615,1.82199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26115,1141.87,985.132,1.31439,89.9626,100,6.95444e-05,0.0060051,0.006288,0,0,0,1.44337,
5,24,6, 05/24 07,0,0,0.274615,0,0,0,0,1.08294,0.461754,0.202855,0,0.274615,2.02216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10081,1141.87,985.132,1.17327,89.9626,100,6.20775e-05,0.0060051,0.006288,0,-0.24694,0,1.31745,
5,24,7, 05/24 08,0,0,0.274615,0,0,0.271398,0,1.16957,0.571861,0.198026,0,0.546013,2.48547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00741,1141.87,985.132,0.31143,89.9626,100,1.64778e-05,0.0060051,0.006288,0,-0.958075,0,0.458705,
5,24,8, 05/24 09,0,0,0.274615,0,0,0.518742,0,1.12636,0.71158,0.164216,0,0.793357,2.79551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9056,1141.87,985.132,0.130612,89.9626,100,6.9107e-06,0.0060051,0.006288,0,-1.97493,0,0.378742,
5,24,9, 05/24 10,0,0,0.274615,0,0,0.623806,0,1.10585,0.792259,0.140067,0,0.898421,2.9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87306,1141.87,985.132,0.121083,89.9626,100,6.40648e-06,0.0060051,0.006288,0,-4.09588,0,0.353191,
5,24,10, 05/24 11,0,0,0.274615,0,0,0.773913,0,1.12328,1.55871,0.130407,0,1.04853,3.86093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87014,1141.87,985.132,0.113792,89.9626,100,6.02075e-06,0.0060051,0.006288,0,-8.00839,0,0.3509,
5,24,11, 05/24 12,0,0,0.274615,0,0,3.82735,0,1.10408,3.47896,0.120747,0,4.10197,8.80575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84646,1141.87,985.132,0.113792,89.9626,100,6.02075e-06,0.0060051,0.006288,0,-9.83988,0,0.332302,
5,24,12, 05/24 13,0,0,0.274615,0,0,1.32596,0,1.0988,5.25193,0.101428,0,1.60058,8.05273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87457,1141.87,985.132,0.113617,89.9626,100,6.0115e-06,0.0060051,0.006288,0,-10.2006,0,0.354375,
5,24,13, 05/24 14,0,0,0.274615,0,0,0.91019,0,1.13214,2.41268,0.101428,0,1.18481,4.83105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86016,1141.87,985.132,0.118419,89.9626,100,6.26556e-06,0.0060051,0.006288,0,-10.5824,0,0.343057,
5,24,14, 05/24 15,0,0,0.274615,0,0,0.787127,0,1.18406,2.24736,0.101428,0,1.06174,4.59459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87266,1141.87,985.132,0.125779,89.9626,100,6.65494e-06,0.0060051,0.006288,0,-10.2461,0,0.352878,
5,24,15, 05/24 16,0,0,0.274615,0,0,0.261341,0,1.24333,0.826456,0.125577,0,0.535956,2.73132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90482,1141.87,985.132,0.123396,89.9626,100,6.52889e-06,0.0060051,0.006288,0,-9.01347,0,0.378137,
5,24,16, 05/24 17,0,0,0.274615,0,0,0.136711,0,1.37921,1.20331,0.149727,0,0.411326,3.14357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87083,1141.87,985.132,0.140004,89.9626,100,7.40762e-06,0.0060051,0.006288,0,-6.80756,0,0.351435,
5,24,17, 05/24 18,0,0,0.274615,0,0,0,0,1.533,3.38827,0.212515,0,0.274615,5.4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96812,1141.87,985.132,0.166323,89.9626,100,8.80017e-06,0.0060051,0.006288,0,-4.04012,0,0.427848,
5,24,18, 05/24 19,0,0,0.274615,0,0,1.71348,0,1.63877,1.1761,0.405711,0,1.9881,5.20867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70225,1141.87,985.132,1.18866,89.9626,100,6.28918e-05,0.0060051,0.006288,0,-1.23043,0,1.00442,
5,24,19, 05/24 20,0,0,0.274615,0,0,0.969171,0,1.704,1.87152,0.565097,0,1.24379,5.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26791,1141.87,985.132,1.33345,89.9626,100,7.05529e-05,0.0060051,0.006288,0,-0.166232,0,1.44869,
5,24,20, 05/24 21,0,0,0.274615,0,0,2.09408,0,1.76587,3.7452,0.545777,0,2.3687,8.42555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26696,1141.87,985.132,1.32776,89.9626,100,7.0252e-05,0.0060051,0.006288,0,0,0,1.44794,
5,24,21, 05/24 22,0,0,0.274615,0,0,1.68685,0,1.75647,5.30207,0.46367,0,1.96147,9.48368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26688,1141.87,985.132,1.33458,89.9626,100,7.06125e-05,0.0060051,0.006288,0,0,0,1.44788,
5,24,22, 05/24 23,0,0,0.274615,0,0,1.0612,0,1.5799,0.520943,0.304283,0,1.33581,3.74094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26606,1141.87,985.132,1.32453,89.9626,100,7.0081e-05,0.0060051,0.006288,0,0,0,1.44723,
5,24,23, 05/24 24,0,0,0.274615,0,0,1.90549,0,1.34627,0.487252,0.188366,0,2.18011,4.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26898,1141.87,985.132,1.32782,89.9626,100,7.02547e-05,0.0060051,0.006288,0,0,0,1.44952,
5,24,24, 05/25 01,0,0,0.274615,0,0,0.892759,0,1.10496,0.46436,0.111087,0,1.16737,2.84778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26583,1141.87,985.132,1.31809,89.9626,100,6.97403e-05,0.0060051,0.006288,0,0,0,1.44705,
5,25,1, 05/25 02,0,0,0.274615,0,0,0.114942,0,1.01167,0.4391,0.0917679,0,0.389557,1.93209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99628,1141.87,985.132,1.18149,89.9626,100,6.25125e-05,0.0060051,0.006288,0,0,0,1.23535,
5,25,2, 05/25 03,0,0,0.274615,0,0,0.246674,0,0.955077,0.427301,0.0724484,0,0.521289,1.97612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99628,1141.87,985.132,1.18149,89.9626,100,6.25125e-05,0.0060051,0.006288,0,0,0,1.23535,
5,25,3, 05/25 04,0,0,0.274615,0,0,0,0,0.951717,0.418165,0.082108,0,0.274615,1.7266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9963,1141.87,985.132,1.18149,89.9626,100,6.25125e-05,0.0060051,0.006288,0,0,0,1.23537,
5,25,4, 05/25 05,0,0,0.274615,0,0,0,0,0.90576,0.411016,0.101428,0,0.274615,1.69282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99636,1141.87,985.132,1.18149,89.9626,100,6.25125e-05,0.0060051,0.006288,0,0,0,1.23541,
5,25,5, 05/25 06,0,0,0.274615,0,0,0,0,0.973739,0.420477,0.149727,0,0.274615,1.81856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99643,1141.87,985.132,1.18149,89.9626,100,6.25125e-05,0.0060051,0.006288,0,0,0,1.23547,
5,25,6, 05/25 07,0,0,0.274615,0,0,0,0,1.08294,0.458347,0.202855,0,0.274615,2.01876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59275,1141.87,985.132,1.04743,89.9626,100,5.54195e-05,0.0060051,0.006288,0,-0.235896,0,0.918421,
5,25,7, 05/25 08,0,0,0.274615,0,0,0,0,1.16957,0.568832,0.198026,0,0.274615,2.21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8933,1141.87,985.132,0.147783,89.9626,100,7.81922e-06,0.0060051,0.006288,0,-0.944175,0,0.369087,
5,25,8, 05/25 09,0,0,0.274615,0,0,0.325403,0,1.12636,0.968165,0.164216,0,0.600018,2.85876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81252,1141.87,985.132,0.116562,89.9626,100,6.16727e-06,0.0060051,0.006288,0,-1.6703,0,0.305643,
5,25,9, 05/25 10,0,0,0.274615,0,0,1.25788,0,1.10585,3.40919,0.140067,0,1.53249,6.1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82263,1141.87,985.132,0.118944,89.9626,100,6.29332e-06,0.0060051,0.006288,0,-1.98834,0,0.313585,
5,25,10, 05/25 11,0,0,0.274615,0,0,1.42339,0,1.12328,6.57353,0.130407,0,1.69801,9.52523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79418,1141.87,985.132,0.118944,89.9626,100,6.29332e-06,0.0060051,0.006288,0,-2.39244,0,0.291235,
5,25,11, 05/25 12,0,0,0.274615,0,0,1.62971,0,1.10408,15.408,0.120747,0,1.90433,18.5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81504,1141.87,985.132,0.101525,89.9626,100,5.3717e-06,0.0060051,0.006288,0,-2.72497,0,0.307625,
5,25,12, 05/25 13,0,0,0.274615,0,0,2.89558,0,1.0988,13.7556,0.101428,0,3.1702,18.1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79211,1141.87,985.132,0.0919584,89.9626,100,4.86552e-06,0.0060051,0.006288,0,-7.21527,0,0.289616,
