,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
1,30,12, 01/30 12,0,0,0.274615,0,0,2.79563,0,1.32012,2.32139,0.171058,0,3.07024,6.88282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13016,1269.81,1106.78,3.41055,89.9626,100,0.000180452,0.0060051,0.006288,0,-2.43704,0,2.12588,
1,30,13, 01/30 13,0,0,0.274615,0,0,1.63104,0,1.32217,7.20036,0.143689,0,1.90565,10.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13156,1269.81,1106.78,3.57712,89.9626,100,0.000189266,0.0060051,0.006288,0,-1.45263,0,2.12698,
1,30,14, 01/30 14,0,0,0.274615,0,0,1.195,0,1.35189,0.612411,0.143689,0,1.46961,3.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1223,1269.81,1106.78,3.38719,89.9626,100,0.000179216,0.0060051,0.006288,0,-1.23056,0,2.11971,
1,30,15, 01/30 15,0,0,0.274615,0,0,0.614585,0,1.40086,0.626041,0.143689,0,0.8892,3.05979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13012,1269.81,1106.78,3.40532,89.9626,100,0.000180176,0.0060051,0.006288,0,-1.41304,0,2.12585,
1,30,16, 01/30 16,0,0,0.274615,0,0,0,0,1.44256,0.739025,0.177901,0,0.274615,2.6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12626,1269.81,1106.78,3.27576,89.9626,100,0.00017332,0.0060051,0.006288,0,-3.32332,0,2.12282,
1,30,17, 01/30 17,0,0,0.274615,0,0,0,0,1.62943,1.13695,0.212113,0,0.274615,3.25311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27497,1269.81,1106.78,3.6906,89.9626,100,0.00019527,0.0060051,0.006288,0,-1.14311,0,2.23961,
1,30,18, 01/30 18,0,0,0.274615,0,0,0,0,1.87574,1.90955,0.301063,0,0.274615,4.36096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63926,1269.81,1106.78,4.57122,89.9626,100,0.000241863,0.0060051,0.006288,0,-0.0561643,0,2.52573,
1,30,19, 01/30 19,0,0,0.274615,0,0,0,0,2.04213,3.79315,0.574758,0,0.274615,6.68465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64316,1269.81,1106.78,4.56908,89.9626,100,0.00024175,0.0060051,0.006288,0,0,0,2.52879,
1,30,20, 01/30 20,0,0,0.274615,0,0,0.144406,0,2.14768,1.42329,0.800555,0,0.419021,4.79054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65683,1269.81,1106.78,4.56011,89.9626,100,0.000241276,0.0060051,0.006288,0,0,0,2.53953,
1,30,21, 01/30 21,0,0,0.274615,0,0,0.893143,0,2.23908,1.41699,0.773183,0,1.16776,5.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65472,1269.81,1106.78,4.55637,89.9626,100,0.000241078,0.0060051,0.006288,0,0,0,2.53787,
1,30,22, 01/30 22,0,0,0.274615,0,0,1.15975,0,2.22228,3.22365,0.656865,0,1.43436,7.53716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66659,1269.81,1106.78,4.61274,89.9626,100,0.00024406,0.0060051,0.006288,0,0,0,2.54719,
1,30,23, 01/30 23,0,0,0.274615,0,0,1.57872,0,1.97035,0.798495,0.431067,0,1.85334,5.05325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6651,1269.81,1106.78,4.61869,89.9626,100,0.000244375,0.0060051,0.006288,0,0,0,2.54601,
1,30,24, 01/30 24,0,0,0.274615,0,0,1.8069,0,1.68828,0.734111,0.266851,0,2.08151,4.77075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65547,1269.81,1106.78,4.59392,89.9626,100,0.000243064,0.0060051,0.006288,0,0,0,2.53845,
1,31,1, 01/31 01,0,0,0.274615,0,0,0.847699,0,1.36184,2.62958,0.157374,0,1.12231,5.2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40455,1269.81,1106.78,6.15231,89.9626,100,0.000325519,0.0060051,0.006288,0,0,0,3.12677,
1,31,2, 01/31 02,0,0,0.274615,0,0.0711035,0.841352,0,1.25303,0.418502,0.130004,0,1.18707,2.9886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3842,1269.81,1106.78,6.13195,89.9626,100,0.000324441,0.0060051,0.006288,0,0,0,3.11079,
1,31,3, 01/31 03,0,0,0.274615,0,0.0711035,0,0,1.18786,0.404481,0.102635,0,0.345719,2.04069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3583,1269.81,1106.78,6.10113,89.9626,100,0.000322811,0.0060051,0.006288,0,0,0,3.09045,
1,31,4, 01/31 04,0,0,0.274615,0,0.0711035,0,0,1.18448,0.394396,0.11632,0,0.345719,2.04091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34459,1269.81,1106.78,6.06235,89.9626,100,0.000320759,0.0060051,0.006288,0,0,0,3.07968,
1,31,5, 01/31 05,0,0,0.274615,0,0.0711035,0,0,1.12495,0.382386,0.143689,0,0.345719,1.99674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33186,1269.81,1106.78,6.06691,89.9626,100,0.000321,0.0060051,0.006288,0,0,0,3.06968,
1,31,6, 01/31 06,0,0,0.274615,0,0.0711035,0.169545,0,1.219,0.391785,0.212113,0,0.515264,2.33816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32271,1269.81,1106.78,6.10204,89.9626,100,0.000322859,0.0060051,0.006288,0,0,0,3.06249,
1,31,7, 01/31 07,0,0,0.274615,0,0.0711035,0.483216,0,1.369,0.430812,0.287378,0,0.828934,2.91612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30645,1269.81,1106.78,6.0768,89.9626,100,0.000321523,0.0060051,0.006288,0,0,0,3.04972,
1,31,8, 01/31 08,0,0,0.274615,0,0.0711035,0.598151,0,1.47074,0.563592,0.280536,0,0.943869,3.25873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47526,1269.81,1106.78,5.18397,89.9626,100,0.000274284,0.0060051,0.006288,0,-1.85376,0,2.39692,
1,31,9, 01/31 09,0,0,0.274615,0,0,0.991442,0,1.38294,0.740894,0.23264,0,1.26606,3.62253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17345,1269.81,1106.78,2.02351,89.9626,100,0.000107064,0.0060051,0.006288,0,-5.26835,0,1.3745,
1,31,10, 01/31 10,0,0,0.274615,0,0,1.66128,0,1.32977,0.874016,0.198428,0,1.9359,4.33811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02952,1269.81,1106.78,0.964002,89.9626,100,5.10054e-05,0.0060051,0.006288,0,-7.84402,0,1.26146,
1,31,11, 01/31 11,0,0,0.274615,0,0,1.05847,0,1.35231,2.02501,0.184743,0,1.33309,4.89515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03491,1269.81,1106.78,0.806075,89.9626,100,4.26494e-05,0.0060051,0.006288,0,-9.11558,0,1.26569,
1,31,12, 01/31 12,0,0,0.274615,0,0,1.04681,0,1.33088,1.77012,0.171058,0,1.32142,4.59348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0318,1269.81,1106.78,0.798668,89.9626,100,4.22575e-05,0.0060051,0.006288,0,-10.035,0,1.26324,
1,31,13, 01/31 13,0,0,0.274615,0,0,0.493694,0,1.31879,0.838003,0.143689,0,0.768309,3.06879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02442,1269.81,1106.78,0.784139,89.9626,100,4.14888e-05,0.0060051,0.006288,0,-10.3564,0,1.25745,
1,31,14, 01/31 14,0,0,0.274615,0,0,1.03782,0,1.35906,0.942139,0.143689,0,1.31243,3.75732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03357,1269.81,1106.78,0.776372,89.9626,100,4.10778e-05,0.0060051,0.006288,0,-9.53694,0,1.26464,
1,31,15, 01/31 15,0,0,0.274615,0,0,1.77381,0,1.42556,2.82862,0.143689,0,2.04843,6.44629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01706,1269.81,1106.78,0.747295,89.9626,100,3.95394e-05,0.0060051,0.006288,0,-7.94634,0,1.25167,
1,31,16, 01/31 16,0,0,0.274615,0,0,1.64705,0,1.49922,3.14533,0.177901,0,1.92166,6.74412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03273,1269.81,1106.78,0.790188,89.9626,100,4.18089e-05,0.0060051,0.006288,0,-5.37886,0,1.26398,
1,31,17, 01/31 17,0,0,0.274615,0,0,0.689836,0,1.68241,3.19614,0.212113,0,0.964451,6.05512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52122,1269.81,1106.78,2.00721,89.9626,100,0.000106201,0.0060051,0.006288,0,-2.24267,0,1.64763,
1,31,18, 01/31 18,0,0,0.274615,0,0,0.509999,0,1.89695,5.52831,0.301063,0,0.784614,8.51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02373,1269.81,1106.78,3.16733,89.9626,100,0.000167584,0.0060051,0.006288,0,-0.0861142,0,2.0423,
1,31,19, 01/31 19,0,0,0.274615,0,0,0.522378,0,2.03865,4.14921,0.574758,0,0.796993,7.55962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03285,1269.81,1106.78,3.20356,89.9626,100,0.0001695,0.0060051,0.006288,0,0,0,2.04946,
1,31,20, 01/31 20,0,0,0.274615,0,0,0.568816,0,2.11929,6.6606,0.800555,0,0.843431,10.4239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03141,1269.81,1106.78,3.18961,89.9626,100,0.000168762,0.0060051,0.006288,0,0,0,2.04833,
1,31,21, 01/31 21,0,0,0.274615,0,0,1.42516,0,2.19655,1.65119,0.773183,0,1.69978,6.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03017,1269.81,1106.78,3.19138,89.9626,100,0.000168856,0.0060051,0.006288,0,0,0,2.04735,
1,31,22, 01/31 22,0,0,0.274615,0,0,1.50091,0,2.17607,0.566968,0.656865,0,1.77552,5.17542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03035,1269.81,1106.78,3.19545,89.9626,100,0.000169071,0.0060051,0.006288,0,0,0,2.0475,
1,31,23, 01/31 23,0,0,0.274615,0,0,1.35165,0,1.94545,0.759428,0.431067,0,1.62627,4.76221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03058,1269.81,1106.78,3.19879,89.9626,100,0.000169248,0.0060051,0.006288,0,0,0,2.04768,
1,31,24, 01/31 24,0,0,0.274615,0,0,1.11664,0,1.65907,2.89935,0.266851,0,1.39126,6.21652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03503,1269.81,1106.78,3.20008,89.9626,100,0.000169316,0.0060051,0.006288,0,0,0,2.05117,
2,1,1, 02/01 01,0,0,0.274615,0,0,1.09511,0,1.25492,2.65389,0.146794,0,1.36972,5.42533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15405,1270.19,1115.06,3.34158,89.9626,100,0.000176803,0.0060051,0.006288,8.8e-09,0,0,2.14464,
2,1,2, 02/01 02,0,0,0.274615,0,0.0711035,0.539759,0,1.15218,0.419768,0.121265,0,0.885477,2.57869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39787,1270.19,1115.06,3.34158,89.9626,100,0.000176803,0.0060051,0.006288,7.97e-05,0,0,2.33614,
2,1,3, 02/01 03,0,0,0.274615,0,0.0711035,0.0571552,0,1.09099,0.405547,0.0957354,0,0.402874,1.99514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15391,1270.19,1115.06,3.34158,89.9626,100,0.000176803,0.0060051,0.006288,0,0,0,2.14454,
2,1,4, 02/01 04,0,0,0.274615,0,0.0711035,0.911072,0,1.08723,0.653605,0.1085,0,1.25679,3.10613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15126,1270.19,1115.06,3.33162,89.9626,100,0.000176276,0.0060051,0.006288,0,0,0,2.14246,
2,1,5, 02/01 05,0,0,0.274615,0,0.0711035,0.0637363,0,1.03207,2.5677,0.134029,0,0.409455,4.14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15097,1270.19,1115.06,3.33354,89.9626,100,0.000176378,0.0060051,0.006288,0,0,0,2.14223,
2,1,6, 02/01 06,0,0,0.274615,0,0.0711035,0.279932,0,1.11964,0.392357,0.197853,0,0.625651,2.3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15111,1270.19,1115.06,3.33354,89.9626,100,0.000176378,0.0060051,0.006288,0,0,0,2.14234,
2,1,7, 02/01 07,0,0,0.274615,0,0.0711035,0.864866,0,1.25994,0.578116,0.268059,0,1.21058,3.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62017,1270.19,1115.06,3.34351,89.9626,100,0.000176905,0.0060051,0.006288,0.000152574,0,0,2.51073,
2,1,8, 02/01 08,0,0,0.274615,0,0.0711035,0,0,1.3559,2.03358,0.261677,0,0.345719,3.99687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71024,1270.19,1115.06,3.22978,89.9626,100,0.000170888,0.0060051,0.006288,0.000206641,-1.7294,0,2.58147,
2,1,9, 02/01 09,0,0,0.274615,0,0.0711035,0.620052,0,1.27468,3.04065,0.217,0,0.965771,5.49811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66941,1270.19,1115.06,2.05522,89.9626,100,0.000108742,0.0060051,0.006288,1.32e-05,-5.04795,0,1.76402,
2,1,10, 02/01 10,0,0,0.274615,0,0,1.75517,0,1.22523,4.38787,0.185088,0,2.02979,7.82797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55462,1270.19,1115.06,1.68032,89.9626,100,8.89057e-05,0.0060051,0.006288,0,-7.70162,0,1.67386,
2,1,11, 02/01 11,0,0,0.274615,0,0,1.72394,0,1.24574,2.98645,0.172324,0,1.99855,6.40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64557,1270.19,1115.06,1.9674,89.9626,100,0.000104095,0.0060051,0.006288,0,-9.53243,0,1.7453,
2,1,12, 02/01 12,0,0,0.274615,0,0,1.00748,0,1.22542,1.73018,0.159559,0,1.2821,4.39726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6313,1270.19,1115.06,1.95983,89.9626,100,0.000103694,0.0060051,0.006288,0,-10.4082,0,1.73408,
2,1,13, 02/01 13,0,0,0.274615,0,0,1.84338,0,1.21418,2.60203,0.134029,0,2.11799,6.06823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62681,1270.19,1115.06,1.95233,89.9626,100,0.000103298,0.0060051,0.006288,0,-10.3463,0,1.73056,
2,1,14, 02/01 14,0,0,0.274615,0,0,1.23413,0,1.25197,2.94644,0.134029,0,1.50875,5.84118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65738,1270.19,1115.06,1.99128,89.9626,100,0.000105359,0.0060051,0.006288,0,-9.35192,0,1.75457,
2,1,15, 02/01 15,0,0,0.274615,0,0,1.09732,0,1.31458,2.8751,0.134029,0,1.37194,5.69564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6207,1270.19,1115.06,2.27295,89.9626,100,0.000120262,0.0060051,0.006288,0,-7.81173,0,1.72576,
2,1,16, 02/01 16,0,0,0.274615,0,0,0.636748,0,1.38331,1.90382,0.165941,0,0.911363,4.36444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65569,1270.19,1115.06,2.46526,89.9626,100,0.000130437,0.0060051,0.006288,0,-5.31253,0,1.75324,
2,1,17, 02/01 17,0,0,0.274615,0,0,0.941544,0,1.55462,0.998538,0.197853,0,1.21616,3.96717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99361,1270.19,1115.06,2.99993,89.9626,100,0.000158726,0.0060051,0.006288,0,-2.08596,0,2.01864,
2,1,18, 02/01 18,0,0,0.274615,0,0,1.42788,0,1.75453,1.30672,0.280824,0,1.70249,5.04457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15073,1270.19,1115.06,3.32834,89.9626,100,0.000176103,0.0060051,0.006288,0,-0.0509085,0,2.14204,
2,1,19, 02/01 19,0,0,0.274615,0,0,2.23805,0,1.88723,1.27924,0.536117,0,2.51266,6.21526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15161,1270.19,1115.06,3.33754,89.9626,100,0.000176589,0.0060051,0.006288,0,0,0,2.14273,
2,1,20, 02/01 20,0,0,0.274615,0,0,0.961743,0,1.96342,1.91767,0.746734,0,1.23636,5.86418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1534,1270.19,1115.06,3.33634,89.9626,100,0.000176526,0.0060051,0.006288,0,0,0,2.14414,
2,1,21, 02/01 21,0,0,0.274615,0,0,2.15864,0,2.03586,3.75095,0.721205,0,2.43325,8.94127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15426,1270.19,1115.06,3.3425,89.9626,100,0.000176851,0.0060051,0.006288,0,0,0,2.14481,
2,1,22, 02/01 22,0,0,0.274615,0,0,1.14387,0,2.01769,5.29177,0.612707,0,1.41849,9.34066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21393,1270.19,1115.06,3.3425,89.9626,100,0.000176851,0.0060051,0.006288,1.93e-05,0,0,2.19167,
2,1,23, 02/01 23,0,0,0.274615,0,0,1.23558,0,1.80247,0.498568,0.402087,0,1.5102,4.21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92899,1270.19,1115.06,3.3425,89.9626,100,0.000176851,0.0060051,0.006288,0.00025281,0,0,2.75327,
2,1,24, 02/01 24,0,0,0.274615,0,0,1.53166,0,1.53511,0.473491,0.248912,0,1.80628,4.06379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45074,1270.19,1115.06,3.3541,89.9626,100,0.000177465,0.0060051,0.006288,0.000422078,0,0,3.16305,
2,2,1, 02/02 01,0,0,0.274615,0,0,0.480283,0,1.25189,0.432254,0.146794,0,0.754898,2.58583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62372,1270.19,1115.06,2.90974,89.9626,100,0.000153954,0.0060051,0.006288,0.000218159,0,0,2.51352,
2,2,2, 02/02 02,0,0,0.274615,0,0,0.245792,0,1.13927,0.414008,0.121265,0,0.520407,2.19495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95215,1270.19,1115.06,2.90852,89.9626,100,0.00015389,0.0060051,0.006288,0,0,0,1.98608,
2,2,3, 02/02 03,0,0,0.274615,0,0,0,0,1.09468,0.400579,0.0957354,0,0.274615,1.86561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95053,1270.19,1115.06,2.90354,89.9626,100,0.000153626,0.0060051,0.006288,0,0,0,1.9848,
2,2,4, 02/02 04,0,0,0.274615,0,0,0.373921,0,1.08789,0.394057,0.1085,0,0.648536,2.23899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94894,1270.19,1115.06,2.89356,89.9626,100,0.000153098,0.0060051,0.006288,0,0,0,1.98355,
2,2,5, 02/02 05,0,0,0.274615,0,0.0711035,0.505132,0,1.03578,0.384552,0.134029,0,0.850851,2.40521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94783,1270.19,1115.06,2.89356,89.9626,100,0.000153098,0.0060051,0.006288,0,0,0,1.98268,
2,2,6, 02/02 06,0,0,0.274615,0,0.0711035,0.482964,0,1.12334,0.45686,0.197853,0,0.828682,2.60674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94949,1270.19,1115.06,2.89854,89.9626,100,0.000153362,0.0060051,0.006288,0,0,0,1.98399,
2,2,7, 02/02 07,0,0,0.274615,0,0.0711035,0.104141,0,1.2834,0.706781,0.268059,0,0.44986,2.7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95123,1270.19,1115.06,2.90236,89.9626,100,0.000153564,0.0060051,0.006288,0,0,0,1.98535,
2,2,8, 02/02 08,0,0,0.274615,0,0.0711035,3.19228,0,1.38239,2.67084,0.261677,0,3.53799,7.85291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93705,1270.19,1115.06,2.88473,89.9626,100,0.000152631,0.0060051,0.006288,0,-1.41344,0,1.97422,
2,2,9, 02/02 09,0,0,0.274615,0,0,5.94013,0,1.28153,3.82057,0.217,0,6.21474,11.5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64264,1270.19,1115.06,2.43054,89.9626,100,0.0001286,0.0060051,0.006288,0,-2.9961,0,1.743,
2,2,10, 02/02 10,0,0,0.274615,0,0,2.27811,0,1.20187,1.18813,0.185088,0,2.55273,5.12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62902,1270.19,1115.06,2.37081,89.9626,100,0.00012544,0.0060051,0.006288,0,-5.36867,0,1.73229,
2,2,11, 02/02 11,0,0,0.274615,0,0,1.69194,0,1.21559,5.31443,0.172324,0,1.96656,8.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61372,1270.19,1115.06,2.16793,89.9626,100,0.000114705,0.0060051,0.006288,0,-6.68386,0,1.72028,
2,2,12, 02/02 12,0,0,0.274615,0,0,1.83039,0,1.21559,4.23869,0.159559,0,2.105,7.71884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60439,1270.19,1115.06,2.10571,89.9626,100,0.000111413,0.0060051,0.006288,0,-9.88849,0,1.71295,
2,2,13, 02/02 13,0,0,0.274615,0,0,1.44821,0,1.21793,1.42369,0.134029,0,1.72282,4.49847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59679,1270.19,1115.06,2.09513,89.9626,100,0.000110853,0.0060051,0.006288,0,-8.92416,0,1.70699,
2,2,14, 02/02 14,0,0,0.274615,0,0,0.488788,0,1.24584,0.599015,0.134029,0,0.763404,2.74229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60691,1270.19,1115.06,2.12102,89.9626,100,0.000112223,0.0060051,0.006288,0,-8.33699,0,1.71493,
2,2,15, 02/02 15,0,0,0.274615,0,0,0,0,1.29112,1.54476,0.134029,0,0.274615,3.24453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60875,1270.19,1115.06,2.29784,89.9626,100,0.000121579,0.0060051,0.006288,0,-7.94598,0,1.71638,
2,2,16, 02/02 16,0,0,0.274615,0,0,0.220649,0,1.32966,2.50541,0.165941,0,0.495264,4.49627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61282,1270.19,1115.06,2.31633,89.9626,100,0.000122557,0.0060051,0.006288,0,-5.37602,0,1.71957,
