,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
4,25,3, 04/25 04,0,0,0.274615,0,0,0,0,1.01954,0.397496,0.0909053,0,0.274615,1.78256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57264,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68801,
4,25,4, 04/25 05,0,0,0.274615,0,0,0.128189,0,0.96988,0.387367,0.112295,0,0.402804,1.87235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57263,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68801,
4,25,5, 04/25 06,0,0,0.274615,0,0,0.318473,0,1.0446,0.395945,0.165769,0,0.593089,2.1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57267,1141.66,1027.6,1.85106,89.9626,100,9.79397e-05,0.0060051,0.006288,0,0,0,1.68804,
4,25,6, 04/25 07,0,0,0.274615,0,0,0.0175834,0,1.16434,0.432261,0.22459,0,0.292199,2.11339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57276,1141.66,1027.6,1.85229,89.9626,100,9.80045e-05,0.0060051,0.006288,0,-0.210387,0,1.68811,
4,25,7, 04/25 08,0,0,0.274615,0,0,0.951276,0,1.2551,0.543816,0.219243,0,1.22589,3.24405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49772,1141.66,1027.6,0.555417,89.9626,100,2.93871e-05,0.0060051,0.006288,0,-1.94512,0,0.843792,
4,25,8, 04/25 09,0,0,0.274615,0,0,3.4314,0,1.20087,0.69267,0.181811,0,3.70601,5.78136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80273,1141.66,1027.6,0.0790467,89.9626,100,4.18236e-06,0.0060051,0.006288,0,-4.96406,0,0.297954,
4,25,9, 04/25 10,0,0,0.274615,0,0,4.51346,0,1.17241,0.685717,0.155074,0,4.78808,6.80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78269,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-7.51856,0,0.282217,
4,25,10, 04/25 11,0,0,0.274615,0,0,1.8703,0,1.19121,0.66807,0.144379,0,2.14491,4.14857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79157,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-9.70149,0,0.28919,
4,25,11, 04/25 12,0,0,0.274615,0,0,0.982707,0,1.17125,0.722041,0.133684,0,1.25732,3.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79715,1141.66,1027.6,0.0568631,89.9626,100,3.00863e-06,0.0060051,0.006288,0,-10.9508,0,0.293568,
4,25,12, 04/25 13,0,0,0.274615,0,0,0.535293,0,1.16429,0.771211,0.112295,0,0.809909,2.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77306,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-11.5173,0,0.27465,
4,25,13, 04/25 14,0,0,0.274615,0,0,0.112803,0,1.19949,0.757434,0.112295,0,0.387418,2.45664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76313,1141.66,1027.6,0.0593515,89.9626,100,3.14029e-06,0.0060051,0.006288,0,-11.3519,0,0.266853,
4,25,14, 04/25 15,0,0,0.274615,0,0,0.537119,0,1.25523,0.766749,0.112295,0,0.811734,2.94601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7989,1141.66,1027.6,0.0617339,89.9626,100,3.26634e-06,0.0060051,0.006288,0,-10.4766,0,0.294946,
4,25,15, 04/25 16,0,0,0.274615,0,0,0.525894,0,1.31846,0.984116,0.139032,0,0.800509,3.24211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76455,1141.66,1027.6,0.0664988,89.9626,100,3.51845e-06,0.0060051,0.006288,0,-8.98074,0,0.267965,
4,25,16, 04/25 17,0,0,0.274615,0,0,0.547787,0,1.46661,3.23964,0.165769,0,0.822402,5.69443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81275,1141.66,1027.6,0.0641164,89.9626,100,3.3924e-06,0.0060051,0.006288,0,-6.66897,0,0.305821,
4,25,17, 04/25 18,0,0,0.274615,0,0,0.154091,0,1.6362,1.83962,0.235285,0,0.428706,4.13981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8664,1141.66,1027.6,0.117463,89.9626,100,6.21495e-06,0.0060051,0.006288,0,-3.75087,0,0.347957,
4,25,18, 04/25 19,0,0,0.274615,0,0,1.27675,0,1.75141,1.36019,0.449181,0,1.55137,5.11215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95326,1141.66,1027.6,1.28214,89.9626,100,6.78379e-05,0.0060051,0.006288,0,-0.959965,0,1.20157,
4,25,19, 04/25 20,0,0,0.274615,0,0,1.75738,0,1.82072,2.63292,0.625643,0,2.032,7.11128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57731,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69169,
4,25,20, 04/25 21,0,0,0.274615,0,0,1.12226,0,1.88679,1.54866,0.604254,0,1.39688,5.43658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57718,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69158,
4,25,21, 04/25 22,0,0,0.274615,0,0,1.21385,0,1.87458,1.44549,0.513348,0,1.48846,5.32188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5776,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69191,
4,25,22, 04/25 23,0,0,0.274615,0,0,0.964064,0,1.68373,2.48365,0.336886,0,1.23868,5.74295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57804,1141.66,1027.6,1.85356,89.9626,100,9.80717e-05,0.0060051,0.006288,0,0,0,1.69226,
4,25,23, 04/25 24,0,0,0.274615,0,0,1.12373,0,1.43535,1.68164,0.208548,0,1.39834,4.72388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58378,1141.66,1027.6,1.88952,89.9626,100,9.99745e-05,0.0060051,0.006288,0,0,0,1.69677,
4,25,24, 04/26 01,0,0,0.274615,0,0,0.518502,0,1.17942,1.54617,0.12299,0,0.793117,3.64169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58061,1141.66,1027.6,1.87217,89.9626,100,9.90568e-05,0.0060051,0.006288,0,0,0,1.69428,
4,26,1, 04/26 02,0,0,0.274615,0,0,0.120593,0,1.08188,0.418771,0.1016,0,0.395208,1.99746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51066,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,0,0,1.63934,
4,26,2, 04/26 03,0,0,0.274615,0,0,0,0,1.02278,0.40688,0.0802105,0,0.274615,1.78448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50975,1141.66,1027.6,1.72199,89.9626,100,9.11103e-05,0.0060051,0.006288,0,0,0,1.63862,
4,26,3, 04/26 04,0,0,0.274615,0,0,0,0,1.01954,0.397598,0.0909053,0,0.274615,1.78266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50971,1141.66,1027.6,1.72414,89.9626,100,9.1224e-05,0.0060051,0.006288,0,0,0,1.63859,
4,26,4, 04/26 05,0,0,0.274615,0,0,0,0,0.96988,0.387455,0.112295,0,0.274615,1.74424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50967,1141.66,1027.6,1.72414,89.9626,100,9.1224e-05,0.0060051,0.006288,0,0,0,1.63856,
4,26,5, 04/26 06,0,0,0.274615,0,0,0.00856758,0,1.0446,0.395942,0.165769,0,0.283183,1.88949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51052,1141.66,1027.6,1.72662,89.9626,100,9.13557e-05,0.0060051,0.006288,0,0,0,1.63923,
4,26,6, 04/26 07,0,0,0.274615,0,0,0.911734,0,1.16434,0.432089,0.22459,0,1.18635,3.00737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51063,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,-0.217353,0,1.63932,
4,26,7, 04/26 08,0,0,0.274615,0,0,1.10478,0,1.2551,0.801032,0.219243,0,1.3794,3.65477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00116,1141.66,1027.6,0.890005,89.9626,100,4.70901e-05,0.0060051,0.006288,0,-1.47514,0,1.23919,
4,26,8, 04/26 09,0,0,0.274615,0,0,0.650724,0,1.20087,3.134,0.181811,0,0.925339,5.44202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87161,1141.66,1027.6,0.0840235,89.9626,100,4.44569e-06,0.0060051,0.006288,0,-3.28746,0,0.352054,
4,26,9, 04/26 10,0,0,0.274615,0,0,0.692535,0,1.17241,2.86822,0.155074,0,0.96715,5.16285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75593,1141.66,1027.6,0.0592456,89.9626,100,3.13468e-06,0.0060051,0.006288,0,-7.21401,0,0.261194,
4,26,10, 04/26 11,0,0,0.274615,0,0,0.931356,0,1.19121,0.666341,0.144379,0,1.20597,3.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74797,1141.66,1027.6,0.0520982,89.9626,100,2.75652e-06,0.0060051,0.006288,0,-9.45177,0,0.254944,
4,26,11, 04/26 12,0,0,0.274615,0,0,0.606059,0,1.17125,0.913977,0.133684,0,0.880674,3.09959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72744,1141.66,1027.6,0.0496098,89.9626,100,2.62486e-06,0.0060051,0.006288,0,-10.6492,0,0.238821,
4,26,12, 04/26 13,0,0,0.274615,0,0,0.395547,0,1.16429,2.83633,0.112295,0,0.670162,4.78307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72412,1141.66,1027.6,0.0520982,89.9626,100,2.75652e-06,0.0060051,0.006288,0,-11.5559,0,0.236218,
4,26,13, 04/26 14,0,0,0.274615,0,0,0.516084,0,1.19949,2.01399,0.112295,0,0.790699,4.11647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72675,1141.66,1027.6,0.0544807,89.9626,100,2.88257e-06,0.0060051,0.006288,0,-11.6281,0,0.238279,
4,26,14, 04/26 15,0,0,0.274615,0,0,0.578444,0,1.25523,3.97293,0.112295,0,0.853059,6.19351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75764,1141.66,1027.6,0.0520982,89.9626,100,2.75652e-06,0.0060051,0.006288,0,-10.664,0,0.26254,
4,26,15, 04/26 16,0,0,0.274615,0,0,1.34078,0,1.31846,3.1743,0.139032,0,1.61539,6.24718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73434,1141.66,1027.6,0.0520982,89.9626,100,2.75652e-06,0.0060051,0.006288,0,-8.87002,0,0.244243,
4,26,16, 04/26 17,0,0,0.274615,0,0,1.54501,0,1.46661,2.31971,0.165769,0,1.81963,5.77172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78912,1141.66,1027.6,0.0592456,89.9626,100,3.13468e-06,0.0060051,0.006288,0,-6.6453,0,0.287268,
4,26,17, 04/26 18,0,0,0.274615,0,0,1.74295,0,1.6362,1.17712,0.235285,0,2.01756,5.06616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84832,1141.66,1027.6,0.0982973,89.9626,100,5.20091e-06,0.0060051,0.006288,0,-3.78037,0,0.333758,
4,26,18, 04/26 19,0,0,0.274615,0,0,3.38469,0,1.75141,1.62956,0.449181,0,3.6593,7.48946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71482,1141.66,1027.6,1.21669,89.9626,100,6.43753e-05,0.0060051,0.006288,0,-0.962224,0,1.0143,
4,26,19, 04/26 20,0,0,0.274615,0,0,2.36282,0,1.82072,3.08933,0.625643,0,2.63743,8.17312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51057,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,-0.00842539,0,1.63927,
4,26,20, 04/26 21,0,0,0.274615,0,0,2.15151,0,1.88679,6.78929,0.604254,0,2.42613,11.7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51049,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,0,0,1.63921,
4,26,21, 04/26 22,0,0,0.274615,0,0,1.81539,0,1.87458,10.4431,0.513348,0,2.09001,14.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51067,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,0,0,1.63935,
4,26,22, 04/26 23,0,0,0.274615,0,0,1.12732,0,1.68373,0.789697,0.336886,0,1.40193,4.21225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51131,1141.66,1027.6,1.72447,89.9626,100,9.1242e-05,0.0060051,0.006288,0,0,0,1.63985,
4,26,23, 04/26 24,0,0,0.274615,0,0,1.04405,0,1.43535,0.470516,0.208548,0,1.31866,3.43308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51685,1141.66,1027.6,1.75757,89.9626,100,9.29929e-05,0.0060051,0.006288,0,0,0,1.6442,
4,26,24, 04/27 01,0,0,0.274615,0,0,0.00152599,0,1.17587,0.43158,0.12299,0,0.276141,2.00658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51369,1141.66,1027.6,1.74172,89.9626,100,9.21545e-05,0.0060051,0.006288,0,0,0,1.64172,
4,27,1, 04/27 02,0,0,0.274615,0,0,0.324246,0,1.06761,0.415144,0.1016,0,0.598861,2.18321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2813,1141.66,1027.6,1.40745,89.9626,100,7.4468e-05,0.0060051,0.006288,0,0,0,1.4592,
4,27,2, 04/27 03,0,0,0.274615,0,0,0.53314,0,1.02562,0.402768,0.0802105,0,0.807755,2.31635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28127,1141.66,1027.6,1.40625,89.9626,100,7.44047e-05,0.0060051,0.006288,0,0,0,1.45918,
4,27,3, 04/27 04,0,0,0.274615,0,0,0.579492,0,1.01883,0.396609,0.0909053,0,0.854108,2.36046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28177,1141.66,1027.6,1.40488,89.9626,100,7.43321e-05,0.0060051,0.006288,0,0,0,1.45957,
4,27,4, 04/27 05,0,0,0.274615,0,0,0.199811,0,0.972719,0.388288,0.112295,0,0.474426,1.94773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28182,1141.66,1027.6,1.40488,89.9626,100,7.43321e-05,0.0060051,0.006288,0,0,0,1.45961,
4,27,5, 04/27 06,0,0,0.274615,0,0,0,0,1.04744,0.671774,0.165769,0,0.274615,2.1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2819,1141.66,1027.6,1.40658,89.9626,100,7.44219e-05,0.0060051,0.006288,0,0,0,1.45967,
4,27,6, 04/27 07,0,0,0.274615,0,0,0.306762,0,1.18863,2.40467,0.22459,0,0.581377,4.39927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27717,1141.66,1027.6,1.39627,89.9626,100,7.38765e-05,0.0060051,0.006288,0,-0.0201793,0,1.45596,
4,27,7, 04/27 08,0,0,0.274615,0,0,1.19687,0,1.28293,0.919926,0.219243,0,1.47149,3.89359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20051,1141.66,1027.6,0.397538,89.9626,100,2.10337e-05,0.0060051,0.006288,0,-0.446775,0,0.610366,
4,27,8, 04/27 09,0,0,0.274615,0,0,1.31126,0,1.20805,0.572268,0.181811,0,1.58587,3.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80621,1141.66,1027.6,0.10016,89.9626,100,5.29947e-06,0.0060051,0.006288,0,-1.10558,0,0.300684,
4,27,9, 04/27 10,0,0,0.274615,0,0,2.89935,0,1.14891,0.52226,0.155074,0,3.17396,5.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72265,1141.66,1027.6,0.0592456,89.9626,100,3.13468e-06,0.0060051,0.006288,0,-3.8802,0,0.235063,
4,27,10, 04/27 11,0,0,0.274615,0,0,1.60563,0,1.16092,0.889672,0.144379,0,1.88025,4.07522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69411,1141.66,1027.6,0.0519923,89.9626,100,2.75091e-06,0.0060051,0.006288,0,-9.24538,0,0.212648,
4,27,11, 04/27 12,0,0,0.274615,0,0,1.35991,0,1.16092,0.892948,0.133684,0,1.63452,3.82208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67245,1141.66,1027.6,0.0519923,89.9626,100,2.75091e-06,0.0060051,0.006288,0,-10.9181,0,0.195631,
4,27,12, 04/27 13,0,0,0.274615,0,0,0.254076,0,1.16752,0.592846,0.112295,0,0.528691,2.40135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67995,1141.66,1027.6,0.0495039,89.9626,100,2.61925e-06,0.0060051,0.006288,0,-11.725,0,0.201522,
4,27,13, 04/27 14,0,0,0.274615,0,0,1.05675,0,1.192,0.572139,0.112295,0,1.33136,3.2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68653,1141.66,1027.6,0.0519923,89.9626,100,2.75091e-06,0.0060051,0.006288,0,-11.7156,0,0.20669,
4,27,14, 04/27 15,0,0,0.274615,0,0,0.663062,0,1.23094,0.586105,0.112295,0,0.937677,2.86701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68991,1141.66,1027.6,0.0544807,89.9626,100,2.88257e-06,0.0060051,0.006288,0,-10.7491,0,0.209347,
4,27,15, 04/27 16,0,0,0.274615,0,0,0.325863,0,1.26349,0.680233,0.139032,0,0.600478,2.68323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66322,1141.66,1027.6,0.0567572,89.9626,100,3.00302e-06,0.0060051,0.006288,0,-9.1259,0,0.188384,
4,27,16, 04/27 17,0,0,0.274615,0,0,0,0,1.41519,1.0076,0.165769,0,0.274615,2.86317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71013,1141.66,1027.6,0.0567572,89.9626,100,3.00302e-06,0.0060051,0.006288,0,-6.69807,0,0.225225,
4,27,17, 04/27 18,0,0,0.274615,0,0,0,0,1.61585,2.6597,0.235285,0,0.274615,4.78545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74349,1141.66,1027.6,0.0765584,89.9626,100,4.0507e-06,0.0060051,0.006288,0,-3.7751,0,0.251428,
4,27,18, 04/27 19,0,0,0.274615,0,0,0,0,1.75535,1.71864,0.449181,0,0.274615,4.19779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.451,1141.66,1027.6,0.659795,89.9626,100,3.49097e-05,0.0060051,0.006288,0,-1.02259,0,0.807097,
4,27,19, 04/27 20,0,0,0.274615,0,0,0.412916,0,1.84855,1.92028,0.625643,0,0.687531,5.08201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79792,1141.66,1027.6,1.25846,89.9626,100,6.65849e-05,0.0060051,0.006288,0,-0.0175718,0,1.07956,
4,27,20, 04/27 21,0,0,0.274615,0,0,1.07668,0,1.92819,2.13602,0.604254,0,1.3513,6.01976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79784,1141.66,1027.6,1.25676,89.9626,100,6.64951e-05,0.0060051,0.006288,0,0,0,1.0795,
4,27,21, 04/27 22,0,0,0.274615,0,0,1.24207,0,1.91953,0.572719,0.513348,0,1.51668,4.52228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79808,1141.66,1027.6,1.25676,89.9626,100,6.64951e-05,0.0060051,0.006288,0,0,0,1.07969,
4,27,22, 04/27 23,0,0,0.274615,0,0,2.08953,0,1.70763,0.503249,0.336886,0,2.36414,4.91191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79827,1141.66,1027.6,1.25483,89.9626,100,6.63933e-05,0.0060051,0.006288,0,0,0,1.07984,
4,27,23, 04/27 24,0,0,0.274615,0,0,1.25273,0,1.4634,0.463015,0.208548,0,1.52735,3.66231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80451,1141.66,1027.6,1.26888,89.9626,100,6.71365e-05,0.0060051,0.006288,0,0,0,1.08474,
4,27,24, 04/28 01,0,0,0.274615,0,0,0.310583,0,1.17587,0.429446,0.12299,0,0.585198,2.31351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7983,1141.66,1027.6,1.26233,89.9626,100,6.67898e-05,0.0060051,0.006288,0,0,0,1.07986,
4,28,1, 04/28 02,0,0,0.274615,0,0,0.0757156,0,1.06761,0.911009,0.1016,0,0.350331,2.43055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60593,1141.66,1027.6,0.973775,89.9626,100,5.15224e-05,0.0060051,0.006288,0,0,0,0.928778,
4,28,2, 04/28 03,0,0,0.274615,0,0,0.507019,0,1.02562,0.629427,0.0802105,0,0.781634,2.51689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6059,1141.66,1027.6,0.975422,89.9626,100,5.16096e-05,0.0060051,0.006288,0,0,0,0.928749,
4,28,3, 04/28 04,0,0,0.274615,0,0,0,0,1.01883,0.395466,0.0909053,0,0.274615,1.77982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.574,1141.66,1027.6,0.973775,89.9626,100,5.15224e-05,0.0060051,0.006288,0,0,0,0.903697,
4,28,4, 04/28 05,0,0,0.274615,0,0,0,0,0.972719,0.386644,0.112295,0,0.274615,1.74627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57512,1141.66,1027.6,0.973775,89.9626,100,5.15224e-05,0.0060051,0.006288,0,0,0,0.904574,
4,28,5, 04/28 06,0,0,0.274615,0,0,0,0,1.04744,0.450728,0.165769,0,0.274615,1.93855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56468,1141.66,1027.6,0.973775,89.9626,100,5.15224e-05,0.0060051,0.006288,0,0,0,0.896379,
4,28,6, 04/28 07,0,0,0.274615,0,0,0,0,1.18863,0.647386,0.22459,0,0.274615,2.33522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52206,1141.66,1027.6,0.975422,89.9626,100,5.16096e-05,0.0060051,0.006288,0,-0.269545,0,0.862902,
