,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
1,1,15, 01/01 15,0,0,3.67605,0,0,0,0.884672,1.75064,1.54182,0,0,4.56072,7.85318,13.3041,0,0,0,0,6.50538,0,30.3776,0,0,0,19.8094,50.1871,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69114,626.966,894.518,2.92757,89.9626,100,0.000154898,0.0054633,0.006288,0,-7.56784,0,1.83935,
1,1,16, 01/01 16,0,0,3.67605,0,0,0,0.884672,1.75064,1.54182,0,0,4.56072,7.85318,15.3989,0,0,0,0,6.50608,0,30.3776,0,0,0,21.905,52.2826,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99593,626.966,894.518,3.29537,89.9626,100,0.000174358,0.0054633,0.006288,0,-4.62949,0,2.07264,
1,1,17, 01/01 17,0,0,3.67605,0,0,0,0.892652,1.50055,1.54182,0,0,4.5687,7.61107,23.5714,0,0,0,0,7.80769,0,30.3776,0,0,0,31.3791,61.7568,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29891,626.966,894.518,3.86875,89.9626,100,0.000204695,0.0054633,0.006288,0,-0.562428,0,2.30455,
1,1,18, 01/01 18,0,0,3.67605,0,0,0,0.962855,1.50055,1.54182,0,0,4.6389,7.68127,33.2935,0,0,0,0,8.23015,0,36.4532,0,0,0,41.5237,77.9769,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35179,626.966,894.518,3.94448,89.9626,100,0.000208702,0.0054633,0.006288,0,0,0,2.34502,
1,1,19, 01/01 19,0,0.0114181,3.67605,0,0,0,0.962855,1.50055,1.54182,0,0,4.65032,7.69269,41.0325,0,0,0,0,11.6046,0,36.4532,0,0,0,52.6371,89.0903,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46029,626.966,894.518,4.16914,89.9626,100,0.000220589,0.0054633,0.006288,0,0,0,2.42807,
1,1,20, 01/01 20,0,0.0456722,2.11529,0,0,0,0.962855,1.50055,1.54182,0,0,3.12382,6.16619,44.1659,0,0,0,0,10.1523,0,36.4532,0,0,0,54.3183,90.7714,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55135,626.966,894.518,4.37739,89.9626,100,0.000231608,0.0054633,0.006288,0,0,0,2.49777,
1,1,21, 01/01 21,0,0.0456722,2.11529,0,0,0,0.962855,1.50055,1.54182,0,0,3.12382,6.16619,44.2227,0,0,0,0,9.60295,0,36.4532,0,0,0,53.8256,90.2788,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54047,626.966,894.518,4.33943,89.9626,100,0.000229599,0.0054633,0.006288,0,0,0,2.48944,
1,1,22, 01/01 22,0,0,2.11529,0,0,0,0.962855,1.50055,1.54182,0,0,3.07815,6.12052,42.6356,0,0,0,0,10.4611,0,30.3776,0,0,0,53.0967,83.4744,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64531,626.966,894.518,4.51762,89.9626,100,0.000239027,0.0054633,0.006288,0,0,0,2.56969,
1,1,23, 01/01 23,0,0.0114181,2.11529,0,0,0,0.78779,1.25046,1.54182,0,0,2.9145,5.70678,45.8324,0,0,0,0,9.30988,0,20.2518,0,0,0,55.1423,75.394,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34658,626.966,894.518,4.52964,89.9626,100,0.000239663,0.0054633,0.006288,0.000277533,0,0,3.10645,
1,1,24, 01/01 24,0,0.0456722,2.11529,0,0,0,0.525193,0.750276,1.54182,0,0,2.68616,4.97825,49.8569,0,0,0,0,4.94872,0,20.2518,0,0,0,54.8056,75.0574,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44597,626.966,894.518,4.53692,89.9626,100,0.000240048,0.0054633,0.006288,0.000718441,0,0,3.94794,
1,2,1, 01/02 01,0,0.0456722,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.42356,4.34052,53.7782,0,0,0,0,4.9483,0,20.2518,0,0,0,58.7265,78.9782,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5414,626.966,894.518,8.44344,89.9626,100,0.000446742,0.0054633,0.006288,0.000518385,0,0,5.55184,
1,2,2, 01/02 02,0,0.0456722,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.42356,4.34052,53.8887,0,0,0,0,3.62328,0,0,0,0,0,57.512,57.512,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59457,626.966,894.518,8.43068,89.9626,100,0.000446067,0.0054633,0.006288,0.000175212,0,0,4.8271,
1,2,3, 01/02 03,0,0.0456722,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.42356,4.34052,55.7395,0,0,0,0,3.6232,0,0,0,0,0,59.3627,59.3627,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17595,626.966,894.518,8.07648,89.9626,100,0.000427327,0.0054633,0.006288,0.000173941,0,0,4.50669,
1,2,4, 01/02 04,0,0.0456722,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.308269,2.22522,0,0,0,0,0,1.12721,0,0,0,0,0,1.12721,1.12721,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84334,626.966,894.518,5.75461,89.9626,100,0.000304476,0.0054633,0.006288,0.000305397,0,0,3.48668,
1,2,5, 01/02 05,0,0.0456722,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.308269,2.22522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44165,626.966,894.518,4.70149,89.9626,100,0.000248756,0.0054633,0.006288,0.000305397,0,0,3.17922,
1,2,6, 01/02 06,0,0.0456722,0,0,0,0,0.350129,0.500184,1.54182,0,0,0.395801,2.4378,0,0,0,0,0,1.1272,0,0,0,0,0,1.1272,1.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83044,626.966,894.518,5.73985,89.9626,100,0.000303695,0.0054633,0.006288,0.000305397,0,0,3.4768,
1,2,7, 01/02 07,0,0.0456722,3.67605,0,0,0,0.612726,1.00037,1.54182,0,0,4.33444,6.87663,56.0417,0,0,0,0,1.12718,0,0,0,0,0,57.1688,57.1688,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69625,626.966,894.518,7.50866,89.9626,100,0.000397283,0.0054633,0.006288,0.000705071,0,0,4.90494,
1,2,8, 01/02 08,0,0.0456722,3.67605,0,0,0,0.5806,1.00037,1.54182,0,0,4.30232,6.84451,54.8813,0,0,0,0,12.311,0,20.2518,0,0,0,67.1923,87.444,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57896,626.966,894.518,6.16084,89.9626,100,0.00032597,0.0054633,0.006288,0.000176325,-0.0538546,0,3.28432,
1,2,9, 01/02 09,0,0.0456722,3.67605,0,0,0,0.793206,1.50055,1.54182,0,0,4.51492,7.55729,49.6412,0,0,0,0,11.9506,0,20.2518,0,0,0,61.5918,81.8436,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44377,626.966,894.518,5.20798,89.9626,100,0.000275554,0.0054633,0.006288,0,-1.275,0,2.41543,
1,2,10, 01/02 10,0,0,3.67605,0,0,0,0.786171,1.50055,1.54182,0,0,4.46222,7.50459,46.177,0,0,0,0,9.87018,0,20.2518,0,0,0,56.0472,76.299,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4219,626.966,894.518,5.20583,89.9626,100,0.00027544,0.0054633,0.006288,0,-1.35291,0,2.39868,
1,2,11, 01/02 11,0,0,3.67605,0,0,0,1.19026,2.25083,1.54182,0,0,4.8663,8.65895,39.2374,0,0,0,0,9.60312,0,36.4532,0,0,0,48.8405,85.2937,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42108,626.966,894.518,5.22056,89.9626,100,0.00027622,0.0054633,0.006288,0,-1.80776,0,2.39806,
1,2,12, 01/02 12,0,0,3.67605,0,0,0,1.16838,2.25083,1.54182,0,0,4.84443,8.63707,38.1355,0,0,0,0,9.8705,0,36.4532,0,0,0,48.006,84.4591,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41679,626.966,894.518,4.12507,89.9626,100,0.000218257,0.0054633,0.006288,0,-2.20878,0,2.39477,
1,2,13, 01/02 13,0,0,3.67605,0,0,0,1.17395,2.25083,1.54182,0,0,4.85,8.64265,38.1149,0,0,0,0,8.50938,0,36.4532,0,0,0,46.6243,83.0775,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41282,626.966,894.518,4.06489,89.9626,100,0.000215074,0.0054633,0.006288,0,-2.34955,0,2.39174,
1,2,14, 01/02 14,0,0.0114181,3.67605,0,0,0,1.22657,2.25083,1.54182,0,0,4.91404,8.70669,40.0084,0,0,0,0,7.74158,0,36.4532,0,0,0,47.75,84.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42203,626.966,894.518,4.09321,89.9626,100,0.000216572,0.0054633,0.006288,0,-1.16761,0,2.39879,
1,2,15, 01/02 15,0,0.0456722,3.67605,0,0,0,1.23061,2.25083,1.54182,0,0,4.95232,8.74497,43.7266,0,0,0,0,7.80719,0,30.3776,0,0,0,51.5337,81.9114,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42812,626.966,894.518,4.08768,89.9626,100,0.000216279,0.0054633,0.006288,0,-1.30782,0,2.40344,
1,2,16, 01/02 16,0,0.0456722,3.67605,0,0,0,1.33496,2.25083,1.54182,0,0,5.05668,8.84932,47.2469,0,0,0,0,6.50504,0,30.3776,0,0,0,53.7519,84.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71802,626.966,894.518,4.78592,89.9626,100,0.000253223,0.0054633,0.006288,0,-0.525894,0,2.62534,
1,2,17, 01/02 17,0,0.0456722,3.67605,0,0,0,1.46803,2.25083,1.54182,0,0,5.18975,8.9824,50.7306,0,0,0,0,6.5052,0,30.3776,0,0,0,57.2358,87.6135,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2996,626.966,894.518,6.19968,89.9626,100,0.000328025,0.0054633,0.006288,0,-0.0342356,0,3.07049,
1,2,18, 01/02 18,0,0.0456722,3.67605,0,0,0,1.48805,2.25083,1.54182,0,0,5.20977,9.00241,53.1621,0,0,0,0,9.60279,0,36.4532,0,0,0,62.7649,99.2181,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80498,626.966,894.518,7.16031,89.9626,100,0.000378852,0.0054633,0.006288,0,0,0,3.45732,
1,2,19, 01/02 19,0,0.0456722,3.67605,0,0,0,1.48805,2.25083,1.54182,0,0,5.20977,9.00241,50.3973,0,0,0,0,11.9447,0,36.4532,0,0,0,62.342,98.7952,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79057,626.966,894.518,8.51113,89.9626,100,0.000450324,0.0054633,0.006288,0.000284725,0,0,4.97713,
1,2,20, 01/02 20,0,0.0456722,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.64901,7.44166,47.1787,0,0,0,0,12.3114,0,36.4532,0,0,0,59.4901,95.9433,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2422,626.966,894.518,8.50474,89.9626,100,0.000449986,0.0054633,0.006288,0.00038495,0,0,5.32284,
1,2,21, 01/02 21,0,0.0456722,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.64901,7.44166,51.7048,0,0,0,0,11.6056,0,36.4532,0,0,0,63.3104,99.7636,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3692,626.966,894.518,8.48575,89.9626,100,0.000448981,0.0054633,0.006288,0.000461274,0,0,5.42002,
1,2,22, 01/02 22,0,0.0456722,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.64901,7.44166,53.1058,0,0,0,0,11.9458,0,30.3776,0,0,0,65.0517,95.4293,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6652,626.966,894.518,8.50291,89.9626,100,0.000449889,0.0054633,0.006288,0.00092845,0,0,6.412,
1,2,23, 01/02 23,0,0.0456722,2.11529,0,0,0,0.78779,1.25046,1.54182,0,0,2.94876,5.74103,60.5253,0,0,0,0,9.87063,0,20.2518,0,0,0,70.3959,90.6476,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5194,626.966,894.518,8.49235,89.9626,100,0.00044933,0.0054633,0.006288,0.00129511,0,0,7.0658,
1,2,24, 01/02 24,0,0.0456722,2.11529,0,0,0,0.525193,0.750276,1.54182,0,0,2.68616,4.97825,65.1847,0,0,0,0,6.23129,0,20.2518,0,0,0,71.4159,91.6677,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4849,626.966,894.518,8.49617,89.9626,100,0.000449532,0.0054633,0.006288,0.00200438,0,0,8.57027,
1,3,1, 01/03 01,0,0.0456722,2.11529,0,0,0,0.350129,0.500184,1.54182,0,0,2.51109,4.5531,64.765,0,0,0,0,3.84096,0,20.2518,0,0,0,68.6059,88.8577,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5344,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.00315686,0,0,12.4352,
1,3,2, 01/03 02,0,0.0456722,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.42356,4.34052,64.996,0,0,0,0,4.81125,0,0,0,0,0,69.8073,69.8073,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9944,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.00289045,0,0,11.2565,
1,3,3, 01/03 03,0,0.0456722,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.42356,4.34052,66.4356,0,0,0,0,3.62367,0,0,0,0,0,70.0593,70.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1557,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.00147004,0,0,8.3183,
1,3,4, 01/03 04,0,0.0456722,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.308269,2.22522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4297,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.000826297,0,0,6.99717,
1,3,5, 01/03 05,0,0.0456722,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.308269,2.22522,0,0,0,0,0,1.12722,0,0,0,0,0,1.12722,1.12722,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9182,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.000617401,0,0,6.60562,
1,3,6, 01/03 06,0,0.0456722,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.308269,2.22522,0,0,0,0,0,1.12721,0,0,0,0,0,1.12721,1.12721,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7155,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.000899268,0,0,7.21596,
1,3,7, 01/03 07,0,0.0456722,0,0,0,0,0.525193,0.750276,1.54182,0,0,0.570866,2.86296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.276,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.00214869,0,0,9.94118,
1,3,8, 01/03 08,0,0.0456722,0,0,0,0,0.514891,0.750276,1.54182,0,0,0.560564,2.85266,0,0,0,0,0,1.12719,0,0,0,0,0,1.12719,1.12719,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6998,626.966,894.518,8.66731,89.9626,100,0.000458588,0.0054633,0.006288,0.000723813,0,0,7.20392,
1,3,9, 01/03 09,0,0.0456722,3.67605,0,0,0,0.841612,1.50055,1.54182,0,0,4.56333,7.6057,66.5836,0,0,0,0,1.12718,0,20.2518,0,0,0,67.7108,87.9626,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93294,626.966,894.518,4.46339,89.9626,100,0.000236158,0.0054633,0.006288,9.27e-05,-0.533213,0,2.78985,
1,3,10, 01/03 10,0,0.0456722,3.67605,0,0,0,0.774871,1.50055,1.54182,0,0,4.49659,7.53896,59.3072,0,0,0,0,10.1523,0,20.2518,0,0,0,69.4595,89.7113,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69194,626.966,894.518,4.39805,89.9626,100,0.000232701,0.0054633,0.006288,0,-1.40699,0,2.60538,
1,3,11, 01/03 11,0,0.0456722,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.74249,8.28505,48.3041,0,0,0,0,9.88645,0,36.4532,0,0,0,58.1906,94.6437,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70841,626.966,894.518,4.44371,89.9626,100,0.000235117,0.0054633,0.006288,0,-4.21645,0,2.61799,
1,3,12, 01/03 12,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,41.9283,0,0,0,0,11.5903,0,36.4532,0,0,0,53.5186,89.9717,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65738,626.966,894.518,4.34041,89.9626,100,0.000229651,0.0054633,0.006288,0,-5.77524,0,2.57892,
1,3,13, 01/03 13,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,33.9479,0,0,0,0,10.9889,0,36.4532,0,0,0,44.9369,81.39,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68208,626.966,894.518,4.37915,89.9626,100,0.000231701,0.0054633,0.006288,0,-6.65133,0,2.59783,
1,3,14, 01/03 14,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,25.9131,0,0,0,0,10.2526,0,36.4532,0,0,0,36.1656,72.6188,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6432,626.966,894.518,4.31964,89.9626,100,0.000228552,0.0054633,0.006288,0,-9.40817,0,2.56807,
1,3,15, 01/03 15,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,23.3089,0,0,0,0,8.43817,0,30.3776,0,0,0,31.7471,62.1247,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63821,626.966,894.518,4.32262,89.9626,100,0.00022871,0.0054633,0.006288,0,-8.11944,0,2.56425,
1,3,16, 01/03 16,0,0,3.67605,0,0,0,1.03474,2.00074,1.54182,0,0,4.71079,8.25334,21.0964,0,0,0,0,9.52173,0,30.3776,0,0,0,30.6181,60.9958,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65989,626.966,894.518,4.33844,89.9626,100,0.000229547,0.0054633,0.006288,0,-2.54393,0,2.58085,
1,3,17, 01/03 17,0,0,3.67605,0,0,0,1.2435,2.00074,1.54182,0,0,4.91955,8.4621,23.9795,0,0,0,0,7.3816,0,30.3776,0,0,0,31.3611,61.7387,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37057,626.966,894.518,7.14458,89.9626,100,0.00037802,0.0054633,0.006288,0,-0.283356,0,3.89023,
1,3,18, 01/03 18,0,0,3.67605,0,0,0,1.48805,2.25083,1.54182,0,0,5.16409,8.95674,27.1913,0,0,0,0,8.95993,0,36.4532,0,0,0,36.1512,72.6044,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8318,626.966,894.518,8.67195,89.9626,100,0.000458833,0.0054633,0.006288,0,0,0,6.53951,
