,,,,Site Electric Use,,,,,,,,,,,,,Site Natural Gas Use,,,,,,,,,,,,,Site Propane Use,,,,,,,,,,,,,LSC Multipliers,,,Source Energy Multipliers,,,CO2 Emissions Multipliers,,,Elec Demand,Building Wide,
,,,Local Time,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Spc Heat,Spc Cool,Indr Fans,Heat Rej,Pump&Misc,Dom HW,Lighting,Recept,Process,Othr Ltg,Proc Mtrs,Tot Comp,TOTAL,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,Electric,NatGas,OtherFuel,,PV,Battery,NEM3 LSC,
Mo,Da,Hr,(DST),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),(kBtu),($/kWh),($/MBtu),($/MBtu),(kBtu/kWh),(kBtu/therm),(kBtu/therm),(tonnes CO2-e/kWh),(tonnes CO2-e/therm),(tonnes CO2-e/therm),(frac),(kWh),(kWh),(mult)
4,2,6, 04/02 07,0,0,3.67605,0,0,0,0.607208,1.00037,1.54182,0,0,4.28325,6.82544,22.4073,0,0,0,0,1.12721,0,0,0,0,0,23.5345,23.5345,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98365,476.085,835.819,1.06224,89.9626,100,5.62031e-05,0.0054633,0.006288,0,0,0,1.29782,
4,2,7, 04/02 08,0,0,3.67605,0,0,0,0.571765,1.00037,1.54182,0,0,4.24781,6.79,19.4425,0,0,0,0,12.25,0,20.2518,0,0,0,31.6926,51.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94183,476.085,835.819,0.999065,89.9626,100,5.28605e-05,0.0054633,0.006288,0,-0.185806,0,1.26581,
4,2,8, 04/02 09,0,0,3.67605,0,0,0,0.804181,1.50055,1.54182,0,0,4.48023,7.5226,15.9361,0,0,0,0,11.897,0,20.2518,0,0,0,27.8331,48.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76639,476.085,835.819,0.130898,89.9626,100,6.9258e-06,0.0054633,0.006288,0,-0.897863,0,0.366109,
4,2,9, 04/02 10,0,0,3.67605,0,0,0,0.754562,1.50055,1.54182,0,0,4.43061,7.47298,13.5407,0,0,0,0,9.83757,0,20.2518,0,0,0,23.3782,43.63,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65028,476.085,835.819,0.0643283,89.9626,100,3.40361e-06,0.0054633,0.006288,0,-2.58585,0,0.277232,
4,2,10, 04/02 11,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,2.31559,0,0,0,0,8.83043,0,36.4532,0,0,0,11.146,47.5992,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64875,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-5.24452,0,0.276067,
4,2,11, 04/02 12,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,9.80239,0,36.4532,0,0,0,9.80239,46.2556,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62441,476.085,835.819,0.0497158,89.9626,100,2.63046e-06,0.0054633,0.006288,0,-11.9514,0,0.257435,
4,2,12, 04/02 13,0,0.277892,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.11082,8.90346,0,0,0,0,0,8.98565,0,36.4532,0,0,0,8.98565,45.4388,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62141,476.085,835.819,0.0497158,89.9626,100,2.63046e-06,0.0054633,0.006288,0,-16.2788,0,0.255139,
4,2,13, 04/02 14,0,0.341724,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.17465,8.9673,0,0,0,0,0,7.99395,0,36.4532,0,0,0,7.99395,44.4471,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62714,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-17.2675,0,0.259522,
4,2,14, 04/02 15,0,0.0833002,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.91623,8.70887,0,0,0,0,0,6.49237,0,30.3776,0,0,0,6.49237,36.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63041,476.085,835.819,0.0522042,89.9626,100,2.76212e-06,0.0054633,0.006288,0,-15.6475,0,0.262024,
4,2,15, 04/02 16,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,6.49222,0,30.3776,0,0,0,6.49222,36.8699,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67392,476.085,835.819,0.0593515,89.9626,100,3.14029e-06,0.0054633,0.006288,0,-13.429,0,0.295333,
4,2,16, 04/02 17,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,7.15516,0,30.3776,0,0,0,7.15516,37.5328,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6515,476.085,835.819,0.0618399,89.9626,100,3.27195e-06,0.0054633,0.006288,0,-10.0846,0,0.278167,
4,2,17, 04/02 18,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,8.87738,0,36.4532,0,0,0,8.87738,45.3305,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72252,476.085,835.819,0.0840235,89.9626,100,4.44569e-06,0.0054633,0.006288,0,-5.32047,0,0.332533,
4,2,18, 04/02 19,0,0,3.67605,0,0,0,1.18207,2.25083,1.54182,0,0,4.85812,8.65077,0,0,0,0,0,11.8955,0,36.4532,0,0,0,11.8955,48.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00908,476.085,835.819,1.06558,89.9626,100,5.63797e-05,0.0054633,0.006288,0,-1.2789,0,1.31728,
4,2,19, 04/02 20,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,0,0,0,0,0,12.2535,0,36.4532,0,0,0,12.2535,48.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0192,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.32503,
4,2,20, 04/02 21,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,2.22645,0,0,0,0,11.5619,0,36.4532,0,0,0,13.7884,50.2416,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01913,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.32498,
4,2,21, 04/02 22,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,6.00542,0,0,0,0,11.8942,0,30.3776,0,0,0,17.8996,48.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02972,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33309,
4,2,22, 04/02 23,0,0,2.11529,0,0,0,0.78779,1.25046,1.54182,0,0,2.90308,5.69536,11.9178,0,0,0,0,9.83757,0,20.2518,0,0,0,21.7553,42.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03021,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33346,
4,2,23, 04/02 24,0,0,2.11529,0,0,0,0.525193,0.750276,1.54182,0,0,2.64049,4.93258,19.3504,0,0,0,0,5.06496,0,20.2518,0,0,0,24.4154,44.6671,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03665,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33839,
4,2,24, 04/03 01,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,26.3667,0,0,0,0,4.94405,0,20.2518,0,0,0,31.3107,51.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03341,476.085,835.819,1.06722,89.9626,100,5.64665e-05,0.0054633,0.006288,0,0,0,1.33591,
4,3,1, 04/03 02,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,29.4441,0,0,0,0,3.61965,0,0,0,0,0,33.0637,33.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1663,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43762,
4,3,2, 04/03 03,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,28.5819,0,0,0,0,3.92855,0,0,0,0,0,32.5104,32.5104,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16613,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43749,
4,3,3, 04/03 04,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,0.838434,0,0,0,0,0,0.838434,0.838434,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16609,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43746,
4,3,4, 04/03 05,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,1.12729,0,0,0,0,0,1.12729,1.12729,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16611,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43748,
4,3,5, 04/03 06,0,0,0,0,0,0,0.350129,0.500184,1.54182,0,0,0.350129,2.39213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1662,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43754,
4,3,6, 04/03 07,0,0,3.67605,0,0,0,0.574815,1.00037,1.54182,0,0,4.25086,6.79305,25.2027,0,0,0,0,1.12727,0,0,0,0,0,26.33,26.33,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16636,476.085,835.819,1.3633,89.9626,100,7.2132e-05,0.0054633,0.006288,0,0,0,1.43767,
4,3,7, 04/03 08,0,0,3.67605,0,0,0,0.483082,1.00037,1.54182,0,0,4.15913,6.70131,22.7271,0,0,0,0,12.9354,0,20.2518,0,0,0,35.6625,55.9143,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08352,476.085,835.819,1.26511,89.9626,100,6.69369e-05,0.0054633,0.006288,0,-1.88546,0,1.37426,
4,3,8, 04/03 09,0,0,3.67605,0,0,0,0.748569,1.50055,1.54182,0,0,4.42462,7.46699,10.7113,0,0,0,0,11.7115,0,20.2518,0,0,0,22.4227,42.6745,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78918,476.085,835.819,0.0981224,89.9626,100,5.19166e-06,0.0054633,0.006288,0,-5.44828,0,0.38355,
4,3,9, 04/03 10,0,0,3.67605,0,0,0,0.748569,1.50055,1.54182,0,0,4.42462,7.46699,2.83648,0,0,0,0,9.80223,0,20.2518,0,0,0,12.6387,32.8905,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72664,476.085,835.819,0.061819,89.9626,100,3.27084e-06,0.0054633,0.006288,0,-9.56472,0,0.335684,
4,3,10, 04/03 11,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,9.17186,0,36.4532,0,0,0,9.17186,45.625,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67637,476.085,835.819,0.0474393,89.9626,100,2.51001e-06,0.0054633,0.006288,0,-12.7095,0,0.297205,
4,3,11, 04/03 12,0,0.176118,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.00904,8.80169,0,0,0,0,0,9.83769,0,36.4532,0,0,0,9.83769,46.2909,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68252,476.085,835.819,0.0474393,89.9626,100,2.51001e-06,0.0054633,0.006288,0,-16.4534,0,0.30191,
4,3,12, 04/03 13,0,0.722843,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.55577,9.34842,0,0,0,0,0,8.20671,0,36.4532,0,0,0,8.20671,44.6599,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6848,476.085,835.819,0.0474393,89.9626,100,2.51001e-06,0.0054633,0.006288,0,-17.9056,0,0.303656,
4,3,13, 04/03 14,0,0.575331,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.40826,9.2009,0,0,0,0,0,7.99416,0,36.4532,0,0,0,7.99416,44.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68236,476.085,835.819,0.0474393,89.9626,100,2.51001e-06,0.0054633,0.006288,0,-17.2772,0,0.301793,
4,3,14, 04/03 15,0,0.276635,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,5.10956,8.90221,0,0,0,0,0,6.84209,0,30.3776,0,0,0,6.84209,37.2197,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68075,476.085,835.819,0.0474393,89.9626,100,2.51001e-06,0.0054633,0.006288,0,-15.9465,0,0.300555,
4,3,15, 04/03 16,0,0.0157691,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.84869,8.64134,0,0,0,0,0,7.4414,0,30.3776,0,0,0,7.4414,37.819,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68604,476.085,835.819,0.0499277,89.9626,100,2.64168e-06,0.0054633,0.006288,0,-14.172,0,0.304605,
4,3,16, 04/03 17,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,6.49185,0,30.3776,0,0,0,6.49185,36.8695,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72594,476.085,835.819,0.057192,89.9626,100,3.02603e-06,0.0054633,0.006288,0,-10.4466,0,0.335144,
4,3,17, 04/03 18,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0,0,0,0,0,8.20632,0,36.4532,0,0,0,8.20632,44.6595,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79623,476.085,835.819,0.0885556,89.9626,100,4.68548e-06,0.0054633,0.006288,0,-5.70084,0,0.38895,
4,3,18, 04/03 19,0,0,3.67605,0,0,0,1.17607,2.25083,1.54182,0,0,4.85212,8.64476,0,0,0,0,0,11.9004,0,36.4532,0,0,0,11.9004,48.3536,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16997,476.085,835.819,1.18713,89.9626,100,6.28111e-05,0.0054633,0.006288,0,-1.22707,0,1.44044,
4,3,19, 04/03 20,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,0,0,0,0,0,13.7841,0,36.4532,0,0,0,13.7841,50.2372,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42175,476.085,835.819,1.67998,89.9626,100,8.88877e-05,0.0054633,0.006288,0,0,0,1.63315,
4,3,20, 04/03 21,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,2.31608,0,0,0,0,10.1157,0,36.4532,0,0,0,12.4318,48.8849,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42184,476.085,835.819,1.67942,89.9626,100,8.8858e-05,0.0054633,0.006288,0,0,0,1.63322,
4,3,21, 04/03 22,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,7.81517,0,0,0,0,11.8984,0,30.3776,0,0,0,19.7136,50.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42252,476.085,835.819,1.68732,89.9626,100,8.9276e-05,0.0054633,0.006288,0,0,0,1.63374,
4,3,22, 04/03 23,0,0,2.11529,0,0,0,0.78779,1.25046,1.54182,0,0,2.90308,5.69536,16.9446,0,0,0,0,9.83797,0,20.2518,0,0,0,26.7825,47.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42296,476.085,835.819,1.68732,89.9626,100,8.9276e-05,0.0054633,0.006288,0,0,0,1.63407,
4,3,23, 04/03 24,0,0,2.11529,0,0,0,0.525193,0.750276,1.54182,0,0,2.64049,4.93258,23.7458,0,0,0,0,6.33192,0,20.2518,0,0,0,30.0777,50.3295,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42887,476.085,835.819,1.70847,89.9626,100,9.0395e-05,0.0054633,0.006288,0,0,0,1.6386,
4,3,24, 04/04 01,0,0,2.11529,0,0,0,0.350129,0.500184,1.54182,0,0,2.46542,4.50742,26.8549,0,0,0,0,4.94134,0,20.2518,0,0,0,31.7962,52.048,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42564,476.085,835.819,1.69543,89.9626,100,8.97055e-05,0.0054633,0.006288,0,0,0,1.63613,
4,4,1, 04/04 02,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,30.8439,0,0,0,0,3.62015,0,0,0,0,0,34.4641,34.4641,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61701,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78261,
4,4,2, 04/04 03,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,33.2522,0,0,0,0,3.61976,0,0,0,0,0,36.8719,36.8719,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61688,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78251,
4,4,3, 04/04 04,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,0.626217,0,0,0,0,0,0.626217,0.626217,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61741,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78291,
4,4,4, 04/04 05,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,0.500772,0,0,0,0,0,0.500772,0.500772,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61669,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78236,
4,4,5, 04/04 06,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,1.12729,0,0,0,0,0,1.12729,1.12729,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61668,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78236,
4,4,6, 04/04 07,0,0,0,0,0,0,0.508906,0.750276,1.54182,0,0,0.508906,2.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61676,476.085,835.819,2.07963,89.9626,100,0.000110033,0.0054633,0.006288,0,0,0,1.78242,
4,4,7, 04/04 08,0,0,0,0,0,0,0.437263,0.750276,1.54182,0,0,0.437263,2.72936,0,0,0,0,0,1.12728,0,0,0,0,0,1.12728,1.12728,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52612,476.085,835.819,1.9687,89.9626,100,0.000104164,0.0054633,0.006288,0,-0.906744,0,1.71304,
4,4,8, 04/04 09,0,0,3.67605,0,0,0,0.748569,1.50055,1.54182,0,0,4.42462,7.46699,21.5353,0,0,0,0,1.12726,0,20.2518,0,0,0,22.6625,42.9143,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02829,476.085,835.819,1.1074,89.9626,100,5.85928e-05,0.0054633,0.006288,0,-3.30355,0,1.33199,
4,4,9, 04/04 10,0,0,3.67605,0,0,0,0.748569,1.50055,1.54182,0,0,4.42462,7.46699,14.5312,0,0,0,0,10.1142,0,20.2518,0,0,0,24.6454,44.8971,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51779,476.085,835.819,0.294357,89.9626,100,1.55744e-05,0.0054633,0.006288,0,-8.08888,0,0.941246,
4,4,10, 04/04 11,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,2.88552,0,0,0,0,9.83762,0,36.4532,0,0,0,12.7231,49.1763,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15971,476.085,835.819,0.0924889,89.9626,100,4.89359e-06,0.0054633,0.006288,0,-11.1215,0,0.667161,
4,4,11, 04/04 12,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,11.5615,0,36.4532,0,0,0,11.5615,48.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14721,476.085,835.819,0.0924889,89.9626,100,4.89359e-06,0.0054633,0.006288,0,-14.578,0,0.657591,
4,4,12, 04/04 13,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,10.114,0,36.4532,0,0,0,10.114,46.5672,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12293,476.085,835.819,0.0911183,89.9626,100,4.82107e-06,0.0054633,0.006288,0,-16.7855,0,0.639012,
4,4,13, 04/04 14,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,9.83768,0,36.4532,0,0,0,9.83768,46.2908,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12676,476.085,835.819,0.0911183,89.9626,100,4.82107e-06,0.0054633,0.006288,0,-17.9769,0,0.641941,
4,4,14, 04/04 15,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,9.5753,0,30.3776,0,0,0,9.5753,39.9529,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10988,476.085,835.819,0.0901065,89.9626,100,4.76754e-06,0.0054633,0.006288,0,-16.8903,0,0.62902,
4,4,15, 04/04 16,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,8.20702,0,30.3776,0,0,0,8.20702,38.5847,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11114,476.085,835.819,0.0935007,89.9626,100,4.94712e-06,0.0054633,0.006288,0,-14.3596,0,0.629984,
4,4,16, 04/04 17,0,0,3.67605,0,0,0,1.02078,2.00074,1.54182,0,0,4.69682,8.23938,0,0,0,0,0,7.9933,0,30.3776,0,0,0,7.9933,38.3709,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11971,476.085,835.819,0.0924889,89.9626,100,4.89359e-06,0.0054633,0.006288,0,-10.4208,0,0.636544,
4,4,17, 04/04 18,0,0,3.67605,0,0,0,1.15688,2.25083,1.54182,0,0,4.83293,8.62557,0.676764,0,0,0,0,9.29373,0,36.4532,0,0,0,9.9705,46.4237,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21221,476.085,835.819,0.142638,89.9626,100,7.54699e-06,0.0054633,0.006288,0,-5.76017,0,0.707344,
4,4,18, 04/04 19,0,0,3.67605,0,0,0,1.18236,2.25083,1.54182,0,0,4.85841,8.65105,5.26479,0,0,0,0,11.7236,0,36.4532,0,0,0,16.9884,53.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64721,476.085,835.819,2.13749,89.9626,100,0.000113095,0.0054633,0.006288,0,-1.14102,0,1.80573,
4,4,19, 04/04 20,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,9.49785,0,0,0,0,11.7197,0,36.4532,0,0,0,21.2175,57.6707,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67542,476.085,835.819,2.20775,89.9626,100,0.000116812,0.0054633,0.006288,0,0,0,1.82732,
4,4,20, 04/04 21,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,14.0945,0,0,0,0,10.7504,0,36.4532,0,0,0,24.8448,61.298,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67532,476.085,835.819,2.20775,89.9626,100,0.000116812,0.0054633,0.006288,0,0,0,1.82724,
4,4,21, 04/04 22,0,0,2.11529,0,0,0,1.48805,2.25083,1.54182,0,0,3.60334,7.39599,16.4111,0,0,0,0,11.8962,0,30.3776,0,0,0,28.3074,58.685,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67554,476.085,835.819,2.21797,89.9626,100,0.000117353,0.0054633,0.006288,0,0,0,1.8274,
4,4,22, 04/04 23,0,0,2.11529,0,0,0,0.78779,1.25046,1.54182,0,0,2.90308,5.69536,23.1993,0,0,0,0,8.38704,0,30.3776,0,0,0,31.5864,61.964,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67497,476.085,835.819,2.21797,89.9626,100,0.000117353,0.0054633,0.006288,0,0,0,1.82697,
4,4,23, 04/04 24,0,0,2.11529,0,0,0,0.525193,0.750276,1.54182,0,0,2.64049,4.93258,26.235,0,0,0,0,7.61989,0,20.2518,0,0,0,33.8549,54.1066,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68181,476.085,835.819,2.24983,89.9626,100,0.000119039,0.0054633,0.006288,0,0,0,1.83221,
4,4,24, 04/05 01,0,0,2.11529,0,0,0,0.350129,0.500184,1.54182,0,0,2.46542,4.50742,23.5523,0,0,0,0,5.06447,0,20.2518,0,0,0,28.6168,48.8685,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67786,476.085,835.819,2.23409,89.9626,100,0.000118206,0.0054633,0.006288,0,0,0,1.82919,
4,5,1, 04/05 02,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,23.3442,0,0,0,0,4.94359,0,0,0,0,0,28.2877,28.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5776,476.085,835.819,2.05193,89.9626,100,0.000108568,0.0054633,0.006288,0,0,0,1.75244,
4,5,2, 04/05 03,0,0,2.11529,0,0,0,0.262597,0.375138,1.54182,0,0,2.37789,4.29485,24.5343,0,0,0,0,4.943,0,0,0,0,0,29.4773,29.4773,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57754,476.085,835.819,2.05193,89.9626,100,0.000108568,0.0054633,0.006288,0,0,0,1.7524,
4,5,3, 04/05 04,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,1.12729,0,0,0,0,0,1.12729,1.12729,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57751,476.085,835.819,2.05193,89.9626,100,0.000108568,0.0054633,0.006288,0,0,0,1.75238,
4,5,4, 04/05 05,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57475,476.085,835.819,2.04578,89.9626,100,0.000108242,0.0054633,0.006288,0,0,0,1.75026,
4,5,5, 04/05 06,0,0,0,0,0,0,0.262597,0.375138,1.54182,0,0,0.262597,2.17955,0,0,0,0,0,1.12727,0,0,0,0,0,1.12727,1.12727,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57479,476.085,835.819,2.04578,89.9626,100,0.000108242,0.0054633,0.006288,0,0,0,1.75029,
4,5,6, 04/05 07,0,0,0,0,0,0,0.509361,0.750276,1.54182,0,0,0.509361,2.80145,0,0,0,0,0,1.12726,0,0,0,0,0,1.12726,1.12726,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5776,476.085,835.819,2.05193,89.9626,100,0.000108568,0.0054633,0.006288,0,0,0,1.75244,
4,5,7, 04/05 08,0,0,0,0,0,0,0.441249,0.750276,1.54182,0,0,0.441249,2.73334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55771,476.085,835.819,2.0214,89.9626,100,0.000106952,0.0054633,0.006288,0,-0.877356,0,1.73722,
