"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Wed 23-Sep-26   1:33:55 pm","ResBaseAirSys_SZHP",11470.3,12128.1,8701.59,258.468,0,"ResBaseAirSys_SZHP-2",17698.2,19368.3,13896.3,453.519,0,"ResBaseAirSys_SZHP-3",12082.6,16767.6,12030.3,328.854,0,"ResBaseAirSys_SZHP-4",7292.15,7964.64,5714.43,221.593,0,"ResBaseAirSys_SZHP-5",12361.5,13420.2,9628.64,313.789,0,"ResBaseAirSys_SZHP-6",3465.8,4148.87,2976.71,105.924,0,"ResBaseAirSys_SZHP-7",3779.5,4539.04,3256.65,118.125,0,"ResBaseAirSys_SZHP-8",18397.4,19127.5,13723.5,358.477,0,"ResBaseAirSys_SZHP-9",5605.94,6091.32,4370.37,124.247,0,"ResBaseAirSys_SZHP-10",1418.91,1458.93,1046.75,27.5817,0,"ResBaseAirSys_SZHP-11",1418.91,1472.77,1056.68,27.5817,0,"ResBaseAirSys_SZHP-12",18397.4,19129.6,13725,358.477,0,"ResBaseAirSys_SZHP-13",5617.23,6106.47,4381.24,124.702,0,"ResBaseAirSys_SZHP-14",1418.91,1458.61,1046.52,27.5817,0,"ResBaseAirSys_SZHP-15",1418.91,1459.21,1046.95,27.5817,0,"ResBaseAirSys_SZHP-16",18397.4,19126.3,13722.6,358.477,0,"ResBaseAirSys_SZHP-17",5616.66,6104.64,4379.93,124.676,0,"ResBaseAirSys_SZHP-18",1415.18,1457.98,1046.07,27.5752,0,"ResBaseAirSys_SZHP-19",1415.18,1472.05,1056.16,27.5752,0,"ResBaseAirSys_SZHP-20",18397.4,19110.9,13711.6,358.477,0,"ResBaseAirSys_SZHP-21",5817.04,6386.52,4582.17,132.853,0,"ResBaseAirSys_SZHP-22",1920.52,2073.22,1487.49,46.1008,0,"ResBaseAirSys_SZHP-23",1959.26,2135.62,1532.26,47.6439,0

