AirSystems
,,,,,Cooling,,,,Heating,,,Fan/Ventilation,,,Controls
Name,Type,Status,System Count,Floor Area Served,Net Capacity,Design Supply T,Capacity/Area,Supply Flow/Ton,Net Capacity,Design Supply T,Capacity/Area,Supply Flow,Supply Flow/Area,Design OA,OA/Area,Control Zone Name,Temp Control,FixedT,Supply HiT,At Outdoor,Supply LowT,At OutdoorT,ReheatCtrlMthd,Availability Schedule,Night Cycle Control
,,,(#),(ft2),(Btu/hr),(degF),(Btu/ft2),(cfm/ton),(Btu/hr),(degF),(Btu/ft2),(cfm),(cfm/ft2),(cfm),(cfm/ft2),,,(degF),(degF),(degF),(degF),( degF),,,
"BaseSys5 F1","PVAV","New",1,17613,499173,55,28.3412,401.649,441930,60,25.0911,16707.7,0.9486,4491.31,0.255,"NONE","WarmestReset",,60,,55,,"DualMaximum","RetailHVACAvail","CycleOnCallAnyZone"
"F1 Business Cent AirSys","SZHP","New",1,360,11874.2,58,32.9838,292.127,12902.7,95,35.8409,289.064,0.802956,178.2,0.495,"F1 Business Center","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Corridor AirSys","SZHP","New",1,1464,15573.7,58,10.6378,292.127,16922.7,95,11.5592,379.125,0.258965,219.6,0.15,"F1 Corridor","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Fitness Cente AirSys","SZHP","New",1,900,14979.2,58,16.6435,292.127,16276.7,95,18.0852,364.651,0.405168,135,0.15,"F1 Fitness Center","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Leasing Offic AirSys","SZHP","New",1,414,9202.85,58,22.2291,322.937,10000,95,24.1546,247.662,0.598217,62.1,0.15,"F1 Leasing Office","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Lobby AirSys","SZHP","New",1,1050,14366.3,58,13.6822,292.127,15610.7,95,14.8674,349.732,0.333078,157.5,0.15,"F1 Lobby","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Stairs E AirSys","SZHP","New",1,180,4167.84,58,23.1547,292.127,4528.87,95,25.1604,101.462,0.563676,27,0.15,"F1 Stairs E","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F1 Stairs W AirSys","SZHP","New",1,180,4601.06,58,25.5614,292.127,4999.61,95,27.7756,112.008,0.622266,27,0.15,"F1 Stairs W","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
"F2 Corridor AirSys","SZHP","New",1,2340,16581.1,58,7.08596,292.127,18017.4,95,7.69975,403.65,0.1725,351,0.15,"F2 Corridor","NoSATControl",,-99996,,-99996,,"UNDEFINED","AllOnHVACAvail","CycleOnCallPrimaryZone"
